ticker,TOOD US Equity
2000-09-25,0.0
2000-09-26,2.6316
2000-09-27,0.0
2000-09-28,2.5641
2000-09-29,0.0
2000-10-02,-2.5
2000-10-03,-1.2821
2000-10-04,-1.2987
2000-10-06,0.0
2000-10-09,3.9474
2000-10-12,-2.5316
2000-10-17,1.2987
2000-10-19,-1.2821
2000-10-26,2.5974
2000-10-27,1.2658
2000-10-30,-1.25
2000-11-03,0.0
2000-11-06,-1.2658
2000-11-08,-2.5641
2000-11-09,0.0
2000-11-16,0.0
2000-11-21,0.0
2000-11-22,0.0
2000-11-27,0.0
2000-11-28,1.3158
2000-11-29,-1.2987
2000-11-30,0.0
2000-12-01,0.0
2000-12-04,0.0
2000-12-05,1.3158
2000-12-12,-1.2987
2000-12-14,5.2632
2000-12-18,-2.5
2000-12-20,-1.2821
2000-12-21,-1.2987
2000-12-22,0.0
2000-12-26,0.0
2000-12-28,1.3158
2000-12-29,-1.2987
2001-01-10,-1.3158
2001-01-11,4.0
2001-01-17,-2.5641
2001-01-18,0.0
2001-01-22,0.0
2001-01-24,0.0
2001-01-25,0.0
2001-01-29,-5.2632
2001-01-31,0.0
2001-02-02,0.0
2001-02-05,0.0
2001-02-07,-1.1111
2001-02-09,0.0
2001-02-12,-1.1236
2001-02-14,0.0
2001-02-16,0.0
2001-02-27,1.5909
2001-03-01,-1.5659999999999998
2001-03-05,-1.1364
2001-03-06,-5.7471
2001-03-07,0.0
2001-03-08,-4.878
2001-03-12,-1.2821
2001-03-13,0.0
2001-03-14,3.8961
2001-03-21,-2.5
2001-03-27,-2.5641
2001-04-09,0.0
2001-04-11,-2.6316
2001-04-26,1.3514
2001-05-02,1.3333
2001-05-03,-2.6316
2001-05-14,-2.7027
2001-05-16,13.8889
2001-05-17,0.0
2001-05-18,-4.878
2001-05-21,0.0
2001-05-29,1.2821
2001-06-12,-5.0633
2001-06-18,-1.3333
2001-06-22,-2.7027
2001-06-28,-1.3889
2001-06-29,-1.4085
2001-07-16,-2.8571
2001-07-17,-2.9412000000000003
2001-07-18,-6.0606
2001-07-20,0.0
2001-07-31,3.2258
2001-08-06,0.0
2001-08-17,-4.6875
2001-08-27,-1.6393
2001-08-29,3.3333
2001-09-04,-1.6129
2001-09-06,-1.6393
2001-09-17,4.0
2001-09-18,0.9615
2001-09-19,-1.5873
2001-09-24,-2.5806
2001-09-26,-0.3311
2001-10-05,-0.3322
2001-10-23,-0.6667
2001-10-25,-1.0067
2001-10-29,-42.3729
2001-10-30,0.0
2001-10-31,-2.9412000000000003
2001-11-02,3.0303
2001-11-06,-17.647100000000002
2001-11-08,7.1429
2001-11-12,0.0
2001-11-13,-3.3333
2001-11-14,0.0
2001-11-26,-75.8621
2001-12-11,114.2857
2001-12-17,34.6667
2001-12-19,0.0
2001-12-21,23.7624
2001-12-24,-8.0
2001-12-26,8.6957
2001-12-31,0.8
2002-01-07,-0.7937
2002-01-10,0.0
2002-01-11,-1.6
2002-01-22,-2.439
2002-01-24,4.1667
2002-01-29,4.0
2002-01-31,-3.8462
2002-02-11,4.0
2002-02-19,-6.9231
2002-02-22,3.3058
2002-02-25,0.0
2002-03-01,0.0
2002-03-22,-4.0
2002-04-05,0.0
2002-04-09,0.0
2002-04-10,0.0
2002-05-07,0.0
2002-05-09,0.0
2002-05-29,0.0
2002-05-31,0.0
2002-06-19,0.0
2002-06-21,2.5
2002-06-28,0.0
2002-07-12,0.0
2002-07-23,-2.439
2002-07-30,-29.1667
2002-07-31,0.0
2002-08-14,38.8235
2002-08-26,-27.9661
2002-08-27,0.0
2002-08-30,-11.7647
2002-09-12,-46.6667
2002-09-17,0.0
2002-10-08,0.0
2002-10-09,0.0
2002-10-10,0.0
2002-10-21,152.5
2002-10-23,-60.396
2002-11-25,0.0
2002-11-26,0.0
2002-12-05,0.0
2002-12-10,-25.0
2002-12-11,0.0
2002-12-13,0.0
2002-12-16,0.0
2002-12-17,0.0
2002-12-23,0.0
2002-12-26,0.0
2002-12-27,0.0
2002-12-30,0.0
2002-12-31,183.3333
2003-01-09,0.0
2003-02-11,-64.7059
2003-02-13,0.0
2003-02-18,0.0
2003-03-05,0.0
2003-03-07,0.0
2003-03-19,-16.6667
2003-03-21,20.0
2003-03-26,-16.6667
2003-05-21,0.0
2003-05-30,0.0
2003-06-25,0.0
2003-07-21,-12.0
2003-07-25,0.0
2003-08-05,0.0
2003-08-19,581.8182
2003-08-20,-32.6667
2003-09-02,-28.7129
2003-09-05,0.0
2003-09-08,0.0
2003-09-25,-1.3889
2003-10-07,-46.4789
2003-10-08,0.0
2003-10-20,0.0
2003-11-04,0.0
2003-11-18,0.0
2003-12-09,0.0
2003-12-11,0.0
2003-12-15,0.0
2003-12-16,0.0
2003-12-22,0.0
2003-12-23,0.0
2003-12-29,-18.4211
2004-01-06,25.8065
2004-01-09,0.0
2004-02-06,43.5897
2004-02-09,0.0
2004-02-27,-33.9286
2004-03-01,51.3514
2004-03-05,-33.9286
2004-03-10,0.0
2004-03-23,0.0
2004-04-06,0.0
2004-04-26,51.3514
2004-04-27,-7.1429
2004-05-03,34.6154
2004-05-18,-7.1429
2004-05-19,0.0
2004-05-26,55.3846
2004-06-01,0.0
2004-06-16,-28.7129
2004-06-17,-9.7222
2004-06-24,38.4615
2004-08-04,-16.6667
2004-08-05,34.6667
2004-08-31,-25.7426
2004-09-17,13.3333
2004-09-22,-11.7647
2004-09-28,0.0
2004-10-08,-57.3333
2004-10-14,181.25
2004-11-11,-27.7778
2004-11-19,0.0
2004-11-26,0.0
2004-11-29,30.7692
2004-12-06,0.0
2004-12-15,0.0
2004-12-16,-2.3529
2004-12-21,-9.6386
2004-12-27,0.0
2004-12-29,0.0
2004-12-30,-12.0
2005-01-31,-16.6667
2005-02-16,27.2727
2005-02-18,7.1429
2005-03-01,-6.6667
2005-03-09,0.0
2005-03-10,0.0
2005-03-17,42.8571
2005-03-28,-30.0
2005-03-29,47.1429
2005-04-07,2.9126
2005-04-08,22.6415
2005-04-12,-3.8462
2005-04-19,0.0
2005-04-20,40.0
2005-04-21,-14.2857
2005-05-04,33.3333
2005-06-01,25.0
2005-06-02,70.0
2005-06-03,47.0588
2005-06-09,-40.0
2005-06-10,-6.6667
2005-06-13,-11.4286
2005-06-14,12.9032
2005-06-16,0.0
2005-06-30,0.0
2005-07-13,12.857099999999999
2005-07-15,-12.6582
2005-07-18,15.942
2005-07-19,-15.0
2005-07-20,0.0
2005-07-27,2.9412000000000003
2005-09-19,-14.2857
2005-10-06,0.0
2005-12-06,-16.6667
2005-12-12,0.0
2005-12-13,4.0
2005-12-19,3.8462
2005-12-22,0.0
2005-12-23,0.0
2005-12-27,0.0
2005-12-30,1.8519
2006-01-05,1.8182
2006-01-23,0.0
2006-01-25,0.0
2006-01-27,1.7856999999999998
2006-02-09,1.7544
2006-02-27,0.0
2006-03-08,0.0
2006-03-13,0.0
2006-03-27,227.5862
2006-03-30,-42.1053
2006-03-31,0.0
2006-04-07,-2.7273
2006-04-10,-6.5421
2006-04-11,0.0
2006-04-12,0.0
2006-04-21,0.0
2006-04-25,0.0
2006-05-02,0.0
2006-05-05,0.0
2006-05-10,0.2
2006-05-12,-0.1996
2006-05-15,0.0
2006-05-17,0.0
2006-05-19,0.0
2006-05-22,0.0
2006-06-02,0.0
2006-06-05,0.0
2006-06-12,0.0
2006-06-28,20.0
2006-07-12,-16.6667
2006-07-14,10.0
2006-07-26,4.5455
2006-07-28,-13.0435
2006-07-31,0.0
2006-08-01,0.0
2006-08-14,0.0
2006-08-24,2.0
2006-09-08,16.6667
2006-09-11,0.8403
2006-09-13,0.0
2006-09-22,0.0
2006-09-28,-16.6667
2006-10-17,0.0
2006-10-27,0.0
2006-11-01,0.0
2006-11-06,0.0
2006-11-21,0.0
2006-12-06,0.0
2006-12-07,0.0
2006-12-14,0.0
2006-12-28,0.0
2007-01-05,5.0
2007-01-12,-4.7619
2007-01-16,0.0
2007-02-09,0.0
2007-02-14,0.0
2007-03-05,0.0
2007-03-07,0.0
2007-03-26,0.0
2007-04-11,0.0
2007-04-25,0.0
2007-05-01,0.0
2007-05-03,0.0
2007-05-15,-15.0
2007-05-25,23.2941
2007-06-04,-23.6641
2007-07-09,0.0
2007-07-20,0.0
2007-07-24,0.0
2007-08-06,-25.0
2007-08-13,0.0
2007-08-14,33.3333
2007-09-27,-25.0
2007-10-25,33.3333
2007-11-05,-25.0
2007-11-08,0.0
2007-11-29,-33.3333
2007-11-30,75.0
2007-12-17,-35.7143
2007-12-27,0.0
2008-01-23,0.8889
2008-03-04,1.3216
2008-06-04,52.1739
2008-09-08,-35.7143
2008-09-18,0.0
2008-09-29,0.0
2008-10-01,0.0
2008-10-13,0.0
2008-12-08,-33.3333
2008-12-18,-50.0
2008-12-31,-33.3333
2009-01-12,0.0
2009-01-27,0.0
2009-02-20,0.0
2009-02-23,-20.0
2009-03-10,-2.5
2009-03-17,-5.1282
2009-06-11,0.0
2009-08-21,0.0
2009-09-03,0.0
2009-09-18,0.0
2009-09-23,0.0
2009-09-24,0.0
2009-09-28,0.0
2009-10-20,0.0
2009-10-23,0.0
2009-11-11,-2.7027
2009-11-12,0.0
2009-12-15,0.0
2009-12-16,-2.7778
2009-12-30,0.0
2010-02-25,14.2857
2010-03-29,0.0
2010-04-08,275.0
2010-07-30,-33.3333
2010-08-04,0.0
2010-10-05,50.0
2010-10-06,0.0
2010-10-26,0.0
2010-11-01,-32.6667
2010-11-18,48.5149
2010-11-24,0.0
2010-11-29,0.0
2010-12-02,0.0
2010-12-22,0.0
2010-12-31,0.0
2011-01-13,33.3333
2011-01-25,250.0
2011-06-27,-92.8571
2011-10-25,-40.0
2011-12-30,0.0
2012-01-09,0.0
2012-03-29,-13.3333
2012-07-03,23.0769
2012-07-10,678.125
2012-07-17,341.7671
2012-08-07,-90.8182
2012-08-10,36.6337
2012-08-14,9.4203
2012-08-21,131.7881
2012-10-01,-42.8571
2012-10-10,-66.45
2012-11-27,-3.1297
2013-01-08,130.7692
2013-02-01,-43.3333
2013-04-16,0.0
2013-05-14,135.2941
2013-05-17,0.0
2013-06-10,-56.5
2013-06-17,129.8851
2013-07-15,-13.0
2013-07-19,14.9425
2013-07-31,0.0
2013-08-14,-12.5
2013-10-10,14.2857
2013-11-14,-12.5
2013-11-15,0.0
2013-11-18,-14.2857
2013-11-29,0.6667
2013-12-31,-13.9073
2014-01-07,15.3846
2014-01-16,0.0
2014-01-24,-6.6667
2014-02-28,-10.0
2014-04-08,0.0
2014-04-21,0.0
2014-06-05,58.730199999999996
2014-06-13,-25.0
2014-07-08,0.0
2014-07-14,0.0
2014-08-04,-33.3333
2014-08-13,0.0
2014-08-20,20.0
2014-10-16,-15.8333
2014-12-22,23.7624
2015-04-10,-28.0
2015-06-04,11.1111
2015-06-18,0.0
2015-07-24,-20.0
2015-08-06,12.5
2015-08-07,0.0
2015-08-10,5.5556
2015-08-26,0.0
2015-08-27,0.0
2015-09-28,0.0
2015-10-08,5.2632
2015-12-08,0.0
2015-12-14,0.0
2015-12-23,10.0
2016-01-14,-9.0909
2016-01-21,20.0
2016-02-17,-13.3333
2016-03-07,15.3846
2016-05-05,8.3333
2016-06-02,-18.4615
2016-06-07,0.0
2016-06-17,41.5094
2016-07-19,-29.3333
2016-07-20,3.7736
2016-07-22,5.4545
2016-07-26,50.8621
2016-07-27,0.0
2016-07-28,-33.7143
2016-09-02,72.4138
2016-11-14,0.0
2017-01-06,0.0
2017-02-06,-22.5
2017-02-14,29.0323
2017-03-16,12.5
2017-03-30,-5.7778
2017-05-25,17.9245
2017-06-30,10.0
2017-07-21,18.1818
2017-07-24,53.8462
2017-07-26,0.0
2017-07-28,0.0
2017-09-08,-10.0
2017-09-19,-2.6667
2017-09-25,-49.7717
2017-09-26,13.6318
2017-09-29,0.004
2017-11-03,28.0
2017-11-06,1.5625
2017-11-16,53.8462
2017-11-17,-3.6
2017-11-20,3.7344
2017-11-21,10.0
2017-11-22,-9.0909
2017-12-06,0.0
2017-12-11,20.0
2017-12-14,-7.5
2017-12-28,8.1081
2018-01-05,8.3333
2018-01-09,7.6923
2018-01-24,-11.4286
2018-01-29,-3.2258
2018-02-01,11.6667
2018-02-09,-10.4478
2018-02-16,-5.0
2018-02-20,5.2632
2018-02-23,8.3333
2018-05-08,-7.8462
2018-05-09,-16.5275
2018-05-10,0.0
2018-05-11,-2.0
2018-05-14,22.449
2018-05-16,-17.5
2018-05-23,-19.596
2018-05-29,13.0653
2018-05-30,10.4444
2018-06-15,0.4024
2018-06-19,-9.8196
2018-07-11,22.2222
2018-07-12,27.2727
2018-07-13,0.0
2018-07-17,0.4286
2018-07-24,-0.4267
2018-08-03,0.0
2018-08-06,3.5714
2018-08-14,34.4828
2018-08-15,0.0
2018-08-16,2.5641
2018-08-17,0.0
2018-09-05,5.0
2018-09-27,2.3810000000000002
2018-10-04,-6.5116
2018-10-08,0.0
2018-10-11,16.915399999999998
2018-11-15,0.0
2018-11-23,0.0
2018-12-03,10.6383
2018-12-04,13.8462
2018-12-07,-5.4054
2018-12-10,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-24,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2019-01-02,0.0
2019-01-16,1.7856999999999998
2019-01-25,0.0
2019-01-31,0.0
2019-02-04,1.7544
2019-02-06,-3.4483
2019-03-06,28.5714
2019-03-26,-22.2222
2019-04-12,0.0
2019-04-30,1.7864
2019-05-20,5.2624
2019-06-12,6.6667
2019-07-02,-6.25
2019-07-10,0.0
2019-09-30,-5.0
2019-10-16,-1.7544
2020-01-03,0.0
2020-01-06,-7.1429
2020-02-11,0.0
2020-02-19,0.0
2020-03-09,-7.6923
2020-03-16,-16.6667
2020-04-14,0.4
