ticker,WTKN US Equity
2010-05-13,10.0
2010-05-14,-9.0909
2010-05-17,0.0
2010-05-18,-20.0
2010-05-19,50.0
2010-05-20,-6.25
2010-05-24,0.0
2010-05-25,-11.1111
2010-05-26,-12.5
2010-05-27,-31.4286
2010-05-28,0.0
2010-06-01,0.0
2010-06-02,-16.6667
2010-06-03,-20.0
2010-06-04,-12.5
2010-06-07,-7.1429
2010-06-08,22.1154
2010-06-09,-18.1102
2010-06-10,0.0
2010-06-11,-15.3846
2010-06-14,-18.1818
2010-06-15,-11.1111
2010-06-16,12.5
2010-06-17,-11.1111
2010-06-18,-12.5
2010-06-21,-7.1429
2010-06-22,53.8462
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,35.0
2010-07-06,0.0
2010-07-07,-25.9259
2010-07-08,50.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,20.0
2010-07-15,-25.0
2010-07-16,0.0
2010-07-19,3.7037
2010-07-20,-2.2321
2010-07-21,-26.9406
2010-07-22,30.0
2010-07-23,-23.0769
2010-07-26,-30.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-30,42.8571
2010-08-02,-10.0
2010-08-03,11.1111
2010-08-04,-35.0
2010-08-05,7.6923
2010-08-06,42.8571
2010-08-09,0.0
2010-08-11,-46.25
2010-08-12,-18.6047
2010-08-13,14.2857
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,20.0
2010-08-19,0.0
2010-08-20,-33.3333
2010-08-23,-25.0
2010-08-24,-16.6667
2010-08-25,-5.0
2010-08-26,0.0
2010-08-27,5.2632
2010-08-30,12.5
2010-08-31,-17.7778
2010-09-01,37.8378
2010-09-02,3.9215999999999998
2010-09-03,30.1887
2010-09-07,-7.2464
2010-09-08,0.0
2010-09-09,125.0
2010-09-10,11.1111
2010-09-13,-10.0
2010-09-14,-11.1111
2010-09-15,-12.5
2010-09-16,-21.4286
2010-09-17,9.0909
2010-09-20,33.3333
2010-09-21,-12.5
2010-09-22,7.1429
2010-09-23,-20.0
2010-09-24,25.0
2010-09-27,-20.0
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,-16.6667
2010-10-04,10.0
2010-10-05,0.0
2010-10-06,-9.0909
2010-10-07,20.0
2010-10-08,-16.6667
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,20.0
2010-10-18,-33.3333
2010-10-19,4.6875
2010-10-20,-4.4776
2010-10-21,-15.625
2010-10-22,-5.5556
2010-10-25,13.7255
2010-10-26,-13.7931
2010-10-27,-4.0
2010-10-28,-4.1667
2010-10-29,15.2174
2010-11-01,-24.5283
2010-11-02,0.0
2010-11-03,-20.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,6.25
2010-11-09,-11.7647
2010-11-10,6.6667
2010-11-11,0.0
2010-11-12,0.0
2010-11-15,-6.25
2010-11-16,0.0
2010-11-17,-3.3333
2010-11-18,0.0
2010-11-22,0.0
2010-11-23,-17.2414
2010-11-24,8.3333
2010-11-26,30.7692
2010-11-29,-14.7059
2010-11-30,3.4483
2010-12-01,-40.0
2010-12-02,77.7778
2010-12-07,0.0
2010-12-10,100.0
2010-12-13,-50.0
2010-12-14,-50.0
2010-12-15,0.0
2010-12-17,-20.0
2010-12-20,25.0
2010-12-21,20.0
2010-12-22,-16.6667
2010-12-27,20.0
2010-12-29,0.0
2010-12-30,-16.6667
2011-01-03,-40.0
2011-01-04,-7.7083
2011-01-05,-27.7652
2011-01-13,150.0
2011-01-14,20.0
2011-01-18,-50.0
2011-01-19,-33.3333
2011-01-20,25.0
2011-01-21,0.5
2011-01-24,59.204
2011-01-25,0.0
2011-01-26,-25.0
2011-01-27,0.0
2011-01-28,16.6667
2011-01-31,71.4286
2011-02-01,-33.125
2011-02-02,24.6106
2011-02-03,0.0
2011-02-07,-39.25
2011-02-08,64.6091
2011-02-09,0.0
2011-02-10,-38.0
2011-02-14,0.0
2011-02-15,-2.621
2011-02-16,15.942
2011-02-18,42.8571
2011-03-01,-30.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,-11.4286
2011-03-09,35.4839
2011-03-10,0.0
2011-03-11,19.0476
2011-03-14,-16.0
2011-03-15,19.0476
2011-03-16,30.0
2011-03-17,-7.6923
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-23,33.3333
2011-03-24,-12.5
2011-03-25,42.8571
2011-03-28,0.0
2011-03-29,0.0
2011-03-31,0.0
2011-04-04,-20.0
2011-04-05,0.0
2011-04-06,25.0
2011-04-07,0.0
2011-04-08,-10.0
2011-04-11,10.0
2011-04-15,-39.3939
2011-04-18,65.0
2011-04-19,0.0
2011-04-20,-39.3939
2011-04-21,65.0
2011-04-25,0.0
2011-04-26,-39.3939
2011-04-28,1.6667
2011-05-02,4.918
2011-05-06,54.6875
2011-05-09,0.0
2011-05-10,-79.798
2011-05-11,395.0
2011-05-18,-79.798
2011-05-19,350.0
2011-05-20,0.0
2011-05-25,-59.3056
2011-05-27,9.215
2011-06-01,0.0
2011-06-03,-50.0
2011-06-08,110.0
2011-06-15,-28.5714
2011-06-20,0.0
2011-06-22,0.0
2011-07-01,0.0
2011-07-05,66.6667
2011-07-12,-23.0
2011-07-21,0.0
2011-07-25,0.0
2011-08-02,-35.0649
2011-08-05,4.0
2011-08-08,3.8462
2011-08-15,-7.4074
2011-08-23,136.0
2011-08-30,-57.6271
2011-09-01,0.0
2011-09-02,0.0
2011-09-09,0.5
2011-09-16,0.0
2011-09-19,0.0
2011-09-22,-4.4776
2011-09-23,8.3333
2011-09-27,-61.5385
2011-09-28,10.0
2011-09-30,0.0
2011-10-06,-9.0909
2011-10-10,0.0
2011-10-11,0.0
2011-10-13,0.0
2011-10-25,0.0
2011-11-15,50.0
2011-11-22,0.0
2011-12-05,100.0
2011-12-07,0.0
2011-12-08,0.0
2011-12-12,-66.6667
2011-12-15,0.0
2011-12-19,-50.0
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-28,20.0
2011-12-29,0.0
2011-12-30,-50.0
2012-01-12,233.3333
2012-01-18,0.0
2012-02-16,300.0
2012-02-17,-25.0
2012-02-22,-62.9167
2012-03-06,0.0
2012-03-07,0.0
2012-03-22,0.0
2012-03-23,0.0
2012-04-30,0.0
2012-05-15,0.0
2012-05-18,0.0
2012-05-22,0.0
2012-06-01,0.0
2012-06-06,259.5506
2012-06-07,-72.1875
2012-06-08,0.0
2012-06-28,0.0
2012-07-05,0.0
2012-07-30,169.6629
2012-08-08,-33.3333
2012-08-13,0.0
2012-08-20,-40.0
2012-09-06,25.0
2012-09-18,33.3333
2012-09-25,-45.0
2012-10-03,0.0
2012-10-11,0.0
2012-10-17,0.0
2012-11-02,0.0
2012-11-09,0.0
2012-11-12,-87.5
2012-11-26,18.1818
2012-12-07,0.0
2012-12-21,23.0769
2012-12-24,0.0
2012-12-27,0.0
2012-12-31,0.0
2013-03-05,-50.0
2013-03-22,0.0
2013-04-01,112.5
2013-04-26,0.0
2013-05-14,0.0
2013-07-10,0.0
2013-07-22,0.0
2013-07-24,0.0
2013-08-06,0.0
2013-08-16,0.0
2013-09-10,0.0
2013-10-17,0.0
2013-10-30,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-12-12,0.0
2013-12-17,0.0
2013-12-19,0.0
2013-12-30,-94.1176
2013-12-31,1600.0
2014-02-07,-5.8824
2014-03-03,150.0
2014-03-07,-50.0
2014-04-11,0.0
2014-04-16,0.0
2014-04-25,0.0
2014-05-27,5.0
2014-07-10,0.0
2014-07-15,0.0
2014-08-11,0.0
2014-11-07,0.0
2014-11-10,0.0
2014-11-19,0.0
2014-12-10,-61.9048
2014-12-15,0.0
2015-01-23,0.0
2015-02-24,0.0
2015-03-25,100.0
2015-04-08,-43.75
2015-04-30,0.0
2015-06-15,0.0
2015-07-02,0.0
2015-07-06,0.0
2015-07-08,33.3333
2015-07-09,233.3333
2015-07-21,0.0
2015-08-13,2.5
2015-08-19,-2.439
2015-08-20,0.0
2015-09-10,0.0
2015-09-18,0.0
2015-09-25,0.0
2015-10-12,0.0
2015-10-26,0.0
2015-12-11,2.5
2016-01-12,-2.439
2016-01-15,0.0
2016-02-24,0.0
2016-03-10,0.0
2016-03-29,0.0
2016-04-11,-60.0
2016-04-26,600.0
2016-04-28,-28.5714
2016-05-05,50.0
2016-05-06,53.75
2016-07-14,-56.6396
2016-07-18,10.0
2016-08-08,-9.0909
2016-08-17,0.0
2016-09-06,0.0
2016-09-09,23.125
2016-09-15,-18.7817
2016-11-02,0.0
2016-11-10,0.0
2016-12-22,-10.0
2016-12-28,0.0
2016-12-30,0.0
2017-02-09,487.5
2017-03-09,-82.9787
2017-03-15,0.0
2017-04-12,0.0
2017-08-14,0.0
2017-08-28,0.0
2018-02-08,307.1778
2018-02-14,-75.4407
2018-03-19,133.3333
2018-03-22,-57.1429
2018-03-28,455.5556
2018-04-11,-80.0
2018-04-20,400.0
2018-04-23,-20.0
2018-04-25,0.0
2018-05-07,-50.0
2018-05-23,0.0
2018-05-29,5.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-22,90.4762
2018-08-09,-47.5
2018-08-10,0.0
2018-08-15,0.0
2018-09-11,-4.7619
2018-09-18,0.0
2018-09-21,0.0
2018-09-26,0.0
2018-09-27,5.0
2018-10-04,-4.7619
2018-10-16,42.5
2018-11-05,-47.3684
2018-11-08,6.6667
2018-11-16,-37.5
2018-11-27,50.0
2018-12-17,-63.3333
2018-12-26,-9.0909
2018-12-27,20.0
2018-12-31,-16.6667
2019-01-08,0.0
2019-01-16,100.0
2019-02-20,-50.0
2019-03-15,40.0
2019-05-03,-27.1429
2019-05-13,-1.9607999999999999
2019-05-14,0.0
2019-06-12,70.0
2019-06-13,12.3529
2019-06-21,-16.2304
2019-07-19,146.875
2019-07-22,-18.9873
2019-07-23,56.25
2019-07-24,-20.0
2019-07-25,-20.0
2019-08-01,19.375
2019-08-02,-0.5236
2019-08-06,-15.7895
2019-08-07,-6.25
2019-08-14,-24.0
2019-09-03,294.7368
2019-09-04,-10.8889
2019-09-05,-12.967600000000001
2019-09-06,-42.6934
2019-09-09,-25.0
2019-09-10,0.0
2019-09-11,-18.6667
2019-09-13,0.0
2019-09-17,63.9344
2019-09-19,0.0
2019-09-23,50.0
2019-09-24,-18.1667
2019-09-25,-4.277
2019-09-26,-10.6383
2019-09-27,0.0
2019-09-30,-4.7619
2019-10-07,-20.0
2019-10-16,-6.25
2019-10-23,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-12-05,-20.0
2020-01-02,0.0
2020-01-17,58.3333
2020-01-21,-36.8421
2020-02-06,0.0
2020-02-10,100.0
2020-02-25,100.0
2020-02-26,-27.0833
2020-02-27,-8.5714
2020-02-28,-6.25
2020-03-02,9.4167
2020-03-03,14.2422
2020-03-04,-57.3333
2020-03-05,87.5
2020-03-06,-46.6667
2020-03-09,-37.5
2020-03-16,-5.0
2020-03-20,-26.3158
2020-03-24,84.2857
2020-04-06,-22.4806
2020-04-24,-30.0
2020-04-29,-57.1429
2020-05-05,0.0
2020-05-18,0.0
2020-06-09,0.0
2020-06-17,333.3333
2020-06-19,-76.9231
2020-07-02,66.6667
2020-07-08,-10.0
