ticker,NRCD US Equity
2006-06-15,-80.0
2006-06-19,900.0
2006-06-20,0.0
2006-06-21,-10.0
2006-06-22,11.1111
2006-06-26,10.0
2006-06-27,36.3636
2006-06-28,-33.3333
2006-06-29,30.0
2006-06-30,-23.0769
2006-07-03,50.0
2006-07-05,0.0
2006-07-06,-33.3333
2006-07-07,0.0
2006-07-10,0.0
2006-07-12,40.0
2006-07-13,0.0
2006-07-14,0.0
2006-07-18,-39.2857
2006-07-20,17.647100000000002
2006-07-24,20.0
2006-07-25,-41.6667
2006-07-26,-28.5714
2006-07-27,40.0
2006-07-28,0.0
2006-08-01,28.5714
2006-08-04,0.0
2006-08-07,-11.1111
2006-08-08,-50.0
2006-08-09,0.0
2006-08-10,0.0
2006-08-11,0.0
2006-08-14,0.0
2006-08-15,0.0
2006-08-18,-25.0
2006-08-21,0.0
2006-08-22,0.0
2006-08-25,0.0
2006-08-28,33.3333
2006-08-29,0.0
2006-08-30,-25.0
2006-09-05,-33.3333
2006-09-06,25.0
2006-09-08,-20.0
2006-09-11,0.0
2006-09-13,0.0
2006-09-15,150.0
2006-09-18,40.0
2006-09-20,-71.4286
2006-09-21,100.0
2006-09-25,-50.0
2006-09-26,50.0
2006-09-27,116.6667
2006-09-28,-53.8462
2006-10-02,116.6667
2006-10-04,-83.8462
2006-10-09,-4.7619
2006-10-12,600.0
2006-10-13,0.0
2006-10-16,0.0
2006-10-17,-80.0
2006-10-19,42.8571
2006-10-20,100.0
2006-10-23,-25.0
2006-10-26,116.6667
2006-10-27,0.0
2006-11-03,-69.2308
2006-11-08,50.0
2006-11-10,133.3333
2006-11-16,-78.5714
2006-11-20,333.3333
2006-11-21,7.6923
2006-11-27,-7.1429
2006-11-28,0.0
2006-12-01,-63.0769
2006-12-12,170.8333
2006-12-13,-69.2308
2006-12-14,50.0
2006-12-15,133.3333
2006-12-18,-60.7143
2006-12-19,172.7273
2006-12-20,-20.0
2006-12-22,-50.0
2006-12-26,150.0
2006-12-27,6.6667
2006-12-28,-75.0
2006-12-29,-50.0
2007-01-05,100.0
2007-01-08,-50.0
2007-01-09,0.0
2007-01-10,550.0
2007-01-11,-69.2308
2007-01-12,0.0
2007-01-16,0.0
2007-01-17,25.0
2007-01-18,0.0
2007-01-19,180.0
2007-01-22,-71.4286
2007-01-23,100.0
2007-01-26,25.0
2007-01-29,-60.0
2007-01-30,125.0
2007-01-31,11.1111
2007-02-01,40.0
2007-02-02,92.8571
2007-02-05,25.9259
2007-02-06,-17.647100000000002
2007-02-07,0.0
2007-02-08,14.2857
2007-02-09,-6.25
2007-02-12,0.0
2007-02-13,-6.6667
2007-02-14,-10.7143
2007-02-15,11.2
2007-02-16,-13.6691
2007-02-20,-16.6667
2007-02-21,-5.0
2007-02-22,2.1053
2007-02-23,13.4021
2007-02-26,-18.1818
2007-02-27,-11.1111
2007-02-28,-25.0
2007-03-01,-16.6667
2007-03-02,20.0
2007-03-05,-11.6667
2007-03-06,13.2075
2007-03-07,0.0
2007-03-08,-8.3333
2007-03-09,-18.1818
2007-03-12,-22.2222
2007-03-13,2.8571
2007-03-14,55.5556
2007-03-15,-5.3571
2007-03-16,-32.0755
2007-03-19,30.5556
2007-03-20,6.383
2007-03-21,0.0
2007-03-22,56.0
2007-03-23,14.1026
2007-03-26,1.1236
2007-03-27,-5.5556
2007-03-28,-29.4118
2007-03-29,0.0
2007-03-30,-16.6667
2007-04-02,10.0
2007-04-03,0.0
2007-04-04,-9.0909
2007-04-05,-10.0
2007-04-09,33.3333
2007-04-10,-16.6667
2007-04-11,-10.0
2007-04-12,55.5556
2007-04-13,0.0
2007-04-16,-14.2857
2007-04-17,-36.6667
2007-04-18,-1.3158
2007-04-19,-22.6667
2007-04-20,3.4483
2007-04-23,-3.3333
2007-04-24,-17.2414
2007-04-25,4.1667
2007-04-26,-12.0
2007-04-27,0.0
2007-04-30,0.0
2007-05-01,-22.7273
2007-05-02,-5.8824
2007-05-03,25.0
2007-05-04,15.0
2007-05-07,8.6957
2007-05-08,-40.0
2007-05-09,33.3333
2007-05-10,-10.0
2007-05-11,-22.2222
2007-05-14,-14.2857
2007-05-15,66.6667
2007-05-16,-25.0
2007-05-17,26.6667
2007-05-18,4.2763
2007-05-21,0.9464
2007-05-22,0.0
2007-05-23,-10.0
2007-05-24,-22.2222
2007-05-25,21.4286
2007-05-29,-11.7647
2007-05-30,-6.6667
2007-05-31,67.8571
2007-06-01,6.383
2007-06-04,10.0
2007-06-05,5.4545
2007-06-06,-13.7931
2007-06-07,-36.0
2007-06-08,12.5
2007-06-11,-16.6667
2007-06-12,-19.1667
2007-06-13,-1.0309
2007-06-14,-16.6667
2007-06-15,-20.0
2007-06-18,12.5
2007-06-19,177.7778
2007-06-20,64.0
2007-06-21,19.5122
2007-06-22,-18.3673
2007-06-25,-25.0
2007-06-26,0.0
2007-06-27,16.6667
2007-06-28,-8.5714
2007-06-29,-21.875
2007-07-02,0.0
2007-07-03,10.0
2007-07-05,5.4545
2007-07-06,3.4483
2007-07-09,-10.0
2007-07-10,-1.3889
2007-07-11,-9.8592
2007-07-12,12.5
2007-07-13,-14.8148
2007-07-16,-17.3913
2007-07-17,-21.0526
2007-07-18,26.6667
2007-07-19,-21.0526
2007-07-20,0.0
2007-07-23,0.0
2007-07-24,6.6667
2007-07-25,0.0
2007-07-26,0.0
2007-07-27,18.75
2007-07-30,-5.2632
2007-07-31,0.0
2007-08-01,-11.1111
2007-08-02,25.0
2007-08-03,0.0
2007-08-06,0.0
2007-08-07,-15.625
2007-08-08,-5.1852
2007-08-09,-17.9688
2007-08-10,6.6667
2007-08-13,7.1429
2007-08-14,0.0
2007-08-15,-20.0
2007-08-16,16.6667
2007-08-17,0.0
2007-08-20,7.1429
2007-08-21,-20.0
2007-08-22,-16.6667
2007-08-23,40.0
2007-08-24,-3.5714
2007-08-27,7.4074
2007-08-28,-13.7931
2007-08-29,-8.0
2007-08-30,0.0
2007-08-31,-11.413
2007-09-04,-1.8405
2007-09-05,0.0
2007-09-06,15.0
2007-09-07,0.0
2007-09-10,-13.0435
2007-09-11,0.0
2007-09-12,10.0
2007-09-13,0.0
2007-09-14,-4.5455
2007-09-17,4.7619
2007-09-18,-9.0909
2007-09-19,3.75
2007-09-21,-3.6145
2007-09-24,5.0
2007-09-25,-4.7619
2007-09-28,-18.75
2007-10-01,23.0769
2007-10-03,0.0
2007-10-04,-30.0
2007-10-05,14.2857
2007-10-09,-27.3438
2007-10-10,3.2258
2007-10-11,50.0
2007-10-12,122.2222
2007-10-15,25.0
2007-10-16,-20.0
2007-10-17,25.0
2007-10-18,-20.0
2007-10-19,-15.0
2007-10-22,17.647100000000002
2007-10-23,-25.0
2007-10-24,33.3333
2007-10-25,0.0
2007-10-26,-10.0
2007-10-29,0.0
2007-10-30,-5.5556
2007-10-31,5.8824
2007-11-01,11.1111
2007-11-02,0.0
2007-11-05,-5.0
2007-11-06,5.2632
2007-11-07,-15.0
2007-11-08,17.647100000000002
2007-11-09,0.0
2007-11-12,-10.0
2007-11-13,11.1111
2007-11-14,0.0
2007-11-15,-25.0
2007-11-16,0.0
2007-11-20,-26.6667
2007-11-21,0.0
2007-11-23,36.3636
2007-11-26,-23.3333
2007-11-27,0.0
2007-11-28,4.3478
2007-11-29,0.0
2007-11-30,8.3333
2007-12-03,-15.3846
2007-12-04,-9.0909
2007-12-05,50.0
2007-12-06,-33.3333
2007-12-07,0.0
2007-12-10,50.0
2007-12-11,-33.3333
2007-12-12,50.0
2007-12-13,0.0
2007-12-14,-20.0
2007-12-19,0.0
2007-12-20,0.0
2007-12-26,-16.6667
2007-12-27,0.0
2007-12-28,0.0
2007-12-31,-20.0
2008-01-03,-12.5
2008-01-04,42.8571
2008-01-07,0.0
2008-01-08,0.0
2008-01-09,0.0
2008-01-10,-40.0
2008-01-11,66.6667
2008-01-15,0.0
2008-01-17,0.0
2008-01-18,50.0
2008-01-22,-33.3333
2008-01-24,-40.0
2008-01-25,25.0
2008-01-28,33.3333
2008-01-29,-38.75
2008-01-30,63.2653
2008-01-31,-30.0
2008-02-05,42.8571
2008-02-06,0.0
2008-02-07,-40.0
2008-02-11,66.6667
2008-02-14,-40.0
2008-02-15,66.6667
2008-02-19,-10.0
2008-02-20,11.1111
2008-02-21,0.0
2008-02-22,-50.0
2008-02-25,20.0
2008-02-27,58.3333
2008-02-28,0.0
2008-02-29,-26.3158
2008-03-03,35.7143
2008-03-05,0.0
2008-03-06,-26.3158
2008-03-07,28.5714
2008-03-11,0.0
2008-03-12,-22.2222
2008-03-13,0.0
2008-03-14,-14.2857
2008-03-17,-33.3333
2008-03-18,125.0
2008-03-19,0.0
2008-03-20,11.1111
2008-03-24,0.0
2008-03-25,0.0
2008-03-26,0.0
2008-03-27,-10.0
2008-03-28,5.5556
2008-03-31,-15.7895
2008-04-01,25.0
2008-04-02,0.0
2008-04-03,-10.0
2008-04-04,11.1111
2008-04-07,-20.0
2008-04-08,-37.5
2008-04-09,2.5
2008-04-10,95.122
2008-04-16,-5.0
2008-04-22,5.2632
2008-04-24,0.0
2008-04-25,0.0
2008-04-28,50.0
2008-04-29,0.0
2008-04-30,-33.3333
2008-05-01,0.0
2008-05-02,0.0
2008-05-05,0.0
2008-05-07,0.0
2008-05-09,-3.125
2008-05-12,3.2258
2008-05-14,0.0
2008-05-15,-50.0
2008-05-16,100.0
2008-05-19,0.0
2008-05-20,20.0
2008-05-21,-8.3333
2008-05-22,0.0
2008-05-23,0.0
2008-05-28,-9.0909
2008-05-29,10.0
2008-05-30,-9.0909
2008-06-02,10.0
2008-06-03,-9.0909
2008-06-04,10.0
2008-06-05,0.0
2008-06-06,-9.0909
2008-06-09,0.0
2008-06-11,0.0
2008-06-12,0.0
2008-06-13,10.0
2008-06-16,-9.0909
2008-06-17,10.0
2008-06-18,0.0
2008-06-19,0.0
2008-06-20,0.0
2008-06-23,0.0
2008-06-24,0.0
2008-06-25,-9.0909
2008-06-26,-8.125
2008-06-27,8.8435
2008-06-30,5.0
2008-07-01,4.7619
2008-07-02,-4.5455
2008-07-03,4.7619
2008-07-07,-9.0909
2008-07-08,0.0
2008-07-09,0.0
2008-07-10,-3.125
2008-07-11,3.2258
2008-07-14,10.0
2008-07-15,-9.0909
2008-07-16,-50.0
2008-07-17,100.0
2008-07-18,-40.0
2008-07-22,-14.5833
2008-07-23,114.6341
2008-07-25,-54.5455
2008-07-29,20.0
2008-07-30,66.6667
2008-07-31,-40.0
2008-08-01,0.0
2008-08-05,66.6667
2008-08-06,-40.0
2008-08-12,66.6667
2008-08-18,-40.0
2008-08-21,0.0
2008-08-22,-33.3333
2008-09-22,6.25
2008-09-30,-88.1176
2008-10-06,177.2277
2008-12-23,-80.3571
2009-01-13,0.0
2009-01-15,181.8182
2009-04-06,-99.3548
2009-04-07,9900.0
2009-04-14,-10.0
2009-05-20,-50.0
2009-05-21,55.5556
2009-06-17,-42.8571
2009-06-18,12.5
2009-06-19,22.2222
2009-06-26,-9.0909
2009-06-29,0.0
2009-07-20,-10.0
2009-09-08,-77.7778
2009-11-20,60.0
2010-01-21,-6.25
2010-07-02,-53.3333
2010-10-19,0.0
2012-06-05,42.8571
2013-09-06,90.0
2013-11-25,-28.947400000000002
2014-06-23,-99.9074
2015-11-10,0.0
2016-07-20,700.0
2016-08-02,-87.5
2018-03-09,-99.2
2018-12-26,0.0
2019-09-17,0.0
2020-01-07,9900.0
2020-02-14,-99.0
2020-06-24,199900.0005
2020-07-09,25.0
