ticker,GWRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-01-25,31.6923
2012-01-26,1.8107
2012-01-27,2.2949
2012-01-30,1.2339
2012-01-31,-0.1108
2012-02-01,5.1026
2012-02-02,5.277
2012-02-03,1.203
2012-02-06,-0.3467
2012-02-07,4.2744
2012-02-08,3.7655
2012-02-09,-0.1378
2012-02-10,1.4719
2012-02-13,4.6691
2012-02-14,-2.1221
2012-02-15,0.885
2012-02-16,-1.9737
2012-02-17,-1.0738
2012-02-21,1.6735
2012-02-22,6.7171
2012-02-23,-0.1667
2012-02-24,-1.9207
2012-02-27,-2.8948
2012-02-28,0.8768
2012-02-29,-1.6949
2012-03-01,1.4147
2012-03-02,0.0436
2012-03-05,-5.4902
2012-03-06,0.0
2012-03-07,0.6916
2012-03-08,1.0989
2012-03-09,1.5851
2012-03-12,1.3375
2012-03-13,12.8465
2012-03-14,17.115
2012-03-15,7.6897
2012-03-16,-0.1236
2012-03-19,2.2903000000000002
2012-03-20,-1.1195
2012-03-21,-1.0098
2012-03-22,-2.473
2012-03-23,4.2472
2012-03-26,7.5403
2012-03-27,-1.0461
2012-03-28,-6.5714
2012-03-29,-2.3547000000000002
2012-03-30,-3.6016
2012-04-02,-2.5341
2012-04-03,-6.6
2012-04-04,4.3183
2012-04-05,4.858
2012-04-09,-1.3377
2012-04-10,-8.4987
2012-04-11,0.6505
2012-04-12,2.1544
2012-04-13,-1.6520000000000001
2012-04-16,-3.1808
2012-04-17,5.168
2012-04-18,2.2815
2012-04-19,-1.6815
2012-04-20,-5.2356
2012-04-23,-2.7256
2012-04-24,-4.0894
2012-04-25,3.3952
2012-04-26,-0.1909
2012-04-27,2.8692
2012-04-30,1.2272
2012-05-01,-0.6245
2012-05-02,1.9593
2012-05-03,-1.124
2012-05-04,-0.8067
2012-05-07,0.1479
2012-05-08,-4.0605
2012-05-09,-3.1551
2012-05-10,-8.0652
2012-05-11,11.3656
2012-05-14,3.6865
2012-05-15,1.4596
2012-05-16,-4.4633
2012-05-17,-2.0077
2012-05-18,0.2758
2012-05-21,2.1611
2012-05-22,0.9615
2012-05-23,2.5524
2012-05-24,-1.5602
2012-05-25,-1.1320999999999999
2012-05-29,1.7557
2012-05-30,-3.6009
2012-05-31,0.8171
2012-06-01,-6.6384
2012-06-04,-4.7954
2012-06-05,5.3408999999999995
2012-06-06,-0.7832
2012-06-07,-5.4009
2012-06-08,3.0303
2012-06-11,3.2396
2012-06-12,0.2064
2012-06-13,3.2963
