ticker,TYME US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-03-04,60.0
2015-03-12,56775.875
2015-03-13,14.2857
2015-03-16,0.0
2015-03-17,4.1667
2015-03-20,12.0
2015-03-23,-7.1429
2015-03-24,3.0769
2015-03-25,4.4776
2015-03-26,0.0
2015-03-27,-1.4285999999999999
2015-04-02,1.4493
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-13,-1.4285999999999999
2015-04-16,0.0
2015-04-17,1.4493
2015-04-20,3.5714
2015-04-21,3.4483
2015-04-22,-6.6667
2015-04-23,7.1429
2015-04-24,0.0
2015-04-27,-3.3333
2015-04-28,3.4483
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-12,0.0
2015-05-13,0.6667
2015-05-14,2.649
2015-05-15,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-26,3.2258
2015-05-27,3.125
2015-05-28,0.0
2015-05-29,0.0
2015-06-01,3.0303
2015-06-03,-3.5294
2015-06-04,-2.439
2015-06-05,3.125
2015-06-08,3.0303
2015-06-11,-12.9412
2015-06-12,0.1351
2015-06-16,7.9622
2015-06-17,6.25
2015-06-26,0.0
2015-07-06,-11.7647
2015-07-13,3.3333
2015-07-17,9.6774
2015-07-27,-0.5882
2015-07-29,-5.3254
2015-07-30,5.0
2015-07-31,1.1905000000000001
2015-08-03,0.0
2015-08-06,0.0
2015-08-07,-0.5882
2015-08-13,0.5917
2015-08-14,0.0
2015-08-21,0.0
2015-08-27,0.0
2015-08-28,-0.5882
2015-08-31,0.5917
2015-09-04,0.0
2015-09-08,-0.5882
2015-09-09,0.5917
2015-09-11,-0.5882
2015-09-15,0.5917
2015-09-17,-2.9412000000000003
2015-09-25,2.4242
2015-09-28,0.5917
2015-09-29,0.0
2015-09-30,0.0
2015-10-02,0.0
2015-10-05,2.9412000000000003
2015-10-06,-3.0857
2015-10-07,3.184
2015-10-08,0.0
2015-10-12,-2.7429
2015-10-16,2.8202
2015-10-19,0.5714
2015-10-20,0.5682
2015-10-21,4.5141
2015-10-22,8.114
2015-10-23,-4.7
2015-10-27,4.9318
2015-10-28,0.0
2015-10-29,2.5
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-06,0.0
2015-11-09,2.439
2015-11-11,-2.3810000000000002
2015-11-13,2.1951
2015-11-16,0.2387
2015-11-17,0.0
2015-11-18,-4.7619
2015-11-19,0.0
