ticker,MAXD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-09-03,30.0
2009-09-04,53.8462
2009-09-08,25.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,32.0
2009-09-14,6.0606
2009-09-16,0.0
2009-09-17,0.0
2009-09-21,14.2857
2009-09-23,5.0
2009-09-24,0.0
2009-09-25,7.1429
2009-09-29,13.3333
2009-10-01,39.2157
2009-10-02,12.6761
2009-10-05,26.25
2009-10-06,98.0198
2009-10-07,12.5
2009-10-08,8.8889
2009-10-09,-2.0408
2009-10-12,8.3333
2009-10-13,-5.7692
2009-10-14,-2.0408
2009-10-15,-16.6667
2009-10-16,0.0
2009-10-20,-1.0
2009-10-21,-10.6061
2009-10-22,1.6949
2009-10-23,0.5556
2009-10-26,9.9448
2009-10-27,-7.0352
2009-10-28,8.1081
2009-10-29,0.0
2009-10-30,-12.5
2009-11-02,2.8571
2009-11-03,0.0
2009-11-04,-2.7778
2009-11-05,-0.5714
2009-11-06,3.4483
2009-11-09,-0.5556
2009-11-10,-1.6760000000000002
2009-11-11,2.2727
2009-11-12,-1.1111
2009-11-13,1.1236
2009-11-17,-11.1111
2009-11-18,-6.25
2009-11-19,20.0
2009-11-20,11.1111
2009-11-24,0.0
2009-11-25,-7.5
2009-11-30,0.0
2009-12-01,5.4054
2009-12-03,0.0
2009-12-07,0.0
2009-12-09,0.0
2009-12-11,0.0
2009-12-14,2.5641
2009-12-16,-20.0
2009-12-17,21.875
2009-12-22,-15.3846
2009-12-23,15.1515
2009-12-24,2.6316
2009-12-28,-0.5128
2009-12-29,-0.5155
2010-01-04,-4.1451
2010-01-05,-2.7027
2010-01-06,2.7778
2010-01-07,5.4054
2010-01-08,-2.5641
2010-01-11,-5.2632
2010-01-12,0.0
2010-01-13,-2.7778
2010-01-14,0.0
2010-01-15,-2.8571
2010-01-20,2.9412000000000003
2010-01-21,0.0
2010-01-22,-2.8571
2010-01-25,0.0
2010-01-26,-11.7647
2010-01-27,0.0
2010-01-29,0.0
2010-02-01,0.0
2010-02-02,-3.3333
2010-02-03,0.0
2010-02-05,-3.4483
2010-02-08,0.0
2010-02-10,-10.7143
2010-02-11,-0.8
2010-02-12,12.9032
2010-02-16,-17.8571
2010-02-17,7.8261
2010-02-18,4.0323
2010-02-19,-14.7287
2010-02-22,-8.1818
2010-02-24,-2.9703
2010-02-26,-28.5714
2010-03-01,-7.1429
2010-03-02,0.0
2010-03-04,-20.0
2010-03-09,15.3846
2010-03-11,0.0
