ticker,CHGG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-13,-22.56
2013-11-14,-8.2645
2013-11-15,2.8153
2013-11-18,-1.4239
2013-11-19,-3.1111
2013-11-20,-8.6009
2013-11-21,-1.3801999999999999
2013-11-22,-4.7074
2013-11-25,3.0708
2013-11-26,5.5699
2013-11-27,2.9448
2013-11-29,-2.1454
2013-12-02,7.5518
2013-12-03,4.1903
2013-12-04,2.6087
2013-12-05,0.5297
2013-12-06,0.843
2013-12-09,-7.1055
2013-12-10,1.2373
2013-12-11,-4.6667
2013-12-12,-4.4289
2013-12-13,-2.3171
2013-12-16,3.3708
2013-12-17,0.1208
2013-12-18,-0.1206
2013-12-19,3.7439999999999998
2013-12-20,-2.0955
2013-12-23,-0.5945
2013-12-24,-0.5981
2013-12-26,0.2407
2013-12-27,0.2401
2013-12-30,3.4731
2013-12-31,-1.5046
2014-01-02,-2.3502
2014-01-03,-1.2034
2014-01-06,0.609
2014-01-07,-0.4843
2014-01-08,-5.3528
2014-01-09,0.2571
2014-01-10,-2.4359
2014-01-13,-5.6505
2014-01-14,0.4178
2014-01-15,-0.4161
2014-01-16,0.6964
2014-01-17,0.2766
2014-01-21,0.0
2014-01-22,0.0
2014-01-23,-0.2759
2014-01-24,-0.2766
2014-01-27,-4.2996
2014-01-28,1.1594
2014-01-29,-3.4384
2014-01-30,0.1484
2014-01-31,-1.1852
2014-02-03,3.4483
2014-02-04,-0.4348
2014-02-05,-0.1456
2014-02-06,0.8746
2014-02-07,2.8902
2014-02-10,1.4045
2014-02-11,2.2161
2014-02-12,1.2195
2014-02-13,6.2918
2014-02-14,-22.2922
2014-02-18,4.5381
2014-02-19,0.3101
2014-02-20,1.391
2014-02-21,-2.439
2014-02-24,2.5
2014-02-25,-1.9817
2014-02-26,-1.0886
2014-02-27,0.1572
2014-02-28,-1.0989
2014-03-03,0.7937
2014-03-04,0.6299
2014-03-05,-0.626
2014-03-06,-0.9449
2014-03-07,1.4308
2014-03-10,-0.1567
2014-03-11,0.0
2014-03-12,0.7849
2014-03-13,2.1807
2014-03-14,-0.4573
2014-03-17,5.3599
2014-03-18,0.5814
2014-03-19,1.7341
2014-03-20,0.5682
2014-03-21,1.5537
2014-03-24,-0.4172
2014-03-25,1.1173
2014-03-26,-1.7955999999999999
2014-03-27,-2.391
2014-03-28,-0.1441
2014-03-31,1.0101
2014-04-01,3.8571
2014-04-02,-0.2751
2014-04-03,-2.2069
2014-04-04,-3.9492000000000003
