ticker,KTYB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-07,8.3333
2000-01-10,0.0
2000-01-24,-3.8462
2000-01-31,4.0
2000-02-01,-0.2692
2000-02-02,0.27
2000-02-07,0.0
2000-02-14,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-03-06,0.0
2000-03-07,0.0
2000-03-15,-7.6923
2000-03-27,8.9233
2000-04-04,0.0
2000-04-07,15.3846
2000-04-10,-13.3333
2000-04-17,-7.6923
2000-04-24,8.3333
2000-04-27,-3.8462
2000-05-22,0.0
2000-05-25,0.0
2000-05-26,0.0
2000-06-27,-1.4877
2000-07-11,0.0
2000-07-13,-8.1633
2000-07-14,0.0
2000-07-20,-15.5556
2000-07-21,5.2632
2000-07-24,5.0
2000-07-25,0.0
2000-07-27,-1.1905000000000001
2000-07-28,0.0
2000-08-01,0.0
2000-08-04,0.0
2000-08-08,0.0
2000-08-14,0.0
2000-08-15,1.2048
2000-08-23,-1.1905000000000001
2000-08-28,0.0
2000-09-08,0.0
2000-09-11,0.0
2000-09-12,0.0
2000-09-13,0.0
2000-09-20,0.0
2000-09-21,0.6265
2000-09-25,0.0
2000-09-26,1.2048
2000-10-02,0.0
2000-10-17,0.0
2000-10-27,9.5238
2000-10-30,0.0
2000-11-15,2.1739
2000-11-21,0.0
2000-12-04,0.0
2000-12-05,0.0
2000-12-11,0.0
2000-12-18,-10.6383
2000-12-19,11.9048
2001-02-05,-9.0715
2001-02-06,10.5882
2001-02-14,0.0
2001-02-15,2.1277
2001-02-21,0.0
2001-03-07,0.0
2001-03-14,2.0833
2001-04-02,2.6694
2001-04-03,0.0
2001-04-04,4.0
2001-04-06,-3.8462
2001-04-16,0.0
2001-04-19,-8.0
2001-04-23,4.3478
2001-05-02,4.1667
2001-05-11,2.0
2001-05-14,-9.8039
2001-05-22,8.6957
2001-07-09,-5.4326
2001-07-12,6.383
2001-07-13,0.0
2001-08-24,0.0
2001-09-17,2.0
2001-10-02,-1.3807
2001-10-08,0.0
2001-10-31,2.0
2001-11-02,0.0
2001-11-05,0.0
2001-11-19,-12.1569
2001-11-28,11.607099999999999
2001-11-29,0.0
2001-12-04,0.0
2001-12-11,0.0
2001-12-13,-6.0
2001-12-27,11.349
2002-01-04,0.0
2002-01-09,-1.9231
2002-01-10,1.9607999999999999
2002-01-15,-1.9231
2002-01-17,-1.9607999999999999
2002-01-18,-2.0
2002-02-21,10.2041
2002-02-28,-0.9259
2002-03-01,-2.8037
2002-03-04,-3.8462
