ticker,NMRK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-15,-0.3571
2017-12-18,4.7312
2017-12-19,4.9966
2017-12-20,0.1956
2017-12-21,3.3182
2017-12-22,-2.6448
2017-12-26,0.5175
2017-12-27,-0.2574
2017-12-28,-0.0645
2017-12-29,2.6469
2018-01-02,1.6352
2018-01-03,-2.5371
2018-01-04,-0.7619
2018-01-05,-0.5118
2018-01-08,0.0643
2018-01-09,-0.5784
2018-01-10,0.4525
2018-01-11,2.7671
2018-01-12,-0.6262
2018-01-16,0.7561
2018-01-17,0.4378
2018-01-18,0.0
2018-01-19,1.1519
2018-01-22,0.5232
2018-01-23,1.3472
2018-01-24,-0.1208
2018-01-25,-1.1494
2018-01-26,1.9584000000000001
2018-01-29,-1.8007
2018-01-30,0.489
2018-01-31,1.0341
2018-02-01,0.301
2018-02-02,-3.7215
2018-02-05,-0.1247
2018-02-06,-0.3745
2018-02-07,1.0652
2018-02-08,-1.1779
2018-02-09,-5.8971
2018-02-12,-2.0667
2018-02-13,4.1525
2018-02-14,-0.9804
2018-02-15,-1.6502
2018-02-16,-0.2685
2018-02-20,-0.8075
2018-02-21,0.4071
2018-02-22,-1.4865
2018-02-23,1.4403000000000001
2018-02-26,0.879
2018-02-27,0.4021
2018-02-28,-2.6035
2018-03-01,1.5764
2018-03-02,-2.969
2018-03-05,1.1822
2018-03-06,0.1375
2018-03-07,0.8236
2018-03-08,-0.3404
2018-03-09,0.8197
2018-03-12,5.4878
2018-03-13,-2.1195
2018-03-14,0.4593
2018-03-15,0.5879
2018-03-16,2.013
2018-03-19,-0.9548
2018-03-20,-1.0283
2018-03-21,0.3896
2018-03-22,-1.6818
2018-03-23,-1.5131999999999999
2018-03-26,2.0708
2018-03-27,-1.1126
2018-03-28,-0.728
2018-03-29,1.2667
2018-04-02,-0.3292
2018-04-03,0.5945
2018-04-04,-0.4596
2018-04-05,1.3193
2018-04-06,-1.3021
2018-04-09,0.5937
2018-04-10,1.6393
2018-04-11,-0.6452
2018-04-12,-0.4545
2018-04-13,-0.848
2018-04-16,1.1184
2018-04-17,1.8868
2018-04-18,0.7663
2018-04-19,-0.0634
2018-04-20,-0.6341
2018-04-23,-0.8934
2018-04-24,-0.0644
2018-04-25,-2.7062
2018-04-26,1.2583
2018-04-27,-0.2616
2018-04-30,-0.9836
2018-05-01,-0.5298
2018-05-02,1.1984
2018-05-03,-2.6316
2018-05-04,-3.0405
2018-05-07,-0.5575
2018-05-08,1.4015
