ticker,CIVX US Equity
2006-05-15,-9.0909
2006-05-16,0.0
2006-05-17,0.0
2006-05-18,-20.0
2006-05-19,0.0
2006-05-22,-12.5
2006-05-23,-11.4286
2006-05-24,12.9032
2006-05-25,14.2857
2006-05-26,-4.0625
2006-05-30,-34.8534
2006-05-31,20.0
2006-06-01,0.0
2006-06-02,-16.6667
2006-06-05,0.0
2006-06-06,-20.0
2006-06-07,25.0
2006-06-08,-4.0
2006-06-09,-16.6667
2006-06-12,25.0
2006-06-13,-20.0
2006-06-14,0.0
2006-06-15,0.0
2006-06-16,0.0
2006-06-19,0.0
2006-06-20,-25.0
2006-06-21,-26.6667
2006-06-22,36.3636
2006-06-23,0.0
2006-06-26,0.0
2006-06-27,-33.3333
2006-06-28,50.0
2006-06-29,0.0
2006-06-30,0.0
2006-07-03,100.0
2006-07-05,-60.0
2006-07-06,-4.1667
2006-07-07,4.3478
2006-07-11,0.0
2006-07-12,0.0
2006-07-13,-16.6667
2006-07-17,25.0
2006-07-18,60.0
2006-07-19,-25.0
2006-07-20,0.0
2006-07-21,-20.0
2006-07-24,0.0
2006-07-25,-33.3333
2006-07-26,25.0
2006-07-27,-10.0
2006-07-28,11.1111
2006-07-31,0.0
2006-08-01,-11.875
2006-08-02,13.4752
2006-08-03,-20.0
2006-08-04,0.0
2006-08-07,-35.9375
2006-08-08,17.0732
2006-08-09,0.0
2006-08-10,-8.3333
2006-08-11,45.4545
2006-08-14,-31.25
2006-08-15,-9.0909
2006-08-16,20.0
2006-08-17,-3.125
2006-08-18,-34.4086
2006-08-21,-4.918
2006-08-22,37.931
2006-08-23,-17.5
2006-08-24,-3.0303
2006-08-25,-9.375
2006-08-28,10.3448
2006-08-29,21.875
2006-08-30,2.5641
2006-08-31,-30.0
2006-09-01,42.8571
2006-09-05,-10.0
2006-09-06,-15.2778
2006-09-07,4.918
2006-09-08,0.0
2006-09-11,0.0
2006-09-12,-3.125
2006-09-13,-6.4516
2006-09-14,-17.2414
2006-09-15,16.6667
2006-09-18,-14.2857
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,0.0
2006-09-25,0.0
2006-09-26,0.0
2006-09-27,-33.3333
2006-09-28,40.625
2006-09-29,-11.1111
2006-10-02,-20.0
2006-10-03,0.0
2006-10-04,6.25
2006-10-05,2.9412000000000003
2006-10-06,0.0
2006-10-09,8.5714
2006-10-10,-10.526299999999999
2006-10-11,0.0
2006-10-12,-5.8824
2006-10-13,6.25
2006-10-16,-5.8824
2006-10-17,0.0
2006-10-18,-50.0
2006-10-19,31.25
2006-10-20,-9.5238
2006-10-23,-15.7895
2006-10-24,-12.5
2006-10-25,0.0
2006-10-26,14.2857
2006-10-27,-12.5
2006-10-31,-7.1429
2006-11-01,-23.0769
2006-11-02,140.0
2006-11-03,-41.6667
2006-11-06,-42.8571
2006-11-07,25.0
2006-11-08,0.0
2006-11-09,10.0
2006-11-10,-9.0909
2006-11-14,0.0
2006-11-15,-20.0
2006-11-16,100.0
2006-11-17,0.0
2006-11-20,-62.5
2006-11-21,116.6667
2006-11-22,-53.8462
2006-11-24,66.6667
2006-11-27,-20.0
2006-11-28,0.0
2006-11-29,-37.5
2006-11-30,60.0
2006-12-01,0.0
2006-12-04,-25.0
2006-12-05,-16.6667
2006-12-06,0.0
2006-12-07,20.0
2006-12-08,0.0
2006-12-11,-16.6667
2006-12-12,0.0
2006-12-13,-40.0
2006-12-14,66.6667
2006-12-15,-40.0
2006-12-18,0.0
2006-12-19,0.0
2006-12-20,0.0
2006-12-21,0.0
2006-12-22,0.0
2006-12-26,66.6667
2006-12-27,-40.0
2006-12-28,66.6667
2006-12-29,0.0
2007-01-03,20.0
2007-01-04,-66.6667
2007-01-05,0.0
2007-01-08,0.0
2007-01-09,0.0
2007-01-10,0.0
2007-01-11,50.0
2007-01-12,-33.3333
2007-01-16,50.0
2007-01-17,-33.3333
2007-01-18,0.0
2007-01-19,0.0
2007-01-22,50.0
2007-01-23,0.0
2007-01-24,66.6667
2007-01-25,0.0
2007-01-26,120.0
2007-01-29,-9.0909
2007-01-30,-40.0
2007-01-31,0.0
2007-02-01,0.0
2007-02-02,0.0
2007-02-05,-50.0
2007-02-06,100.0
2007-02-07,-16.6667
2007-02-08,20.0
2007-02-09,-16.6667
2007-02-12,0.0
2007-02-13,-40.0
2007-02-14,0.0
2007-02-15,0.0
2007-02-16,0.0
2007-02-20,0.0
2007-02-21,0.0
2007-02-22,-33.3333
2007-02-23,0.0
2007-02-26,0.0
2007-02-27,50.0
2007-02-28,0.0
2007-03-01,0.0
2007-03-02,0.0
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,0.0
2007-03-26,0.0
2007-03-27,0.0
2007-03-30,-33.3333
2007-04-02,0.0
2007-04-03,50.0
2007-04-11,-33.3333
2007-04-12,0.0
2007-04-23,50.0
2007-04-24,-33.3333
2007-04-25,0.0
2007-04-27,0.0
2007-05-03,0.0
2007-05-04,0.0
2007-05-08,0.0
2007-05-09,0.0
2007-05-21,0.0
2007-05-23,0.0
2007-05-29,50.0
2007-06-01,-33.3333
2007-06-11,0.0
2007-06-19,0.0
2007-06-27,0.0
2007-07-10,0.0
2007-07-13,0.0
2007-07-17,0.0
2007-07-25,0.0
2007-07-31,0.0
2007-08-14,0.0
2007-08-20,0.0
2007-10-30,0.0
2007-11-13,0.0
2007-11-14,0.0
2008-01-03,0.0
2008-06-12,50.0
2008-06-13,0.0
2008-06-26,-33.3333
2008-07-01,0.0
2008-07-30,0.0
2009-10-28,0.0
2009-10-30,0.0
2009-11-24,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-11,0.0
2010-10-22,0.0
2011-04-05,0.0
2012-07-26,0.0
2012-09-20,0.0
2012-10-11,0.0
2012-11-05,0.0
2012-11-19,0.0
2012-12-06,0.0
2012-12-28,0.0
2013-01-07,0.0
2013-05-20,0.0
2014-01-07,0.0
2014-03-31,0.0
2014-04-10,0.0
2014-04-16,0.0
2014-04-28,0.0
2014-05-01,0.0
2015-04-27,7900.0
2015-08-14,-98.75
2015-08-26,0.0
2015-11-23,0.0
2016-03-09,700.0
2016-04-11,0.0
2016-06-09,-87.5
2016-07-21,0.0
2016-07-22,0.0
2017-02-27,0.0
2017-03-16,0.0
2017-06-19,-20.0
2017-06-28,900.0
2017-08-17,-99.0
2017-09-26,-90.0
2017-09-27,99900.0
2017-10-12,-99.0
2017-10-17,9900.0003
2017-10-26,-99.0
2017-11-02,-90.0
2017-12-07,0.0
2018-01-11,0.0
2018-01-25,900.0
2018-05-29,0.0
2018-06-04,-90.0
2018-06-21,9900.0
2018-07-30,0.0
2018-10-22,-90.0
2018-11-20,0.0
2018-12-17,-90.0
2018-12-31,0.0
2019-02-26,0.0
2019-03-01,0.0
2019-04-16,0.0
2019-04-29,0.0
2019-05-14,0.0
2019-05-20,0.0
2019-06-04,0.0
2019-09-17,0.0
2019-10-15,0.0
2019-10-22,0.0
2019-11-08,0.0
2019-11-11,0.0
2019-12-05,0.0
2019-12-18,900.0
2019-12-24,900.0
2019-12-27,-99.0
2020-01-02,9900.0
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,-90.0
2020-01-22,900.0
2020-01-23,0.0
2020-02-26,-99.0
2020-03-06,0.0
2020-04-02,0.0
2020-04-08,109900.0003
2020-04-09,-18.1818
2020-04-13,-22.2222
2020-04-14,14.2857
2020-04-15,-12.5
2020-04-16,-14.2857
2020-04-17,0.0
2020-04-20,-16.6667
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,-40.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,33.3333
2020-04-29,-25.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,33.3333
2020-05-05,0.0
2020-05-06,-25.0
2020-05-07,33.3333
2020-05-08,50.0
2020-05-11,-16.6667
2020-05-12,-20.0
2020-05-13,200.0
2020-05-14,-25.0
2020-05-15,5.5556
2020-05-18,26.3158
2020-05-19,41.6667
2020-05-20,-17.647100000000002
2020-05-21,-7.1429
2020-05-22,-7.6923
2020-05-26,-2.0833
2020-05-27,-6.383
2020-05-28,0.0
2020-05-29,-18.1818
2020-06-01,44.4444
2020-06-02,-15.3846
2020-06-03,100.0
2020-06-04,-18.1818
2020-06-05,-18.0556
2020-06-08,35.5932
2020-06-09,-10.0
2020-06-10,-5.5556
2020-06-11,-5.8824
2020-06-12,-6.25
2020-06-15,0.0
2020-06-16,20.0
2020-06-17,22.2222
2020-06-18,-4.5455
2020-06-19,-4.7619
2020-06-22,-10.0
2020-06-23,5.5556
2020-06-24,-10.526299999999999
2020-06-25,17.647100000000002
2020-06-26,-5.0
2020-06-29,-11.8421
2020-06-30,-10.4478
2020-07-01,-6.6667
2020-07-02,7.1429
2020-07-06,-20.0
2020-07-07,16.6667
2020-07-08,-14.2857
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,-16.6667
2020-07-15,20.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,8.3333
2020-07-22,-15.3846
2020-07-23,6.8182
2020-07-24,10.6383
2020-07-27,-15.3846
2020-07-28,18.1818
2020-07-29,0.0
2020-07-30,-7.6923
2020-07-31,-16.6667
