ticker,CIVX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-19,62.963
2005-07-25,15.9091
2005-08-02,66.6667
2005-08-04,17.647100000000002
2005-08-16,0.0
2005-08-18,0.0
2005-08-19,44.5
2005-08-30,-44.6367
2005-08-31,6.25
2005-09-06,41.1765
2005-09-07,16.6667
2005-09-20,-7.1429
2005-09-30,0.0
2005-10-05,0.0
2005-10-19,0.0
2005-10-28,0.0
2005-11-01,0.0
2005-11-03,0.0
2005-11-11,-57.6923
2005-11-14,100.0
2005-11-29,0.0
2005-11-30,0.0
2005-12-06,0.0
2006-01-04,0.0
2006-01-20,-9.0909
2006-01-23,-20.0
2006-01-24,50.0
2006-01-25,14.5833
2006-01-26,23.6364
2006-01-27,-26.4706
2006-01-30,0.0
2006-01-31,0.0
2006-02-01,-4.0
2006-02-02,-12.5
2006-02-03,-4.7619
2006-02-06,30.0
2006-02-07,3.8462
2006-02-08,-11.1111
2006-02-09,0.0
2006-02-10,0.0
2006-02-13,-8.3333
2006-02-14,-9.0909
2006-02-15,-10.0
2006-02-16,-8.3333
2006-02-17,-6.0606
2006-02-21,-9.6774
2006-02-22,-14.2857
2006-02-23,-20.8333
2006-02-24,26.3158
2006-02-27,0.0
2006-02-28,54.1667
2006-03-01,8.1081
2006-03-02,-2.5
2006-03-03,-10.2564
2006-03-06,-11.4286
2006-03-07,-16.129
2006-03-08,-7.6923
2006-03-09,0.0
2006-03-10,8.3333
2006-03-13,-15.3846
2006-03-14,-9.0909
2006-03-15,0.0
2006-03-16,-5.0
2006-03-17,26.3158
2006-03-20,8.3333
2006-03-21,-15.3846
2006-03-22,18.1818
2006-03-23,-15.3846
2006-03-24,0.0
2006-03-27,-3.6364
2006-03-28,3.7736
2006-03-29,-9.0909
2006-03-30,1.0
2006-03-31,-5.9406
2006-04-03,0.0
2006-04-04,-2.1053
2006-04-05,1.0753
2006-04-06,1.0638
2006-04-07,-5.2632
2006-04-10,-6.6667
2006-04-11,-4.7619
2006-04-12,-12.5
2006-04-13,0.0
2006-04-17,0.0
2006-04-18,-11.4286
2006-04-19,-3.2258
2006-04-20,0.0
2006-04-21,0.0
2006-04-24,-16.6667
2006-04-25,0.0
2006-04-26,0.0
2006-04-27,0.0
2006-04-28,0.0
2006-05-01,0.0
2006-05-02,18.0
2006-05-03,-6.7797
2006-05-04,0.0
2006-05-05,0.0
2006-05-08,-9.0909
2006-05-09,10.0
2006-05-10,-9.0909
2006-05-11,0.0
2006-05-12,10.0
