ticker,UBFO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.2048
2000-01-04,-2.3810000000000002
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,-3.6585
2000-01-12,0.4051
2000-01-13,-1.2658
2000-01-14,-1.2821
2000-01-20,-1.2987
2000-01-21,5.2632
2000-01-24,-11.25
2000-01-25,0.0
2000-01-26,2.8169
2000-01-28,1.3699
2000-01-31,-1.3514
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,4.1096
2000-02-10,-2.6316
2000-02-16,0.0
2000-02-17,-4.0541
2000-02-18,4.2254
2000-02-25,-3.3784
2000-02-28,0.6993
2000-03-01,-2.7778
2000-03-02,0.0
2000-03-03,1.4285999999999999
2000-03-06,4.2254
2000-03-07,-1.3514
2000-03-10,-1.3699
2000-03-14,0.0
2000-03-16,0.0
2000-03-20,0.0
2000-03-21,1.3889
2000-03-22,-1.3699
2000-03-23,0.0
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,2.0833
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,-2.0408
2000-04-11,0.0
2000-04-12,-10.6667
2000-04-13,6.25
2000-04-18,-2.9412000000000003
2000-04-20,0.0
2000-04-24,-0.7576
2000-04-25,3.8167999999999997
2000-04-26,5.1471
2000-04-28,2.0979
2000-05-05,-5.4795
2000-05-08,-2.8986
2000-05-09,7.4627
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,-2.7778
2000-05-18,0.0
2000-05-19,2.8571
2000-05-26,-1.3889
2000-05-30,-5.6338
2000-05-31,7.4627
2000-06-01,-5.5556
2000-06-02,2.9412000000000003
2000-06-05,-2.8571
2000-06-07,0.0
2000-06-09,3.6765
2000-06-12,-2.1277
2000-06-13,2.8986
2000-06-14,-2.8169
2000-06-15,0.0
2000-06-16,0.0
2000-06-19,2.1739
2000-06-21,-2.1277
2000-06-22,0.0
2000-06-23,0.0
2000-06-28,0.0
2000-06-29,-4.3478
2000-06-30,3.0303
2000-07-10,0.0
2000-07-13,0.5917
2000-07-14,2.9412000000000003
2000-07-17,-2.8571
2000-07-19,0.0
2000-07-20,0.0
2000-07-21,1.4706000000000001
2000-07-25,1.4493
2000-07-26,0.0
2000-07-27,0.0
2000-07-28,-2.8571
2000-07-31,0.0
2000-08-01,2.9412000000000003
2000-08-03,0.0
2000-08-04,0.3571
2000-08-07,-2.4911
2000-08-10,0.7299
2000-08-14,-1.4493
2000-08-15,2.9412000000000003
2000-08-17,-2.5
2000-08-21,2.5641
