ticker,NFH US Equity
2019-04-03,-0.2012
2019-04-04,0.1512
2019-04-05,-0.151
2019-04-08,0.122
2019-04-09,-0.1218
2019-04-10,0.3024
2019-04-11,-0.3015
2019-04-12,0.2016
2019-04-15,0.1006
2019-04-16,0.0
2019-04-17,0.3015
2019-04-18,-0.1002
2019-04-22,0.1103
2019-04-23,0.3907
2019-04-24,0.0998
2019-04-25,0.0
2019-04-26,-0.0269
2019-04-30,-0.1187
2019-05-01,0.3455
2019-05-02,-0.199
2019-05-03,0.0997
2019-05-06,0.0996
2019-05-07,-0.1682
2019-05-08,-0.2302
2019-05-10,0.1998
2019-05-13,-0.0997
2019-05-15,0.0998
2019-05-22,-0.0997
2019-05-23,0.0998
2019-05-28,0.0997
2019-05-29,0.0
2019-05-30,0.0
2019-06-04,0.0996
2019-06-05,0.0995
2019-06-06,-0.0994
2019-06-07,0.0995
2019-06-10,0.0
2019-06-11,0.0
2019-06-13,0.3976
2019-06-14,0.099
2019-06-18,0.0989
2019-06-19,0.0
2019-06-20,-0.1976
2019-06-21,0.099
2019-06-24,-0.0989
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,-0.297
2019-07-01,0.2522
2019-07-02,0.0456
2019-07-03,0.0
2019-07-05,0.099
2019-07-08,0.0
2019-07-09,-0.0989
2019-07-10,0.0
2019-07-11,0.198
2019-07-12,-0.166
2019-07-15,0.1445
2019-07-16,0.2194
2019-07-17,-0.0986
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.1974
2019-07-25,0.197
2019-07-26,0.1967
2019-07-29,-0.0981
2019-07-30,0.4912
2019-07-31,-0.0978
2019-08-01,0.0
2019-08-02,0.0978
2019-08-05,-0.0978
2019-08-06,0.0
2019-08-07,-0.3914
2019-08-08,-0.1965
2019-08-09,-0.0984
2019-08-12,0.0985
2019-08-13,0.0984
2019-08-14,0.0
2019-08-15,0.1967
2019-08-16,0.3925
2019-08-19,-0.2933
2019-08-20,0.0
2019-08-21,-0.3922
2019-08-22,0.3937
2019-08-23,0.0
2019-08-26,-0.098
2019-08-27,-0.2944
2019-08-28,0.0984
2019-08-29,0.295
2019-08-30,-0.2941
2019-09-03,0.1967
2019-09-04,-0.1963
2019-09-05,0.0
2019-09-06,0.1967
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-16,-0.0981
2019-09-17,0.0982
2019-09-18,-0.2944
2019-09-19,0.3937
2019-09-20,-0.098
2019-09-23,0.0667
2019-09-24,-0.0667
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,-0.0981
2019-10-01,-0.0982
2019-10-02,0.295
2019-10-03,-0.098
2019-10-04,0.051
2019-10-07,0.0471
2019-10-08,-0.098
2019-10-10,0.0981
2019-10-11,0.0
2019-10-14,0.098
2019-10-16,-0.0979
2019-10-17,0.098
2019-10-18,0.2938
2019-10-21,-0.4883
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.1963
2019-10-25,0.1616
2019-10-28,-0.0636
2019-10-29,0.0
2019-10-30,0.0489
2019-10-31,-0.0489
2019-11-01,0.0
2019-11-05,-0.0978
2019-11-06,0.0
2019-11-07,0.2938
2019-11-08,0.0977
2019-11-11,0.0
2019-11-12,0.0976
2019-11-13,0.0975
2019-11-14,0.0974
2019-11-15,0.1946
2019-11-18,0.1942
2019-11-19,-0.0969
2019-11-20,0.097
2019-11-21,0.0
2019-11-22,-0.0969
2019-11-25,-0.097
2019-11-26,-0.1942
2019-11-27,-0.1946
2019-11-29,0.0975
2019-12-02,0.1947
2019-12-03,-0.0972
2019-12-04,0.0
2019-12-05,0.0973
2019-12-06,0.0
2019-12-09,0.4859
2019-12-10,-0.5803
2019-12-11,0.2918
2019-12-12,-0.679
2019-12-13,0.5859
2019-12-16,-0.2913
2019-12-17,-0.779
2019-12-18,-0.7851
2019-12-19,-0.7913
2019-12-20,-1.7946
2019-12-23,0.3046
2019-12-24,1.7206000000000001
2019-12-26,0.4975
2019-12-27,-0.7921
2019-12-30,-1.1477
2019-12-31,0.9591
2020-01-02,-0.7
2020-01-03,-0.1007
2020-01-06,-0.2016
2020-01-07,0.0
2020-01-08,-4.0404
2020-01-09,1.1579
2020-01-10,-0.6243
2020-01-13,-0.5236
2020-01-14,-1.1579
2020-01-15,1.3845
2020-01-16,0.0
2020-01-17,-1.7856999999999998
2020-01-21,0.5348
2020-01-22,-0.1064
2020-01-23,-0.7455
2020-01-24,0.6438
2020-01-27,-1.1727
2020-01-28,0.5394
2020-01-29,0.3219
2020-01-30,-0.2139
2020-01-31,-2.4652
2020-02-03,-1.6484
2020-02-04,-0.1117
2020-02-05,0.4474
2020-02-06,0.4454
2020-02-07,0.3326
2020-02-10,-2.7624
2020-02-11,2.9545
2020-02-12,-0.6623
2020-02-13,3.7778
2020-02-14,-1.3919000000000001
2020-02-18,2.6059
2020-02-19,1.6931
2020-02-20,1.4567999999999999
2020-02-21,1.0256
2020-02-24,-0.9137
2020-02-25,-1.6393
2020-02-26,-0.5208
2020-02-27,-0.5236
2020-02-28,0.0
2020-03-02,-0.4211
2020-03-03,-0.6342
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,-0.2128
2020-03-09,0.7463
2020-03-10,-0.6349
2020-03-11,-0.639
2020-03-12,-5.1447
2020-03-13,3.8418
2020-03-16,-5.7671
2020-03-17,-9.4688
2020-03-18,-4.3367
2020-03-19,-4.1333
2020-03-20,0.0
2020-03-23,4.8679
2020-03-24,7.2943999999999996
2020-03-25,-0.618
2020-03-26,-0.4975
2020-03-27,-1.875
2020-03-30,0.2548
2020-03-31,4.8285
2020-04-01,-2.0606
2020-04-02,0.2475
2020-04-03,2.716
2020-04-06,-1.2019
2020-04-07,-0.7299
2020-04-08,1.1029
2020-04-09,-0.1212
2020-04-13,0.6068
2020-04-14,-3.3776
2020-04-15,4.6192
2020-04-16,-1.79
2020-04-17,0.3645
2020-04-20,-6.1743
2020-04-21,2.5806
2020-04-22,0.6289
2020-04-23,-3.75
2020-04-24,3.2468
2020-04-27,0.1258
2020-04-28,0.5025
2020-04-29,-5.0
2020-04-30,6.5789
2020-05-01,0.0
2020-05-04,0.8642
2020-05-05,-0.8568
2020-05-06,-1.1111
2020-05-07,2.7466
2020-05-08,-2.1871
2020-05-11,-0.2484
2020-05-12,-0.1245
2020-05-13,-1.4963
2020-05-14,2.0253
2020-05-15,2.9777
2020-05-18,0.0
2020-05-19,-0.394
2020-05-20,-3.2332
2020-05-21,5.375
2020-05-22,-1.5421
2020-05-26,-0.1205
2020-05-27,-2.4125
2020-05-28,0.618
2020-05-29,0.86
2020-06-01,-2.5579
2020-06-02,0.375
2020-06-03,0.6227
2020-06-04,2.3515
2020-06-05,-1.8138
2020-06-08,0.3695
2020-06-09,1.5951
2020-06-10,-2.4154999999999998
2020-06-11,0.0
2020-06-12,1.9802
2020-06-15,-4.3689
2020-06-16,4.1878
2020-06-17,0.8526
2020-06-18,-0.8454
2020-06-19,-3.1669
2020-06-22,1.4465
2020-06-23,2.6658
2020-06-24,-3.1401
2020-06-25,-0.4988
2020-06-26,0.7519
2020-06-29,1.99
2020-06-30,0.9756
2020-07-01,-1.9324
2020-07-02,1.601
2020-07-06,0.3636
2020-07-07,-1.6907999999999999
2020-07-08,1.7199
2020-07-09,0.2415
2020-07-10,-0.3614
2020-07-13,2.7811
2020-07-14,6.8235
2020-07-15,-2.6432
2020-07-16,1.5836999999999999
2020-07-17,-1.1136
2020-07-20,1.0135
2020-07-21,3.1215
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,-3.1351
2020-07-27,0.1116
2020-07-28,-1.0033
2020-07-29,0.2252
2020-07-30,-5.0562
2020-07-31,0.5917
