ticker,NFH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-31,0.0
2018-08-01,0.0
2018-08-02,-0.2083
2018-08-06,0.7307
2018-08-07,-0.5181
2018-08-08,0.1042
2018-08-14,-0.1041
2018-08-20,0.0
2018-08-21,0.0
2018-08-22,0.0
2018-08-23,0.076
2018-08-24,0.4445
2018-09-04,0.0
2018-09-05,0.0
2018-09-13,-0.3109
2018-09-17,-0.2079
2018-09-18,0.1563
2018-09-24,0.052
2018-09-25,0.2079
2018-09-28,-0.2075
2018-10-01,0.104
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,0.2606
2018-10-09,-0.26
2018-10-10,-0.001
2018-10-12,-0.1028
2018-10-15,-0.2079
2018-10-16,0.2083
2018-10-18,-0.2079
2018-10-19,0.2083
2018-10-22,0.104
2018-10-23,-0.2077
2018-10-24,0.2081
2018-10-31,0.0
2018-11-01,-0.001
2018-11-05,0.1049
2018-11-06,-0.4149
2018-11-08,0.2167
2018-11-14,0.2515
2018-11-15,0.0518
2018-11-16,-0.1036
2018-11-19,-0.1037
2018-11-20,0.3115
2018-11-21,0.6211
2018-11-23,0.0
2018-11-27,0.0
2018-11-29,-0.5144
2018-11-30,0.4137
2018-12-04,0.206
2018-12-06,-0.2055
2018-12-07,-0.103
2018-12-10,0.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.2062
2018-12-19,0.7202
2018-12-20,0.1021
2018-12-21,0.0
2018-12-24,-0.1082
2018-12-26,-0.0909
2018-12-27,0.0971
2018-12-28,-0.2043
2018-12-31,0.3071
2019-01-04,0.0
2019-01-07,-0.2041
2019-01-08,0.1022
2019-01-09,0.3064
2019-01-14,-0.2037
2019-01-15,0.0
2019-01-16,-0.4082
2019-01-17,-0.1025
2019-01-18,0.3077
2019-01-28,0.2045
2019-01-29,0.0
2019-01-31,0.102
2019-02-05,0.1019
2019-02-06,-0.1018
2019-02-07,0.1019
2019-02-08,0.0
2019-02-11,0.2037
2019-02-12,-0.2033
2019-02-13,0.3055
2019-02-15,-0.1015
2019-02-19,0.4065
2019-02-20,0.0
2019-02-25,0.3512
2019-02-26,-0.0474
2019-02-27,0.0
2019-02-28,-0.1009
2019-03-01,0.0
2019-03-04,0.1737
2019-03-05,-0.0726
2019-03-06,-0.1009
2019-03-15,0.101
2019-03-18,0.0
2019-03-21,0.0
2019-03-28,0.0
2019-03-29,-0.1009
2019-04-01,0.101
2019-04-02,0.3027
