ticker,CUBG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-15,100.0
2009-12-03,2450.0
2009-12-10,98.0392
2010-05-04,-99.7525
2010-05-06,7900.0
2010-05-07,0.0
2010-05-13,-52.5
2010-05-18,5.2632
2010-05-19,-45.0
2010-06-09,27.2727
2010-06-16,-21.4286
2010-06-29,0.0
2010-07-01,-27.2727
2010-07-07,25.0
2010-07-19,-0.25
2010-08-04,-49.8747
2010-08-05,20.0
2010-10-22,333.3333
2010-10-25,-23.0769
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-11-02,20.0
2010-11-03,25.0
2010-11-04,0.0
2010-11-05,6.6667
2010-11-08,-6.25
2010-11-09,0.125
2010-11-19,-26.0924
2010-12-06,39.6396
2010-12-10,9.6774
2010-12-13,0.0
2010-12-14,-5.8824
2010-12-15,0.0
2010-12-22,12.5
2010-12-23,0.0
2010-12-29,16.0417
2010-12-31,-28.1867
2011-01-03,-6.6667
2011-01-04,0.0
2011-01-10,7.1429
2011-01-11,0.0
2011-01-18,-3.3333
2011-01-19,-10.3448
2011-01-20,-7.6923
2011-01-21,-8.3333
2011-01-24,18.1818
2011-01-25,-7.6923
2011-01-27,-8.3333
2011-02-01,9.0909
2011-02-02,0.0
2011-02-04,0.0
2011-02-08,58.3333
2011-02-17,-42.1053
2011-02-18,0.0
2011-03-03,0.0
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,27.2727
2011-03-17,0.0
2011-03-18,21.4286
2011-03-21,-17.647100000000002
2011-03-22,0.0
2011-03-23,0.0
2011-03-25,-11.2137
2011-03-30,0.0
2011-03-31,44.5
2011-04-01,21.1073
2011-04-04,-14.2857
2011-04-07,-33.3333
2011-04-11,0.0
2011-04-14,2.5
2011-04-15,0.0
2011-04-19,0.4878
2011-04-28,-24.7573
2011-04-29,0.0
2011-05-26,29.0323
2011-05-31,0.0
2011-06-01,0.0
2011-06-02,225.0
2011-06-08,-53.8462
2011-06-09,0.0
2011-07-13,0.0
2011-07-14,0.0
2011-07-18,16.6667
2011-07-19,-7.1429
2011-07-25,23.0769
2011-07-29,-37.5
2011-08-02,20.0
2011-08-11,-32.6667
2011-09-16,-12.8713
2011-09-29,19.8864
2011-10-17,-16.5877
2011-10-28,-14.7727
2011-10-31,33.3333
2011-11-03,-49.5
2011-11-08,0.0
2011-11-10,0.0
2011-11-23,0.0
2011-11-28,0.0
2011-12-01,0.0
2011-12-02,48.5149
2011-12-19,32.6667
2011-12-29,-49.2462
2011-12-30,48.5149
2012-01-03,-33.3333
2012-01-11,38.0
2012-02-13,8.6957
2012-02-16,-8.6667
2012-03-15,-81.0219
2012-03-16,121.1058
2012-03-21,0.0
2012-03-22,-13.0246
2012-04-11,-54.0
2012-04-17,-13.0435
2012-04-18,2900.0
2012-04-19,-85.8333
2012-04-20,488.2353
2012-04-23,-83.0
2012-05-04,76.4706
2012-05-14,0.0
2012-05-17,0.0
2012-05-18,0.0
2012-05-25,0.0
2012-05-29,-29.3333
2012-06-01,41.5094
2012-06-12,0.0
2012-06-14,0.0
2012-06-22,-0.6667
2012-07-23,0.6711
2012-10-16,-96.6667
2012-10-31,1920.0
2012-11-30,-40.5941
2012-12-04,-8.3333
2012-12-11,78.1818
2012-12-18,2.0408
2012-12-19,0.0
2012-12-27,20.0
2013-01-02,4.1667
2013-01-14,0.0
2013-03-07,0.0
2013-10-07,-19.2
2013-10-14,-40.5941
2013-10-29,0.0
2014-02-28,-11.6667
2014-07-01,-60.4009
2014-08-13,7.2067
2014-09-30,11.1111
2014-12-18,-20.0
2015-08-11,25.0
2015-10-01,0.0
2015-10-12,19.6
2017-01-03,70.5686
2017-01-05,0.0
2017-03-30,-95.098
2017-06-16,0.0
2017-09-20,0.0
2017-10-13,20.0
2017-10-16,133.3333
2017-10-26,1328.5714
2017-10-27,0.0
2017-11-01,-85.0
2017-11-13,66.6667
2017-11-14,-20.0
2017-11-29,-25.0
2017-12-01,30.0
2017-12-04,23.0769
2017-12-06,-7.875
2017-12-15,-76.2551
2017-12-21,185.7143
2017-12-22,-46.6667
2017-12-29,0.0
2018-01-18,112.5
2018-01-19,-15.8824
2018-01-23,-8.5853
2018-01-25,-8.2028
2018-03-14,-15.8333
2018-12-11,-73.2673
2020-02-25,11.1111
