ticker,GPRK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-16,0.0
2008-02-25,-1.1429
2008-04-04,-9.2486
2008-04-14,-6.3694
2008-04-28,8.8435
2008-05-07,0.0
2008-05-12,9.375
2008-05-23,-1.2379
2008-06-17,-3.9539
2008-06-23,2.4096
2008-07-16,-2.9412000000000003
2008-07-17,-1.8182
2008-07-18,1.8519
2008-08-07,-3.6508000000000003
2008-09-04,-10.0495
2008-09-09,1.3986
2008-09-16,-9.6552
2008-09-19,-4.5802
2008-10-03,-4.0
2008-10-28,-27.5
2008-10-30,9.1954
2008-11-07,-0.7368
2008-11-14,-9.8621
2008-12-04,-1.1764999999999999
2008-12-29,-4.7619
2009-02-04,-23.75
2009-04-03,-10.9836
2009-04-30,14.5488
2009-06-17,40.9064
2009-08-18,7.2524
2009-08-27,-1.0638
2009-09-15,-11.828
2009-09-25,15.8537
2009-09-28,-9.0526
2010-01-04,62.037
2010-01-12,-7.1429
2010-02-09,-4.9231
2010-03-02,0.3236
2010-05-06,33.0645
2010-05-17,-3.0303
2010-05-19,3.125
2010-05-20,3.0303
2010-06-08,-5.2941
2010-07-02,6.2112
2010-07-14,0.7719
2010-07-15,0.8589
2010-07-26,6.4442
2010-07-29,-5.9459
2010-08-13,-1.1494
2010-09-20,4.6512
2010-09-28,11.1111
2010-10-12,2.5
2010-10-21,3.4146
2010-10-22,7.0755
2010-10-25,-3.0837
2010-10-28,0.0
2010-11-05,13.6364
2010-11-10,0.0
2010-11-12,-5.332
2010-11-18,2.6746
2010-11-29,0.823
2010-12-02,-2.0408
2010-12-10,6.1667
2010-12-20,9.1052
2010-12-27,0.0
2011-01-05,0.7194
2011-01-13,0.7143
2011-01-18,-1.9291
2011-01-26,-9.6037
2011-02-04,-1.6
2011-02-07,0.813
2011-02-08,-0.8065
2011-02-10,-2.439
2011-02-14,-3.5
2011-02-15,2.6268000000000002
2011-02-16,-1.7181
2011-02-18,0.5137
2011-02-22,-1.1925
2011-02-23,1.1207
2011-02-24,-1.1083
2011-02-25,-0.5172
2011-02-28,-2.0797
2011-03-01,1.7699
2011-03-02,-1.7391
2011-03-04,-0.9735
2011-03-08,-2.1448
2011-03-09,-0.5479
2011-03-23,1.0101
2011-03-24,0.8063
2011-03-25,-1.6114000000000002
2011-04-04,8.5243
2011-04-26,0.0845
2011-05-02,1.2658
2011-05-05,5.1667
2011-05-09,-2.9318999999999997
2011-06-01,-11.8367
2011-06-08,-2.7778
2011-06-21,1.9536
