ticker,ETNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-11,30.0
2019-11-12,-5.0481
2019-11-13,3.7975
2019-11-14,12.878
2019-11-15,16.6811
2019-11-18,4.7036999999999995
2019-11-19,6.0842
2019-11-20,-3.7346
2019-11-21,6.3388
2019-11-22,-2.5080999999999998
2019-11-25,2.4724
2019-11-26,9.0316
2019-11-27,-9.9282
2019-11-29,3.8181000000000003
2019-12-02,-3.5177
2019-12-03,-1.2264
2019-12-04,-6.0403
2019-12-05,-1.7856999999999998
2019-12-06,4.0
2019-12-09,-4.6154
2019-12-10,-0.5132
2019-12-11,6.227
2019-12-12,3.5033
2019-12-13,6.1997
2019-12-16,-6.0587
2019-12-17,0.8398
2019-12-18,-4.7635
2019-12-19,-9.164
2019-12-20,-1.0974
2019-12-23,4.6525
2019-12-24,6.3244
2019-12-26,-5.1435
2019-12-27,-9.0741
2019-12-30,9.9797
2019-12-31,-3.0247
2020-01-02,-4.5264
2020-01-03,6.8924
2020-01-06,1.1182
2020-01-07,-0.0369
2020-01-08,-5.0147
2020-01-09,-0.5435
2020-01-10,3.8251
2020-01-13,2.8195
2020-01-14,-0.1097
2020-01-15,-2.6353999999999997
2020-01-16,-3.7218
2020-01-17,3.5143
2020-01-21,4.1117
2020-01-22,2.2101
2020-01-23,-1.028
2020-01-24,-6.3395
2020-01-27,3.9388
2020-01-28,0.5887
2020-01-29,23.1163
2020-01-30,-9.7742
2020-01-31,-12.0184
2020-02-03,-3.0689
2020-02-04,3.8609999999999998
2020-02-05,-2.0074
2020-02-06,4.4385
2020-02-07,-5.5939
2020-02-10,3.0781
2020-02-11,6.7562999999999995
2020-02-12,2.4476
2020-02-13,5.9727
2020-02-14,4.6699
2020-02-18,10.6462
2020-02-19,2.5862
2020-02-20,-3.7409
2020-02-21,-5.2097999999999995
2020-02-24,7.6946
2020-02-25,3.4207
2020-02-26,-8.7223
2020-02-27,-1.9579
2020-02-28,6.3189
2020-03-02,17.1012
2020-03-03,-2.3941
2020-03-04,-1.9132
2020-03-05,-7.2768
2020-03-06,3.0205
2020-03-09,-2.6178
2020-03-10,-6.9892
2020-03-11,-3.0347
2020-03-12,-37.2578
2020-03-13,9.3587
2020-03-16,-28.7576
2020-03-17,4.2683
2020-03-18,1.462
2020-03-19,13.1412
2020-03-20,19.9185
2020-03-23,10.1529
2020-03-24,6.6332
2020-03-25,4.7016
2020-03-26,3.6269
2020-03-27,7.0333
2020-03-30,-10.8377
2020-03-31,-11.8058
2020-04-01,-8.1188
2020-04-02,3.8362
2020-04-03,-11.1665
2020-04-06,3.0841
2020-04-07,-4.1704
2020-04-08,-2.1287
2020-04-09,0.3383
2020-04-13,0.9634
2020-04-14,9.9714
2020-04-15,-1.9523000000000001
2020-04-16,-0.6195
2020-04-17,-0.1336
2020-04-20,9.5408
2020-04-21,-3.3374
2020-04-22,2.9053
2020-04-23,-3.8462
2020-04-24,10.8511
2020-04-27,4.3378
2020-04-28,-8.7932
2020-04-29,4.8003
2020-04-30,-9.5073
2020-05-01,0.5955
2020-05-04,5.074
2020-05-05,-0.4024
2020-05-06,-5.4949
2020-05-07,6.3702
2020-05-08,25.4019
2020-05-11,-4.1987
2020-05-12,-11.1074
2020-05-13,-6.6616
2020-05-14,0.5242
2020-05-15,10.9908
2020-05-18,-1.2288000000000001
2020-05-19,-3.4394
2020-05-20,4.5093
2020-05-21,-5.3299
2020-05-22,-0.4213
2020-05-26,0.3846
2020-05-27,-0.3831
2020-05-28,-2.5769
2020-05-29,1.6976
2020-06-01,-5.396
2020-06-02,-3.6109999999999998
2020-06-03,5.5343
2020-06-04,-5.4054
2020-06-05,-2.6439
2020-06-08,-2.4967
2020-06-09,5.1213
2020-06-10,13.9316
2020-06-11,-6.3391
2020-06-12,-2.8034
2020-06-15,6.5925
2020-06-16,-0.8118
2020-06-17,-3.7023
2020-06-18,1.5377999999999998
2020-06-19,-8.33
2020-06-22,5.6087
2020-06-23,-4.0346
2020-06-24,-1.8876
2020-06-25,0.2405
2020-06-26,-7.3064
2020-06-29,-6.0235
2020-06-30,-0.2003
2020-07-01,41.3447
2020-07-02,-2.0234
2020-07-06,-4.058
2020-07-07,24.8112
2020-07-08,-6.3238
2020-07-09,6.8475
2020-07-10,-2.5998
2020-07-13,-1.4586999999999999
2020-07-14,-1.9843
2020-07-15,3.7596
2020-07-16,-0.2168
2020-07-17,0.869
2020-07-20,7.2
2020-07-21,0.0
2020-07-22,-4.8794
2020-07-23,-1.0863
2020-07-24,-3.3862
2020-07-27,-0.5052
2020-07-28,-0.603
2020-07-29,-8.1418
2020-07-30,1.1123
2020-07-31,4.4345
