ticker,VRTV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-19,-7.4177
2014-06-20,-2.2149
2014-06-23,0.9508
2014-06-24,1.108
2014-06-25,0.0
2014-06-26,2.7397
2014-06-27,-0.2667
2014-06-30,-0.9358
2014-07-01,1.4845
2014-07-02,-4.3883
2014-07-03,-9.5967
2014-07-07,4.4615
2014-07-08,3.2106
2014-07-09,1.1985999999999999
2014-07-10,6.6836
2014-07-11,1.6653
2014-07-14,-0.468
2014-07-15,1.1494
2014-07-16,-0.6198
2014-07-17,0.7017
2014-07-18,-1.9355
2014-07-21,-1.5789
2014-07-22,0.5348
2014-07-23,2.1277
2014-07-24,0.651
2014-07-25,-0.414
2014-07-28,0.9353
2014-07-29,3.7066
2014-07-30,-2.8295
2014-07-31,1.9668
2014-08-01,-4.2335
2014-08-04,0.2616
2014-08-05,-1.1218
2014-08-06,1.6623
2014-08-07,0.3114
2014-08-08,-0.207
2014-08-11,16.6451
2014-08-12,9.8244
2014-08-13,-7.3265
2014-08-14,-2.9482
2014-08-15,0.225
2014-08-18,3.0534
2014-08-19,-2.8975999999999997
2014-08-20,0.6282
2014-08-21,-0.2007
2014-08-22,-0.5809
2014-08-25,0.4494
2014-08-26,0.5145
2014-08-27,0.0223
2014-08-28,1.0013
2014-08-29,-1.9167
2014-09-02,0.4942
2014-09-03,2.8163
2014-09-04,-0.1087
2014-09-05,0.5876
2014-09-08,0.0649
2014-09-09,0.0649
2014-09-10,-0.108
2014-09-11,-0.5191
2014-09-12,0.0217
2014-09-15,-0.587
2014-09-16,0.7872
2014-09-17,-0.8896
2014-09-18,-0.394
2014-09-19,2.0659
2014-09-22,-2.6916
2014-09-23,-0.0885
2014-09-24,2.4806
2014-09-25,-0.6484
2014-09-26,5.2425
2014-09-29,3.8032
2014-09-30,-0.3186
2014-10-01,0.2397
2014-10-02,-2.8697
2014-10-03,-3.3648
2014-10-06,-2.3992
2014-10-07,-2.7627
2014-10-08,-0.8949
2014-10-09,-4.3567
2014-10-10,3.5402
2014-10-13,1.1625
2014-10-14,0.0451
2014-10-15,0.7883
2014-10-16,8.2011
2014-10-17,-0.1446
2014-10-20,-1.1582
2014-10-21,-2.0506
2014-10-22,1.3458999999999999
2014-10-23,-0.3583
2014-10-24,-4.1464
2014-10-27,1.3021
2014-10-28,0.1743
2014-10-29,-2.9143
2014-10-30,0.0224
2014-10-31,1.0302
2014-11-03,1.9285999999999999
2014-11-04,2.8708
2014-11-05,-0.444
2014-11-06,-0.5734
