ticker,LGVW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-07-14,0.202
2020-07-15,0.8065
2020-07-16,1.0
2020-07-17,0.198
2020-07-20,-0.1976
2020-07-21,-0.297
2020-07-22,0.4965
2020-07-23,-1.2846
2020-07-24,-0.0501
2020-07-27,1.1517
2020-07-28,-0.198
2020-07-29,-0.2976
2020-07-30,-0.2488
2020-07-31,-0.5486
