ticker,WNDW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,92.3077
2000-04-24,-30.0
2000-05-01,0.0
2000-05-30,114.2857
2000-05-31,33.3333
2000-07-27,-65.0
2000-08-23,0.0
2000-10-09,0.0
2000-10-18,0.0
2000-10-25,-14.2857
2000-11-20,0.0
2001-01-19,-60.0
2001-02-01,0.0
2001-07-26,-8.3333
2001-08-15,0.0
2001-09-04,9.0909
2001-11-09,0.0
2001-11-28,0.0
2001-12-31,0.0
2002-04-23,0.0
2002-06-18,0.0
2002-08-13,0.0
2002-10-10,-58.3333
2003-03-04,-80.0
2003-03-10,0.0
2003-03-19,0.0
2003-05-08,0.0
2003-09-29,1900.0
2003-12-30,25.0
2004-02-18,-52.0
2004-02-25,0.0
2004-06-25,8.3333
2004-08-06,15.3846
2004-11-09,100.0
2004-11-17,0.0
2004-12-07,33.3333
2004-12-28,-12.5
2005-04-14,-54.2857
2005-05-09,218.75
2005-05-11,-1.9607999999999999
2005-05-18,20.0
2005-06-01,-16.6667
2005-06-20,40.0
2005-06-21,15.0
2005-07-06,-44.0994
2005-07-12,11.1111
2005-07-19,0.0
2005-07-27,0.0
2005-08-01,0.0
2005-08-12,0.0
2005-08-25,60.0
2005-08-26,-37.5
2005-09-01,50.0
2005-09-07,5.3333
2005-09-08,0.0
2005-09-12,3.7975
2005-09-14,1.2195
2005-09-15,-0.6024
2005-09-23,75.7576
2005-09-26,0.0
2005-09-29,0.0
2005-10-11,0.0
2005-10-12,0.0
2005-11-21,-41.3793
2005-12-05,0.0
2005-12-16,18.8235
2005-12-19,0.0
2005-12-20,19.802
2005-12-22,3.3058
2005-12-27,0.0
2005-12-28,12.0
2006-01-03,-10.7143
2006-01-05,0.0
2006-01-06,0.0
2006-01-19,4.0
2006-01-20,0.0
2006-02-06,7.6923
2006-02-23,0.0
2006-03-13,-13.5714
2006-03-17,8.2645
2006-03-20,-7.2519
2006-03-22,7.8189
2006-03-24,3.0534
2006-04-25,-10.3704
2006-05-03,7.438
2006-08-02,8.461500000000001
2006-08-03,2.1277
2006-08-09,0.6944
2006-08-10,13.7931
2006-08-15,0.0
2006-08-17,3.0303
2006-08-30,2.9412000000000003
2006-08-31,-2.8571
2006-09-08,5.8824
2006-09-11,-0.8333
2006-09-12,37.8151
2006-09-13,2.439
2006-09-14,10.7143
2006-09-15,4.3011
2006-09-18,10.3093
2006-09-19,-1.8692
2006-09-20,0.0
2006-09-21,8.5714
2006-09-22,9.6491
2006-09-25,0.0
