ticker,ADFS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-02,13.9241
2008-06-03,-3.8889
2008-06-04,-5.0867
2008-06-05,-0.1218
2008-06-06,-4.8704
2008-06-09,-0.649
2008-06-10,3.2258
2008-06-11,0.625
2008-06-12,-2.4845
2008-06-13,-6.3694
2008-06-16,0.0
2008-06-17,-2.0408
2008-06-18,-2.7778
2008-06-19,0.0
2008-06-20,-16.4286
2008-06-23,-5.1389
2008-06-24,-8.9988
2008-06-25,3.9604
2008-06-26,0.9524
2008-06-27,-0.9434
2008-06-30,1.9048
2008-07-01,-3.7382999999999997
2008-07-02,-0.9709
2008-07-03,-3.9215999999999998
2008-07-07,3.0612
2008-07-08,-1.9802
2008-07-09,-4.0404
2008-07-10,0.0
2008-07-11,-4.2105
2008-07-14,2.1978
2008-07-15,-3.2258
2008-07-16,-1.1111
2008-07-17,-4.4944
2008-07-18,-2.3529
2008-07-21,8.4187
2008-07-22,6.6815
2008-07-23,19.7917
2008-07-24,-6.9565
2008-07-25,2.8037
2008-07-28,-4.5455
2008-07-29,-1.9048
2008-07-30,0.0
2008-07-31,0.7949
2008-08-01,-0.7886
2008-08-04,-2.9126
2008-08-05,-0.0188
2008-08-06,2.0191
2008-08-07,-1.9607999999999999
2008-08-08,0.0
2008-08-11,1.0
2008-08-12,0.9901
2008-08-13,-3.9215999999999998
2008-08-14,-1.0204
2008-08-15,2.0619
2008-08-18,-1.0227
2008-08-19,1.0333
2008-08-20,1.0101
2008-08-21,-9.0
2008-08-22,-4.3956
2008-08-25,9.1954
2008-08-26,5.2632
2008-08-27,0.0
2008-08-28,5.0
2008-08-29,0.0
2008-09-02,0.0
2008-09-03,0.0
2008-09-04,-4.7619
2008-09-05,0.0
2008-09-08,-1.0
2008-09-09,-1.0101
2008-09-10,0.0
2008-09-11,2.0281
2008-09-12,-1.9877
2008-09-15,2.0408
2008-09-16,-6.0
2008-09-17,5.3191
2008-09-18,-1.0101
2008-09-19,-4.0816
2008-09-22,0.0
2008-09-23,29.7872
2008-09-24,-11.4754
2008-09-25,-0.0926
2008-09-26,-1.7609
2008-09-29,-6.3208
2008-09-30,5.7402
2008-10-01,-2.9524
2008-10-02,-4.8086
2008-10-03,3.0928
2008-10-06,-11.0
2008-10-07,0.0
2008-10-08,-3.3708
2008-10-09,2.3256
2008-10-10,-2.2727
2008-10-13,1.1628
2008-10-14,-2.2989
2008-10-15,-5.8824
2008-10-16,0.0
2008-10-17,-1.25
2008-10-20,-3.7975
