ticker,SBR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.3953
2000-01-04,1.8349
2000-01-05,1.3514
2000-01-06,4.0
2000-01-07,-0.8547
2000-01-10,-0.8621
2000-01-11,-2.1739
2000-01-12,0.4444
2000-01-13,1.8618999999999999
2000-01-14,-1.3216
2000-01-18,0.0
2000-01-19,-1.7856999999999998
2000-01-20,2.7273
2000-01-21,0.885
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,-0.8772
2000-01-31,0.885
2000-02-01,0.4386
2000-02-02,0.4367
2000-02-03,0.0
2000-02-04,1.7391
2000-02-07,0.0
2000-02-08,0.4274
2000-02-09,0.8511
2000-02-10,0.0
2000-02-11,0.4244
2000-02-14,2.1277
2000-02-15,0.8333
2000-02-16,-0.8264
2000-02-17,-2.5
2000-02-18,-2.1368
2000-02-22,-0.8734
2000-02-23,-0.4405
2000-02-24,-0.4425
2000-02-25,1.7778
2000-02-28,-0.8734
2000-02-29,1.7621
2000-03-01,3.8961
2000-03-02,0.0
2000-03-03,0.4167
2000-03-06,-0.8299
2000-03-07,-1.2551999999999999
2000-03-08,1.6949
2000-03-09,-0.8333
2000-03-10,0.0
2000-03-13,0.1045
2000-03-14,-0.8475
2000-03-15,-2.5641
2000-03-16,-0.8772
2000-03-17,1.3274
2000-03-20,0.4367
2000-03-21,2.1739
2000-03-22,-0.4255
2000-03-23,0.4274
2000-03-24,-0.8511
2000-03-27,1.2876
2000-03-28,-5.5085
2000-03-29,1.7936999999999999
2000-03-30,-1.3216
2000-03-31,-15.625
2000-04-03,18.5185
2000-04-04,-1.3393
2000-04-05,-0.4525
2000-04-06,0.9091
2000-04-07,1.8018
2000-04-10,0.4425
2000-04-11,0.0
2000-04-12,0.4405
2000-04-13,0.7033
2000-04-14,0.885
2000-04-17,-0.8772
2000-04-18,0.0
2000-04-19,-0.885
2000-04-20,2.6786
2000-04-24,0.4348
2000-04-25,0.8658
2000-04-26,2.1459
2000-04-27,-2.1008
2000-04-28,0.8584
2000-05-01,1.7021
2000-05-02,-0.4184
2000-05-03,2.1008
2000-05-04,-2.0576
2000-05-05,0.0
2000-05-08,-0.4202
2000-05-09,0.8439
2000-05-10,-0.4184
2000-05-11,3.4462
2000-05-12,-1.2295
2000-05-15,0.0
2000-05-16,0.4149
2000-05-17,-0.4132
2000-05-18,0.4149
2000-05-19,-0.4132
2000-05-22,4.5643
2000-05-23,-0.7937
2000-05-24,2.0
