ticker,COFE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-12,-46.6667
2017-01-13,-34.375
2017-01-19,0.0
2017-01-20,0.0
2017-02-10,-3.8095
2017-02-13,8.9109
2017-02-14,0.0
2017-02-16,9.0909
2017-02-21,0.0
2017-02-23,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-06,0.0
2017-03-15,-4.1667
2017-03-22,4.3478
2017-03-23,10.5
2017-03-27,-1.9607999999999999
2017-03-28,7.6923
2017-03-29,28.5714
2017-03-30,-21.1111
2017-03-31,39.5995
2017-04-03,-6.6747
2017-04-04,2.4324
2017-04-05,7.6517
2017-04-06,0.0
2017-04-07,-7.8431
2017-04-10,-2.6596
2017-04-11,-3.2787
2017-04-12,0.565
2017-04-13,-10.1124
2017-04-17,0.0
2017-04-18,7.5
2017-04-19,0.0
2017-04-20,-0.5814
2017-04-21,-9.6491
2017-04-24,12.6214
2017-04-25,-16.092
2017-04-26,0.0
2017-04-27,-10.9589
2017-04-28,3.0769
2017-05-01,0.0
2017-05-02,-2.2388
2017-05-04,1.5267
2017-05-05,0.0
2017-05-08,0.0
2017-05-10,-0.7519
2017-05-11,3.7879
2017-05-12,2.1898
2017-05-18,0.0
2017-05-23,2.1429
2017-05-24,1.3986
2017-05-25,-2.7586
2017-05-26,2.1277
2017-05-30,-9.7222
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.7692
2017-06-05,3.8167999999999997
2017-06-09,-2.2059
2017-06-12,-2.2556
2017-06-15,-3.8462
2017-06-19,-4.0
2017-06-21,0.8333
2017-06-22,-0.8264
2017-06-26,0.0
2017-06-28,-0.8333
2017-06-30,0.0
2017-07-03,-0.8403
2017-07-06,0.0
2017-07-10,0.0
2017-07-12,-0.8475
2017-07-17,0.0
2017-07-19,-5.9829
2017-07-21,0.0
2017-07-24,0.0
2017-07-25,-7.2727
2017-07-26,0.0
2017-07-28,0.0
2017-07-31,-1.9607999999999999
2017-08-01,-25.0
2017-08-02,-1.3333
2017-08-03,0.0
2017-08-07,-0.0135
2017-08-09,0.0
2017-08-11,-0.2568
2017-08-15,0.2575
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,-5.3926
2017-08-21,35.7143
2017-08-22,-1.0526
2017-08-23,6.383
2017-08-24,3.0
2017-08-25,3.8834999999999997
2017-08-28,-2.8037
2017-08-29,-42.3077
2017-08-30,56.6667
2017-08-31,-15.9574
2017-09-01,1.2658
2017-09-05,0.0
2017-09-06,0.0
2017-09-08,-0.25
