ticker,HCACU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-01,0.2
2019-03-04,0.1996
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,-0.0996
2019-03-11,0.3988
2019-03-12,-0.1092
2019-03-13,0.0099
2019-03-14,-0.2982
2019-03-15,0.2991
2019-03-18,0.1988
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.1984
2019-03-22,-0.396
2019-03-25,0.2416
2019-03-26,-0.1418
2019-03-27,0.2979
2019-03-28,-0.198
2019-03-29,0.0
2019-04-01,0.1984
2019-04-02,0.198
2019-04-03,0.0
2019-04-04,0.0988
2019-04-05,0.0
2019-04-08,0.0
2019-04-09,0.4936
2019-04-10,-0.1965
2019-04-11,-0.0984
2019-04-12,0.0
2019-04-15,0.0
2019-04-16,0.4926
2019-04-17,0.2941
2019-04-18,-0.4888
2019-04-22,0.0982
2019-04-23,0.0981
2019-04-24,0.4902
2019-04-25,0.1951
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,-0.0974
2019-05-02,-0.0975
2019-05-06,0.0976
2019-05-07,-0.1949
2019-05-08,0.0
2019-05-09,0.0977
2019-05-10,-0.1951
2019-05-13,-0.2933
2019-05-14,0.0
2019-05-15,0.1961
2019-05-16,0.3914
2019-05-17,-0.1949
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0244
2019-05-23,0.1709
2019-05-24,0.1949
2019-05-28,0.0973
2019-05-29,0.0972
2019-05-30,0.1942
2019-06-03,0.0
2019-06-05,-0.0969
2019-06-06,-0.097
2019-06-07,-0.1942
2019-06-10,0.3891
2019-06-11,0.1463
2019-06-17,-0.3396
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.2913
2019-06-21,-0.2904
2019-06-24,0.4854
2019-06-26,0.4831
2019-06-27,0.0
2019-07-02,0.0
2019-07-03,0.3846
2019-07-08,0.0
2019-07-12,0.5747
2019-07-17,-0.0952
2019-07-23,-1.3346
2019-07-24,0.9662
2019-07-25,0.0957
2019-07-26,0.3824
2019-07-29,-0.4762
2019-07-30,0.0
2019-07-31,0.5742
2019-08-01,0.3806
2019-08-02,0.2844
2019-08-05,-0.5671
2019-08-06,0.2852
2019-08-07,-0.2844
2019-08-08,0.0
2019-08-09,0.0
2019-08-16,0.7605
2019-08-19,-0.566
2019-08-22,-0.2846
2019-08-23,0.666
2019-08-27,-0.5671
2019-08-28,0.7605
2019-08-30,-0.9434
2019-09-03,0.4762
2019-09-04,-0.4739
2019-09-05,0.4762
2019-09-06,0.0
2019-09-09,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-26,0.0
2019-09-30,0.0
2019-10-10,0.0
2019-10-11,-0.4739
2019-10-18,0.9524
2019-10-22,0.4717
2019-10-28,-0.0939
2019-10-29,0.5385
2019-10-31,0.0252
2019-11-01,-0.0935
2019-11-04,-0.0935
2019-11-06,0.1873
2019-11-07,-0.4673
2019-11-08,-0.0939
2019-11-13,1.0338
2019-11-15,-0.093
2019-11-19,0.0931
2019-11-20,0.186
2019-11-21,-0.9285
2019-11-22,-0.1874
2019-11-26,0.939
2019-11-29,0.3721
2019-12-09,-1.3902
2019-12-10,0.094
2019-12-13,0.0
2019-12-18,0.1878
2019-12-19,0.5623
2019-12-20,2.5163
2019-12-23,-0.8182
2019-12-24,0.0
2020-01-08,-0.4125
2020-01-15,0.3221
2020-02-05,0.0
2020-02-06,0.0
2020-02-25,-0.9174
2020-02-26,2.3148
2020-02-28,-0.4525
2020-03-03,-0.5455
2020-03-04,-0.0914
2020-03-05,-0.7319
2020-03-06,0.9217
2020-03-09,-0.4566
2020-03-10,-0.9174
2020-03-11,-0.9259
2020-03-12,-1.3785
2020-03-13,0.3554
2020-03-18,-2.7384
2020-03-23,-3.6893000000000002
2020-03-25,3.3266
2020-03-31,0.3902
2020-04-02,-0.3887
2020-04-07,0.4878
2020-05-14,0.0
2020-05-15,2.3301
2020-05-21,1.8975
2020-06-05,-0.3724
2020-06-08,0.4673
2020-06-10,0.4651
2020-06-11,1.7593
2020-06-16,0.091
2020-06-18,6.8182
2020-06-19,-3.0638
2020-06-22,4.4776
2020-06-23,0.8403
2020-06-24,-4.1667
2020-07-01,0.0
2020-07-07,-0.4348
2020-07-09,5.2183
2020-07-10,3.7560000000000002
2020-07-13,0.04
2020-07-15,2.6789
2020-07-16,-5.0701
2020-07-20,2.5515
2020-07-21,4.0
2020-07-22,-4.3462
2020-07-23,9.6502
2020-07-24,-0.9901
2020-07-27,0.3704
2020-07-29,-4.059
2020-07-30,-3.3846
2020-07-31,-5.3105
