ticker,EGDD US Equity
2006-12-01,10.6557
2006-12-04,0.0
2006-12-05,-1.7778
2006-12-06,-2.3379
2006-12-07,0.3861
2006-12-15,0.6154
2006-12-18,-3.6696999999999997
2006-12-19,3.1746
2006-12-22,-5.3846
2007-01-03,-1.626
2007-01-04,0.0
2007-01-18,-2.4793
2007-01-22,0.8475
2007-01-23,0.0
2007-01-24,-1.6806999999999999
2007-02-21,-14.5299
2007-02-28,0.0
2007-03-01,17.0
2007-03-15,1.7094
2007-03-20,0.0
2007-03-22,0.8403
2007-03-23,0.3333
2007-03-26,0.4983
2007-04-19,-1.6529
2007-04-23,0.0
2007-04-25,-5.8824
2007-04-26,6.7857
2007-04-27,-3.3445
2007-04-30,4.6713000000000005
2007-05-01,0.0
2007-05-07,-0.8264
2007-05-09,0.0
2007-05-11,0.8333
2007-05-14,-1.6529
2007-05-16,0.0
2007-05-17,0.0
2007-05-22,-0.8403
2007-05-29,0.8475
2007-05-31,-1.6806999999999999
2007-06-01,-0.8547
2007-06-04,0.5172
2007-06-05,1.2006999999999999
2007-06-06,-0.8475
2007-06-13,-0.8547
2007-06-19,0.8621
2007-06-26,-0.8547
2007-07-02,0.0
2007-07-06,0.0
2007-07-09,0.0
2007-07-27,0.0
2007-08-02,-1.7241
2007-08-09,-3.5088
2007-08-10,-3.6364
2007-08-14,8.4906
2007-08-24,1.7391
2007-09-06,-6.8376
2007-09-07,6.422
2007-09-26,-1.7241
2007-10-08,2.6316
2007-10-15,0.0
2007-10-31,-5.1282
2007-11-06,8.1081
2007-11-14,-3.3333
2007-11-16,-4.3103
2007-12-03,-5.4054
2007-12-21,-4.7619
2008-01-08,5.0
2008-01-30,-3.8095
2008-01-31,-0.9901
2008-04-25,-1.0
2008-04-28,-5.0505
2008-04-29,0.0
2008-04-30,0.0
2008-05-02,6.383
2008-05-06,4.0
2008-05-08,14.4231
2008-05-09,-1.6806999999999999
2008-05-27,-10.2564
2008-06-11,-4.7619
2008-06-19,-10.0
2008-06-20,14.4444
2008-06-23,-9.7087
2008-06-27,2.1505
2008-07-09,0.0
2008-07-10,2.1053
2008-07-11,-2.0619
2008-07-17,1.0526
2008-07-23,-4.1667
2008-07-25,0.0
2008-07-29,3.2609
2008-07-31,-2.1053
2008-08-08,2.1505
2008-08-21,-4.8421
2008-08-26,-0.4425
2008-09-03,-4.4444
2008-09-04,0.0
2008-09-05,5.814
2008-09-08,2.1978
2008-09-09,-5.3763
2008-09-15,-4.5455
2008-09-22,-28.5714
2008-09-23,33.3333
2008-09-24,-2.5
2008-09-25,2.5641
2008-09-26,-2.5
2008-09-29,2.5641
2008-10-01,0.0
2008-10-02,0.0
2008-10-10,-6.25
2008-10-21,0.0
2008-10-24,0.0
2008-11-19,-20.0
2008-11-21,16.3333
2008-11-28,-11.1748
2008-12-01,12.9032
2008-12-05,-21.4286
2008-12-08,9.0909
2008-12-09,16.3333
2008-12-12,0.2865
2008-12-16,0.0
2009-02-12,-14.2857
2009-02-13,-8.3333
2009-02-17,10.9091
2009-02-24,14.7541
2009-02-27,-21.4286
2009-03-03,27.2727
2009-03-31,-8.5714
2009-04-06,-23.4375
2009-04-07,20.4082
2009-04-13,0.0
2009-04-15,-22.0339
2009-04-17,-12.1739
2009-04-20,8.9109
2009-04-22,9.0909
2009-04-24,0.0
2009-04-30,-27.0833
2009-05-05,57.1429
2009-05-08,0.0
2009-05-14,-27.2727
2009-05-15,25.0
2009-05-18,9.6
2009-05-21,9.854
2009-05-22,-16.9435
2009-05-26,14.0
2009-05-27,0.0
2009-07-17,-21.0526
2009-07-27,20.0
2009-07-31,0.0
2009-08-04,-25.9259
2009-08-10,35.0
2009-08-13,0.0
2009-08-19,0.0
2009-09-01,-25.9259
2009-09-02,0.0
2009-09-11,35.0
2009-09-14,-7.4074
2009-09-17,0.0
2009-09-21,0.0
2009-10-23,-20.0
2009-10-26,-74.5
2009-10-27,194.1176
2009-10-28,6.6667
2009-10-29,0.0
2009-10-30,5.625
2009-11-09,-11.2426
2009-11-13,0.0
2009-11-25,-16.6667
2009-12-01,20.0
2009-12-07,-16.6667
2010-02-23,0.0
2010-08-11,-92.0
2011-08-18,-40.0
2011-11-25,-8.3333
2012-02-08,0.0
2012-02-09,-54.5455
2012-02-29,20.0
2012-03-20,0.0
2012-04-05,-76.25
2012-04-10,321.0526
2012-04-17,-81.0417
2012-05-24,234.0659
2012-06-21,0.0
2012-06-25,-70.0658
2012-08-15,0.0
2012-10-24,0.0
2012-11-07,-52.7473
2012-12-11,4.6512
2013-02-25,-88.8889
2013-03-26,1500.0
2013-04-05,0.0
2013-04-18,100.0
2013-04-23,-80.0
2013-06-21,6.25
2013-07-24,135.2941
2013-07-30,60.0
2013-07-31,137.5
2013-08-05,21.0526
2013-08-22,-86.413
2013-08-29,16.0
2013-09-04,1.7241
2013-10-11,35.5932
2013-10-15,2.5
2013-11-29,0.0
2014-01-02,0.0
2014-02-18,0.0
2014-03-12,0.0
2014-03-19,-37.8049
2014-03-25,0.0
2014-04-22,9.8039
2014-07-25,-8.9286
2014-09-22,0.0
2014-09-23,9.8039
2014-10-03,-8.9286
2014-10-08,0.0
2014-12-12,-21.5686
2014-12-18,0.0
2015-04-28,7.5
2015-07-27,0.0
2016-01-04,0.0
2016-02-12,86.0465
2016-03-03,0.0
2016-03-04,40.0
2016-03-07,14.2857
2016-03-14,0.0
2016-04-19,12.5
2016-04-26,0.0
2016-06-08,-11.1111
2016-06-09,12.5
2016-06-10,-33.3333
2016-06-29,-46.875
2016-07-11,19.6078
2016-07-29,57.377
2016-08-04,58.3333
2016-08-05,47.3684
2016-08-08,0.0
2016-08-12,-77.2321
2016-09-06,11.7647
2016-09-12,-15.7895
2016-09-16,-12.5
2016-11-23,-19.0476
2016-12-08,0.0
2017-01-18,0.0
2017-03-30,135.2941
2017-05-04,-56.25
2017-05-05,5.7143
2017-10-04,116.2162
2017-10-19,100.0
2017-10-23,50.0
2017-10-24,-16.6667
2017-10-26,0.0
2017-10-27,0.0
2017-12-11,-4.6
2017-12-18,0.0
2018-01-12,-16.1426
2018-03-07,20.0
2018-03-16,-16.6667
2018-03-20,0.0
2018-03-23,0.0
2018-04-27,0.0
2018-08-02,-49.0
2018-08-10,0.0
2018-09-05,-1.9607999999999999
2018-10-09,40.0
2018-12-06,28.5714
2019-01-14,-33.3333
2019-03-11,-18.3333
2019-03-28,2.0408
2019-04-16,20.0
2019-05-03,0.0
2019-05-06,-18.3333
2019-05-17,0.0
2019-06-24,2.0408
2019-07-01,0.0
2019-07-16,20.0
2019-07-19,633.3333
2019-07-22,-4.5455
2019-07-23,-47.619
2019-07-24,36.3636
2019-07-30,-10.0
2019-07-31,-12.963
2019-08-02,-36.1702
2019-09-10,33.3333
2019-09-30,-20.35
2019-10-02,-5.838
2019-10-04,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-12-12,-32.6667
2020-01-23,58.4158
2020-01-24,-5.0
2020-02-10,-7.8947
2020-02-14,0.0
2020-03-05,-27.1429
2020-03-23,56.8627
2020-03-27,25.0
2020-03-30,37.5
2020-04-02,1.8182
2020-04-14,-11.25
2020-04-15,9.0543
2020-04-16,19.9262
2020-04-27,-7.6923
2020-05-07,0.0
2020-05-18,20.0
2020-05-26,-44.4444
2020-06-29,0.0
2020-07-02,-49.5
2020-07-17,98.0198
2020-07-20,80.0
2020-07-21,80.5556
2020-07-22,-7.6923
2020-07-28,-16.6667
