ticker,EGDD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-17,5.2308
2006-01-18,2.3392
2006-01-19,21.4286
2006-01-24,-15.2941
2006-01-25,12.5
2006-02-02,4.9383
2006-02-08,4.7059
2006-02-09,-2.2472
2006-02-21,3.4483
2006-02-22,6.0
2006-02-23,4.8218
2006-02-24,0.0
2006-02-27,-5.0
2006-03-01,5.2632
2006-03-02,2.0
2006-03-03,2.3529
2006-03-06,3.4483
2006-03-07,2.7778
2006-03-28,1.8018
2006-04-03,1.7699
2006-04-05,1.3913
2006-04-06,2.916
2006-04-07,1.6667
2006-04-19,0.0
2006-04-25,0.0
2006-05-02,1.6393
2006-05-03,-8.0645
2006-05-05,8.7719
2006-05-11,-4.8387
2006-05-12,7.6271
2006-05-15,1.5748
2006-05-22,0.7752
2006-05-23,0.3077
2006-05-25,2.7607
2006-05-26,0.7463
2006-05-31,-3.7037
2006-06-01,7.6923
2006-06-02,0.0
2006-06-14,-10.0
2006-06-16,10.3175
2006-06-21,-6.4748
2006-07-03,1.8462
2006-07-12,3.1722
2006-07-28,-9.224
2006-08-01,10.4839
2006-08-07,-9.0511
2006-08-08,4.3339
2006-08-09,-3.8462
2006-08-10,0.0
2006-08-11,0.8
2006-08-14,-3.1746
2006-08-15,0.0
2006-08-16,0.0
2006-08-17,0.8197
2006-08-18,-7.3171
2006-08-21,7.0175
2006-08-22,4.918
2006-08-23,-6.25
2006-08-24,-8.3333
2006-08-25,4.5455
2006-08-28,-4.3478
2006-08-29,0.0
2006-08-30,-4.5455
2006-08-31,2.8571
2006-09-01,1.8519
2006-09-05,-7.2727
2006-09-06,1.3725
2006-09-07,0.5803
2006-09-08,0.0
2006-09-11,2.8846
2006-09-12,-1.8692
2006-09-13,-0.9524
2006-09-14,-0.9615
2006-09-15,5.8252
2006-09-18,0.0
2006-09-19,-5.5046
2006-09-20,2.233
2006-09-21,0.6648
2006-09-22,2.8302
2006-09-25,-4.5872
2006-09-26,1.3462
2006-09-27,6.2619
2006-09-28,0.8929
2006-09-29,-0.885
2006-10-02,0.0
2006-10-04,6.25
2006-10-05,0.0
2006-10-12,4.2017
2006-10-18,2.5806
2006-10-24,1.4151
2006-10-25,2.3256
2006-10-26,-3.0303
2006-11-01,0.0
2006-11-06,-9.375
2006-11-07,3.4483
2006-11-14,-2.5
2006-11-15,0.8547
2006-11-16,-5.9322
2006-11-17,3.6036
2006-11-21,13.0435
2006-11-22,-8.7692
2006-11-24,0.6745
2006-11-30,2.1776
