ticker,MVAC US Equity
2000-06-12,-2.8571
2000-06-13,5.8824
2000-06-14,2.7778
2000-06-16,8.1081
2000-06-19,-10.0
2000-06-20,8.3333
2000-06-21,-12.8205
2000-06-22,5.8824
2000-06-26,0.0
2000-06-28,0.0
2000-06-29,-8.3333
2000-06-30,6.0606
2000-07-03,25.0
2000-07-05,-8.5714
2000-07-06,9.375
2000-07-07,0.5714
2000-07-11,-4.5455
2000-07-12,0.0
2000-07-13,-4.7619
2000-07-17,-10.0
2000-07-19,-2.7778
2000-07-20,-7.1429
2000-07-21,7.6923
2000-07-24,8.5714
2000-07-25,-10.526299999999999
2000-07-27,14.7059
2000-07-31,12.8205
2000-08-01,4.5455
2000-08-02,-2.1739
2000-08-03,-15.5556
2000-08-21,-5.2632
2000-08-24,0.0
2000-08-25,0.0
2000-08-30,5.5556
2000-09-01,-5.2632
2000-09-11,11.1111
2000-09-27,0.0
2000-09-29,20.0
2000-10-11,-25.0
2000-10-17,-5.5556
2000-10-24,-23.5294
2000-10-27,-7.6923
2000-10-30,0.0
2000-10-31,0.0
2000-11-03,-28.0
2000-11-09,45.3704
2000-11-16,-4.4586
2000-11-27,8.3333
2000-11-28,0.0
2000-12-05,7.6923
2000-12-06,-7.1429
2000-12-22,0.0
2001-01-05,23.0769
2001-01-08,-37.5
2001-01-16,140.0
2001-01-25,0.0
2001-03-01,-41.6667
2001-03-13,0.0
2001-04-16,0.0
2001-05-17,-28.5714
2001-05-22,56.0
2001-06-25,-23.0769
2001-06-29,0.0
2001-07-11,-16.6667
2001-07-27,0.0
2001-08-03,0.0
2001-10-02,-12.0
2001-11-07,-7.2727
2001-11-08,0.0
2001-12-05,0.0
2001-12-06,0.0
2001-12-11,0.0
2001-12-13,0.0
2001-12-19,0.0
2001-12-24,0.0
2002-01-11,0.0
2002-02-12,0.0
2002-04-09,0.0
2002-05-07,2.9412000000000003
2002-05-08,-14.2857
2002-05-14,177.7778
2002-05-15,-59.6
2002-05-16,117.8218
2002-05-17,4.5455
2002-05-20,0.0
2002-05-21,0.0
2002-05-22,-2.1739
2002-05-31,-66.6667
2002-06-03,233.3333
2002-06-05,-26.0
2002-06-18,-2.7027
2002-07-01,-58.3333
2002-07-15,0.0
2002-07-25,0.0
2002-10-30,-20.0
2002-11-08,0.0
2002-11-11,0.0
2002-12-12,0.0
2002-12-23,68.3333
2002-12-30,-40.5941
2002-12-31,0.0
2003-01-02,0.0
2003-01-22,0.0
2003-01-30,0.0
2003-02-05,0.0
2003-02-18,0.0
2003-02-20,0.0
2003-04-16,0.0
2003-06-02,0.0
2003-06-27,0.0
2003-07-28,8.3333
2003-07-29,53.8462
2003-08-07,50.0
2003-08-14,33.3333
2003-08-15,0.0
2003-08-19,0.0
2003-08-29,-37.5
2003-09-02,0.0
2003-09-08,-42.4
2003-09-10,163.8889
2003-10-13,-62.1053
2003-10-17,163.8889
2003-11-05,2.6316
2003-11-06,2.5641
2003-11-07,0.0
2003-11-10,-12.5
2003-11-12,14.2857
2003-11-14,12.5
2003-12-15,0.0
2004-01-07,-44.4444
2004-03-19,-19.2
2004-04-02,48.5149
2004-04-12,-32.6667
2004-04-26,48.5149
2004-05-06,-20.0
2004-05-20,-15.8333
2004-05-27,-15.8416
2004-06-01,17.647100000000002
2004-06-09,-45.0
2004-06-23,0.0
2004-06-25,0.0
2004-07-28,0.0
2004-09-09,36.3636
2004-09-29,-32.0
2004-09-30,47.0588
2004-10-07,-50.6667
2004-10-19,8.1081
2004-11-19,152.5
2004-11-30,98.0198
2005-01-13,-77.5
2005-01-21,222.2222
2005-01-28,0.0
2005-03-31,-68.9655
2005-04-04,0.0
2005-06-06,0.0
2005-06-10,0.0
2005-06-28,11.1111
2005-07-14,190.0
2005-07-18,-44.8276
2005-07-27,-18.75
2005-08-02,0.0
2005-08-05,100.0
2005-08-10,-19.2308
2005-08-15,-38.0952
2005-09-29,7.6923
2005-09-30,57.1429
2005-10-28,13.6364
2005-11-11,-40.0
2005-12-01,66.6667
2006-01-17,-48.0
2006-02-07,0.0
2006-06-29,0.0
2006-07-12,161.5385
2006-07-13,-11.7647
2006-07-17,-5.825
2006-07-18,-7.9727
2006-07-19,0.0
2006-07-26,0.0
2006-07-27,361.5385
2006-07-28,-50.0
2006-07-31,-50.0
2006-08-03,0.0
2006-08-07,0.0
2006-08-09,0.0
2006-08-15,0.0
2006-08-16,56.6667
2006-08-17,-8.5106
2006-08-18,0.0
2006-08-21,0.0
2006-08-22,-30.2326
2006-08-24,-16.6667
2006-08-29,60.0
2006-08-30,-5.0
2006-09-01,-2.6316
2006-09-06,-2.7027
2006-09-08,0.0
2006-09-13,0.0
2006-09-15,0.0
2006-09-19,0.0
2006-09-20,-36.1111
2006-09-21,56.5217
2006-09-22,0.0
2006-09-25,0.0
2006-09-26,0.0
2006-09-29,-36.1111
2006-10-02,0.0
2006-10-12,30.4348
2006-10-16,-23.3333
2006-10-17,17.3913
2006-10-18,0.0
2006-10-20,11.1111
2006-10-23,0.0
2006-10-24,0.0
2006-10-25,6.6667
2006-10-30,0.0
2006-11-01,-15.625
2006-11-06,18.5185
2006-11-08,0.0
2006-11-14,-3.125
2006-11-27,0.0
2006-11-30,0.0
2006-12-18,-3.2258
2006-12-27,-30.0
2007-01-05,-23.8095
2007-01-11,56.25
2007-01-19,0.0
2007-01-23,0.0
2007-02-02,-0.8
2007-02-05,0.8065
2007-02-16,0.0
2007-02-20,0.0
2007-02-22,-10.4
2007-02-23,0.0
2007-03-08,-1.7856999999999998
2007-03-16,1.8182
2007-03-19,0.0
2007-03-21,-1.7856999999999998
2007-03-28,-27.2727
2007-04-02,0.0
2007-04-03,37.5
2007-04-16,0.0
2007-05-23,0.0
2007-06-01,0.0
2007-06-13,0.0
2007-07-24,-27.2727
2007-07-25,0.0
2007-08-08,31.25
2007-09-14,-33.3333
2007-10-09,0.0
2007-10-17,0.0
2007-10-29,41.4286
2007-10-30,-19.1919
2007-10-31,0.0
2007-11-09,-18.75
2007-11-20,0.0
2007-11-21,0.0
2007-11-29,0.7692
2007-12-24,-11.4504
2008-01-09,-3.4483
2008-01-18,42.8571
2008-01-23,26.25
2008-02-19,-30.6931
2008-02-20,28.5714
2008-02-21,11.1111
2008-03-07,-25.0
2008-04-02,20.0
2008-04-16,-22.2222
2008-04-22,0.0
2008-05-13,0.0
2008-05-28,1.4285999999999999
2008-06-12,-1.4085
2008-06-13,10.0
2008-07-17,-2.5974
2008-07-31,-6.6667
2008-08-15,0.0
2008-08-22,0.0
2008-11-13,0.0
2008-11-18,-27.1429
2008-11-20,0.0
2009-02-27,-60.7843
2009-03-04,-50.0
2009-03-09,300.0
2009-06-18,-75.0
2009-10-01,0.0
2009-12-01,0.0
2009-12-29,0.0
2009-12-30,0.0
2010-01-19,-60.0
2010-01-29,0.0
2010-04-27,25.0
2010-04-29,-20.0
2010-05-07,0.0
2010-06-10,900.0
2010-07-19,-12.5
2010-07-21,-65.7143
2010-08-12,-33.3333
2010-08-27,-37.5
2010-11-19,0.0
2010-12-28,0.0
2011-01-18,0.0
2011-03-28,0.0
2011-09-07,-40.0
2011-10-24,100.0
2011-12-07,-16.6667
2011-12-29,0.0
2012-01-12,0.0
2012-01-18,0.0
2012-02-06,0.0
2012-04-10,0.0
2012-04-25,0.0
2012-05-18,0.0
2012-06-28,-40.0
2012-10-08,0.0
2012-11-12,0.0
2012-11-27,-99.5833
2012-12-14,7900.0
2013-01-09,100.0
2013-03-19,5.0
2013-03-25,-4.7619
2013-03-26,25.0
2013-04-23,-12.0
2013-05-13,-54.5455
2013-05-29,-50.0
2013-06-03,-40.0
2013-06-10,-33.3333
2013-06-17,-25.0
2014-01-22,-33.3333
2014-09-09,1900.0
2014-09-10,0.0
2014-09-11,-75.0
2014-09-17,100.0
2014-09-19,-50.0
2014-10-08,100.0
2014-10-21,0.0
2014-11-04,0.0
2014-11-21,-30.0
2015-01-08,-28.5714
2015-01-13,0.0
2015-01-29,100.0
2015-02-24,-60.625
2015-06-23,128.5714
2015-07-21,-56.9444
2015-09-01,29.0323
2015-09-11,-20.0
2015-11-09,0.0
2016-03-07,109.375
2016-03-08,79.1045
2016-03-10,-66.6667
2016-03-14,0.0
2016-03-15,38.75
2016-06-03,-35.1351
2016-11-25,0.0
2017-01-20,122.2222
2017-04-24,-40.0
2017-06-22,733.3333
2017-06-23,-60.0
2017-07-18,-15.0
2017-07-19,0.0
2017-08-04,8.8235
2017-09-07,20.4865
2018-05-01,-23.7326
2018-06-11,0.0
2018-06-27,0.0
2018-08-17,0.0
2018-09-19,-11.7647
2018-10-03,16.6667
2018-11-28,0.0
2018-12-07,-42.8571
2019-05-24,20.0
2019-06-26,39.1667
2019-07-29,-4.1916
2019-08-05,-6.25
2019-11-11,33.3333
2019-11-12,50.0
2019-12-16,-33.3333
2020-01-06,0.0
2020-04-13,0.0
2020-05-05,0.0
2020-05-07,100.0
2020-05-18,-62.5
2020-07-27,33.3333
