ticker,TSSP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,0.0
2000-01-10,0.0
2000-01-11,200.0
2000-01-24,-33.3333
2000-01-25,-50.0
2000-01-28,500.0
2000-01-31,-83.3333
2000-02-01,900.0
2000-02-03,-40.0
2000-02-09,-83.3333
2000-02-11,500.0
2000-02-15,-83.3333
2000-02-17,500.0
2000-02-18,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-06,-83.3333
2000-03-07,100.0
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,0.0
2000-03-15,-90.0
2000-03-16,4900.0
2000-03-17,40.0
2000-03-20,0.0
2000-03-21,0.0
2000-03-24,0.0
2000-03-27,-71.4286
2000-03-28,250.0
2000-03-29,-71.4286
2000-03-30,200.0
2000-03-31,-66.6667
2000-04-04,0.0
2000-04-05,150.0
2000-04-17,0.0
2000-04-18,-80.0
2000-04-20,200.0
2000-04-24,0.0
2000-04-26,-66.6667
2000-05-05,0.0
2000-05-16,0.0
2000-05-23,0.0
2000-05-24,0.0
2000-05-26,0.0
2000-06-07,0.0
2000-07-05,0.0
2000-07-10,400.0
2000-07-11,-80.0
2000-07-13,400.0
2000-07-20,-80.0
2000-07-21,0.0
2000-08-21,0.0
2000-08-31,0.0
2000-09-06,110.0
2000-09-12,-52.381
2000-09-15,0.0
2000-09-26,0.0
2000-10-06,0.0
2000-10-23,0.0
2000-10-25,0.0
2000-10-27,0.0
2000-10-30,0.0
2000-10-31,0.0
2000-11-03,0.0
2000-11-06,0.0
2000-11-15,0.0
2000-11-29,0.0
2000-11-30,-50.0
2000-12-01,0.0
2000-12-05,100.0
2000-12-06,0.0
2000-12-08,0.0
2000-12-12,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-02,0.0
2001-01-24,0.0
2001-01-25,-30.0
2001-01-26,0.0
2001-02-16,0.0
2001-03-08,0.0
2001-03-12,0.0
2001-03-13,0.0
2001-03-29,0.0
2001-04-06,0.0
2001-04-11,0.0
2001-04-18,0.0
2001-05-11,0.0
2001-06-21,0.0
2001-07-06,14.2857
2001-07-09,0.0
2001-07-11,-12.5
2001-07-17,0.0
2001-07-18,0.0
2001-08-01,0.0
2001-08-08,0.0
2001-08-15,0.0
2001-08-21,0.0
2001-08-23,0.0
2001-08-29,0.0
2001-08-31,42.8571
2001-09-04,-30.0
2001-09-10,0.0
2001-10-02,0.0
