ticker,SNTE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-05,24.4131
2006-06-06,1.8868
2006-06-07,-7.4074
2006-06-23,-59.8
2006-06-26,79.1045
2006-06-27,13.8889
2006-06-28,-26.8293
2006-06-29,0.0
2006-06-30,0.6667
2006-07-03,15.894
2006-07-05,-5.1429
2006-07-06,-6.6265
2006-07-07,-16.129
2006-07-10,-11.538499999999999
2006-07-11,4.3478
2006-07-12,0.0
2006-07-13,0.0
2006-07-14,8.3333
2006-07-17,-23.0769
2006-07-18,0.0
2006-07-19,-30.0
2006-07-20,0.0
2006-07-21,7.1429
2006-07-24,6.6667
2006-07-25,-12.5
2006-07-26,-7.1429
2006-07-27,0.0
2006-07-28,7.6923
2006-07-31,-28.5714
2006-08-01,0.0
2006-08-02,10.0
2006-08-03,-9.0909
2006-08-04,10.0
2006-08-07,-3.6364
2006-08-08,-5.6604
2006-08-09,20.0
2006-08-10,-16.6667
2006-08-11,-10.0
2006-08-14,11.1111
2006-08-15,-8.0
2006-08-16,-2.1739
2006-08-17,-11.1111
2006-08-18,8.75
2006-08-21,0.0
2006-08-22,3.4483
2006-08-23,-11.1111
2006-08-24,0.0
2006-08-25,0.0
2006-08-28,-12.5
2006-08-29,14.2857
2006-08-30,-12.5
2006-08-31,42.8571
2006-09-01,0.0
2006-09-05,0.0
2006-09-06,0.0
2006-09-07,0.0
2006-09-08,6.0
2006-09-11,9.434
2006-09-12,-13.7931
2006-09-13,0.0
2006-09-15,0.0
2006-09-18,10.0
2006-09-19,4.5455
2006-09-20,-30.4348
2006-09-21,12.5
2006-09-22,-11.1111
2006-09-25,25.0
2006-09-26,-20.0
2006-09-27,0.0
2006-09-28,27.5
2006-09-29,-21.5686
2006-10-02,-12.5
2006-10-03,14.2857
2006-10-04,0.0
2006-10-05,-12.5
2006-10-06,0.0
2006-10-09,-2.8571
2006-10-10,17.647100000000002
2006-10-11,25.0
2006-10-12,-40.0
2006-10-13,33.3333
2006-10-16,-32.5
2006-10-17,20.3704
2006-10-18,23.0769
2006-10-19,12.5
2006-10-24,-11.1111
2006-10-25,-12.5
2006-10-27,0.0
2006-10-30,0.0
2006-10-31,-14.2857
2006-11-01,3.3333
2006-11-02,-3.2258
2006-11-03,3.3333
2006-11-07,-3.2258
2006-11-08,0.0
2006-11-09,0.0
2006-11-13,16.6667
2006-11-14,0.0
2006-11-15,-14.2857
2006-11-16,0.0
2006-11-17,0.0
2006-11-20,0.0
2006-11-21,0.0
2006-11-22,33.3333
