ticker,LIFS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-22,576.0
2013-10-23,0.9615
2013-10-24,-2.8571
2013-10-25,3.9215999999999998
2013-10-28,0.9434
2013-10-29,1.8692
2013-10-30,-0.9174
2013-10-31,1.8519
2013-11-01,0.0
2013-11-04,2.7273
2013-11-05,4.4248
2013-11-06,5.9322
2013-11-07,0.0
2013-11-08,1.6
2013-11-11,6.2992
2013-11-12,0.7407
2013-11-13,6.6176
2013-11-14,4.1379
2013-11-15,4.6358
2013-11-18,3.7975
2013-11-19,5.4878
2013-11-20,6.3584
2013-11-21,-22.2826
2013-11-22,-55.2448
2013-12-10,-76.5625
2013-12-11,-13.3333
2013-12-12,15.3846
2013-12-13,13.3333
2013-12-16,76.4706
2013-12-17,33.3333
2013-12-18,25.0
2013-12-19,-20.0
2013-12-20,-12.5
2013-12-23,-14.2857
2013-12-24,0.0
2013-12-26,-23.3333
2013-12-27,4.3478
2013-12-30,25.0
2013-12-31,0.0
2014-01-02,-16.6667
2014-01-03,-20.0
2014-01-06,25.0
2014-01-07,20.0
2014-01-08,0.0
2014-01-09,3.3333
2014-01-10,0.0
2014-01-13,-3.2258
2014-01-14,0.0
2014-01-15,0.0
2014-01-16,0.0
2014-01-17,-33.0
2014-01-21,-0.4975
2014-01-22,5.0
2014-01-23,-4.7619
2014-01-24,0.0
2014-01-27,0.0
2014-01-28,5.0
2014-01-29,-4.7619
2014-01-30,0.0
2014-01-31,5.0
2014-02-04,-4.7619
2014-02-05,15.0
2014-02-06,-13.0435
2014-02-07,5.0
2014-02-10,-4.7619
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-14,0.0
2014-02-18,0.0
2014-02-19,25.0
2014-02-21,-12.0
2014-02-24,-36.3636
2014-02-25,-14.2857
2014-02-27,8.3333
2014-02-28,46.1538
2014-03-03,-34.2105
2014-03-04,20.0
2014-03-05,0.0
2014-03-06,0.0
2014-03-10,33.3333
2014-03-11,0.0
2014-03-12,20.0
2014-03-17,0.0
2014-03-18,-37.5
2014-03-20,0.0
2014-03-24,-16.6667
2014-03-25,4.0
2014-03-26,-7.6923
2014-03-28,0.0
2014-03-31,0.0
2014-04-02,-8.3333
2014-04-03,9.0909
2014-04-04,-50.0
2014-04-07,16.6667
2014-04-08,0.0
2014-04-09,100.0
2014-04-10,0.0
2014-04-11,0.0
2014-04-14,-35.7143
2014-04-15,0.0
2014-04-16,-22.2222
2014-04-17,85.7143
2014-04-21,-30.7692
