ticker,LPTV US Equity
2017-12-19,-6.25
2017-12-26,638.6667
2017-12-27,-1.444
2017-12-28,-44.8718
2017-12-29,16.2791
2018-01-02,-14.2857
2018-01-03,6.6667
2018-01-04,0.0
2018-01-08,25.0
2018-01-10,62.5
2018-01-11,-7.6923
2018-01-12,-37.5
2018-01-16,33.3333
2018-01-17,57.6
2018-01-18,23.9848
2018-01-19,-6.8577
2018-01-23,9.8901
2018-01-24,-5.0
2018-01-25,31.5789
2018-01-26,0.8
2018-01-30,-36.5079
2018-01-31,50.0
2018-02-01,-33.25
2018-02-02,-0.1248
2018-02-05,37.5
2018-02-06,-28.0
2018-02-08,-11.6162
2018-02-13,0.0
2018-02-14,14.2857
2018-02-23,-37.5
2018-02-27,38.0
2018-03-01,15.942
2018-03-02,20.0
2018-03-05,-9.375
2018-03-08,-19.5402
2018-03-09,0.0
2018-03-15,-14.2857
2018-03-16,-50.0
2018-03-19,0.0
2018-03-20,100.0
2018-03-21,0.0
2018-03-22,100.0
2018-03-23,5.8333
2018-03-26,-25.1969
2018-03-28,-15.7895
2018-03-29,-33.75
2018-04-02,-24.5283
2018-04-03,-37.5
2018-04-04,40.0
2018-04-05,-28.5714
2018-04-06,0.0
2018-04-12,2.0
2018-04-13,17.647100000000002
2018-04-18,0.0
2018-04-19,16.6667
2018-04-20,14.2857
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-27,-25.0
2018-05-01,-33.3333
2018-05-03,0.0
2018-05-07,50.0
2018-05-08,-60.0
2018-05-11,-8.3333
2018-05-14,0.0
2018-05-16,-18.1818
2018-05-22,-15.5556
2018-05-24,-21.0526
2018-05-25,-16.6667
2018-06-04,20.0
2018-06-20,50.0
2018-06-21,-27.7778
2018-06-22,84.6154
2018-06-25,-45.8333
2018-07-09,23.0769
2018-07-10,-12.5
2018-07-12,7.1429
2018-07-16,-6.6667
2018-07-19,64.2857
2018-07-23,-40.0
2018-07-25,1.4493
2018-07-31,28.5714
2018-10-11,-7.7778
2018-12-19,-21.6867
2018-12-20,11.538499999999999
2018-12-31,0.0
2019-01-30,-10.3448
2019-02-06,0.0
2019-02-11,7.6923
2019-03-01,-28.5714
2019-03-05,2.0
2019-03-07,0.0
2019-04-05,71.9608
2019-04-08,35.6899
2019-04-10,-56.3025
2019-04-12,51.9231
2019-04-15,0.0
2019-04-16,0.0
2019-04-22,0.0
2019-04-29,0.0
2019-05-03,0.0
2019-05-06,-34.1772
2019-05-10,0.0
2019-05-14,-19.2308
2019-05-20,-17.8095
2019-05-24,31.0834
2019-06-14,-10.4972
2019-06-17,24.6914
2019-07-01,-19.2079
2019-07-16,-14.2157
2019-07-24,0.0
2019-07-29,71.4286
2019-08-02,150.0
2019-08-05,-14.0
2019-08-06,-3.2558
2019-08-07,-3.8462
2019-08-23,-16.6667
2019-08-26,6.4
2019-08-27,-6.015
2019-10-01,-15.0
2019-10-04,-17.647100000000002
2019-10-21,330.0
2019-10-22,-40.1993
2019-10-23,2.7778
2019-10-24,-37.8378
2019-10-25,9.5652
2019-10-28,98.4127
2019-10-29,-40.0
2019-10-30,66.6667
2019-10-31,-20.0
2019-11-01,23.5
2019-11-04,-0.4049
2019-11-05,1.2195
2019-11-06,-1.6064
2019-11-07,-10.2041
2019-11-08,-42.7273
2019-11-13,65.0794
2019-11-14,-4.3269
2019-11-15,-16.5327
2019-11-18,-27.7544
2019-11-19,0.0
2019-11-21,4.5833
2019-11-22,-8.3665
2019-11-25,-11.3043
2019-11-26,38.2353
2019-12-02,-7.7305
2019-12-03,-3.9201
2019-12-04,41.6
2019-12-05,-3.9548
2019-12-06,-35.2941
2019-12-09,60.9091
2019-12-10,-37.8531
2019-12-11,54.5455
2019-12-13,-23.5294
2019-12-16,2092.3077
2019-12-17,-8.7719
2019-12-18,3.8462
2019-12-19,25.9259
2019-12-20,16.1765
2019-12-23,27.8481
2019-12-24,-4.9505
2019-12-26,0.1042
2019-12-27,6.2435
2019-12-30,3.8198
2019-12-31,-2.8302
2020-01-02,-8.7379
2020-01-03,8.7234
2020-01-06,-20.7436
2020-01-07,11.1111
2020-01-08,-1.6
2020-01-09,-2.8907
2020-01-10,5.814
2020-01-13,-1.0989
2020-01-14,0.0
2020-01-15,-12.2667
2020-01-16,19.0476
2020-01-17,0.0
2020-01-21,2.1277
2020-01-22,0.0
2020-01-23,-27.0833
2020-01-24,14.2857
2020-01-27,10.0
2020-01-28,2.2727
2020-01-29,-11.1111
2020-01-30,15.0
2020-01-31,0.0
2020-02-03,13.0435
2020-02-04,-5.7692
2020-02-05,4.0816
2020-02-06,17.647100000000002
2020-02-07,1.6667
2020-02-11,0.0
2020-02-12,-6.5574
2020-02-13,3.4912
2020-02-14,1.7122000000000002
2020-02-18,-9.5
2020-02-19,12.3389
2020-02-20,0.0
2020-02-24,0.0
2020-02-25,-4.0984
2020-02-26,2.5641
2020-02-27,-8.3333
2020-02-28,-7.2727
2020-03-03,7.8431
2020-03-04,-10.9091
2020-03-05,2.0408
2020-03-06,0.0
2020-03-09,0.0
2020-03-10,6.0
2020-03-11,0.0
2020-03-12,-1.8868
2020-03-13,0.0
2020-03-16,-13.461500000000001
2020-03-18,0.0
2020-03-19,11.1111
2020-03-20,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-27,0.0
2020-03-30,-28.0
2020-03-31,25.0
2020-04-01,0.0
2020-04-02,13.3333
2020-04-06,0.0
2020-04-08,0.0
2020-04-09,11.7647
2020-04-13,0.0
2020-04-14,-0.8772
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,-0.885
2020-04-22,-16.9643
2020-04-23,-29.0323
2020-04-24,45.4545
2020-04-27,-6.25
2020-04-28,-5.5556
2020-04-29,10.5882
2020-04-30,-6.6596
2020-05-01,-13.3804
2020-05-04,11.8421
2020-05-05,3.5294
2020-05-06,-3.4091
2020-05-08,-10.5882
2020-05-11,13.1579
2020-05-12,-6.9767
2020-05-13,-15.0
2020-05-14,5.8824
2020-05-15,13.8889
2020-05-18,0.0
2020-05-19,19.5122
2020-05-20,-22.449
2020-05-22,5.2632
2020-05-27,7.5
2020-05-28,25.5814
2020-05-29,-1.8519
2020-06-01,-20.7547
2020-06-02,11.881
2020-06-03,0.0213
2020-06-04,8.5106
2020-06-05,5.8824
2020-06-09,-5.5556
2020-06-10,-11.7647
2020-06-11,22.2222
2020-06-15,7.8788
2020-06-16,17.9775
2020-06-17,0.0
2020-06-18,-2.8571
2020-06-19,11.7647
2020-06-22,52.6316
2020-06-23,17.8161
2020-06-24,30.7317
2020-06-25,2.2388
2020-06-26,-13.5036
2020-06-29,-5.0633
2020-06-30,13.3333
2020-07-01,-0.7843
2020-07-02,1.9763
2020-07-06,-1.1628
2020-07-07,-1.1764999999999999
2020-07-08,0.0
2020-07-09,-15.0794
2020-07-10,-1.8692
2020-07-13,-9.5238
2020-07-14,2.6316
2020-07-15,0.0
2020-07-16,-7.1795
2020-07-17,10.4972
2020-07-20,0.0
2020-07-21,-10.0
2020-07-22,13.8889
2020-07-23,-2.439
2020-07-24,2.5
2020-07-27,2.439
2020-07-30,-4.7619
2020-07-31,0.0
