ticker,LPTV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-11-09,0.0
2016-11-10,0.0
2016-11-15,0.0
2016-11-21,-6.6667
2016-12-02,-28.5714
2016-12-08,0.0
2016-12-12,0.0
2016-12-15,30.0
2016-12-20,0.0
2016-12-21,-50.0
2016-12-27,84.6154
2017-01-03,-45.8333
2017-01-04,30.7692
2017-01-05,-5.8824
2017-01-06,-18.75
2017-01-09,0.0
2017-01-10,-38.4615
2017-01-17,50.0
2017-01-18,33.3333
2017-01-20,6.25
2017-01-25,-29.4118
2017-01-26,25.0
2017-01-31,-3.3333
2017-02-01,0.0
2017-02-02,26.2069
2017-02-03,-34.8019
2017-02-07,-15.3483
2017-02-08,0.0
2017-02-09,0.0
2017-02-13,-50.495
2017-02-16,100.0
2017-02-17,-7.75
2017-02-21,40.9214
2017-02-23,7.6923
2017-02-24,28.5714
2017-02-27,0.0
2017-02-28,-50.0
2017-03-01,-36.8056
2017-03-02,54.7253
2017-03-03,-64.7727
2017-03-06,61.2903
2017-03-10,90.0
2017-03-14,-68.4211
2017-03-16,-61.6667
2017-03-17,117.3913
2017-03-21,-20.0
2017-03-24,92.5
2017-03-27,-22.0779
2017-03-28,-23.3333
2017-03-29,-8.6957
2017-03-30,-36.6071
2017-03-31,27.6995
2017-04-03,-17.647100000000002
2017-04-04,-13.392900000000001
2017-04-06,-2.5773
2017-04-07,0.0
2017-04-10,-6.8783
2017-04-11,-3.4091
2017-04-12,-1.1764999999999999
2017-04-13,-4.7619
2017-04-17,1.25
2017-04-19,60.4938
2017-04-21,-32.3077
2017-04-24,53.4091
2017-04-25,0.0
2017-04-26,-34.8148
2017-04-27,40.9091
2017-04-28,11.2903
2017-05-01,-2.5362
2017-05-11,84.3866
2017-05-12,-13.104800000000001
2017-05-15,-22.0418
2017-05-16,19.0476
2017-05-17,-20.0
2017-05-22,75.0
2017-05-23,-42.8571
2017-05-24,-10.625
2017-05-25,-3.8462
2017-05-26,13.4545
2017-05-30,43.5897
2017-05-31,-23.2143
2017-06-01,11.6279
2017-06-02,16.6667
2017-06-06,0.0
2017-06-07,21.4286
2017-06-09,-55.8824
2017-06-19,-12.0
2017-06-27,29.2803
2017-07-11,-23.2347
2017-08-01,0.0
2017-08-08,67.1756
2017-08-09,0.4566
2017-09-18,-40.9091
2017-10-06,-5.3846
2017-10-11,0.0
2017-10-12,0.0
2017-11-06,-8.9431
2017-11-08,0.0
2017-11-13,-10.7143
2017-11-24,-19.0
2017-11-27,-1.2346
