ticker,ORBN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-07-22,-0.4926
2002-08-08,-2.4752
2002-09-03,-1.0152
2002-10-03,0.0
2002-11-15,-6.6667
2002-12-13,-3.8462
2002-12-20,-2.8571
2002-12-24,0.0
2002-12-30,0.0
2003-01-02,0.0
2003-01-07,-1.1764999999999999
2003-01-13,-0.5952
2003-01-14,-0.479
2003-01-15,1.083
2003-01-17,-1.0714
2003-01-27,21.1793
2004-02-27,9.2354
2004-03-25,-1.8182
2004-03-26,13.4259
2004-04-20,-6.1224
2004-04-27,4.3478
2004-06-03,2.5
2004-06-07,-0.4065
2004-06-08,2.0408
2004-06-09,2.0
2004-06-10,-1.9607999999999999
2004-06-14,4.0
2004-09-08,0.9615
2004-09-23,-7.8095
2004-10-05,1.2397
2004-10-14,4.0816
2005-01-21,-3.9215999999999998
2005-02-02,2.0408
2005-02-10,-0.8
2005-02-15,8.871
2005-02-24,3.7037
2005-03-09,6.0714
2005-03-11,1.0101
2005-04-04,-5.0
2005-04-08,-1.7544
2005-04-12,5.3571
2005-05-16,-7.7966
2005-05-20,1.8382
2005-07-27,-1.8051
2005-08-23,5.8824
2005-09-02,4.1667
2005-09-13,-5.0
2005-09-14,1.7544
2005-10-06,-1.7241
2005-10-10,0.3509
2005-10-17,0.0
2005-10-25,4.8951
2005-10-27,0.0
2005-10-28,0.0
2005-11-17,1.6667
2005-11-21,-1.6393
2005-11-22,0.0
2005-11-23,-4.3333
2005-12-21,2.439
2005-12-22,3.7415000000000003
2005-12-23,0.0
2005-12-27,-2.1639
2005-12-28,2.2118
2006-01-09,9.1803
2006-01-10,2.4024
2006-01-11,0.2933
2006-01-12,0.0
2006-02-02,-0.5848
2006-02-21,-5.5882
2006-02-22,9.0343
2006-03-20,8.5714
2006-04-05,-3.4211
2006-04-06,6.267
2006-04-11,-2.5641
2006-04-24,-2.6316
2006-05-05,0.0
2006-05-17,-4.0541
2006-05-19,0.0
2006-05-22,7.0423
2006-07-17,-6.5789
2006-07-18,0.0
2006-08-02,0.0
2006-08-03,-1.4085
2006-08-04,-5.7143
2006-08-07,-2.7273
2006-08-09,2.1807
2006-08-10,0.0
2006-08-11,0.6098
2006-08-14,0.0
2006-08-25,8.7879
2006-09-06,-5.2925
2006-09-07,2.9412000000000003
2006-10-09,0.0
2006-10-11,0.0
2006-10-17,-2.8571
2006-10-18,-1.4706000000000001
2006-10-23,0.0
2006-11-02,-0.2985
2006-11-16,-1.1976
2006-11-20,4.5455
