ticker,CRSB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-08-30,-4.5714
2007-10-10,-0.1996
2007-10-19,-5.0
2007-11-20,5.2632
2007-12-03,-4.5
2007-12-05,0.0
2007-12-13,-3.1309
2007-12-14,8.0964
2008-01-11,-7.5
2008-03-19,0.0
2008-03-20,-2.7027
2008-06-03,-11.1111
2008-06-04,-9.375
2008-06-09,-2.069
2008-06-10,-15.493
2008-06-23,-12.5
2008-06-24,0.0
2008-07-01,-23.8095
2008-07-11,5.0
2008-07-15,-16.6667
2008-07-17,14.2857
2008-07-23,0.0
2008-07-29,6.25
2008-08-14,0.0
2008-08-21,0.0
2008-08-25,100.0
2008-09-10,0.0
2008-10-13,-47.0588
2008-10-16,11.1111
2008-12-01,0.0
2009-01-22,-8.0
2009-01-26,-1.087
2009-02-10,-1.0989
2009-02-17,0.0
2009-04-16,0.0
2009-04-21,0.0
2009-05-20,11.1111
2009-08-11,-15.0
2009-08-18,27.0588
2009-08-19,-12.037
2009-09-03,-8.4211
2009-09-04,3.4483
2009-09-09,-5.5556
2009-09-11,0.0
2009-09-16,-5.8824
2009-09-24,-2.75
2009-10-14,0.7712
2009-10-29,8.4184
2009-11-05,-7.5294
2009-11-10,-8.3969
2009-11-20,4.1667
2009-11-24,6.6667
2009-12-01,-8.75
2009-12-03,0.0
2009-12-15,4.1096
2009-12-31,-5.2632
2010-03-18,25.0
2010-04-01,-5.5556
2010-05-12,11.7647
2010-07-20,26.3158
2010-07-30,-12.5
2010-11-08,0.0
2010-11-18,0.0
2010-12-02,0.0
2010-12-16,14.2857
2010-12-17,8.3333
2010-12-20,-7.6923
2010-12-21,0.0
2010-12-30,1.6667
2010-12-31,0.0
2011-01-14,-11.4754
2011-01-18,1.8519
2011-01-27,10.9091
2011-01-28,0.0
2011-02-04,0.0
2011-02-08,0.8197
2011-02-17,0.813
2011-02-23,0.0
2011-03-08,-1.6129
2011-03-09,0.0
2011-03-15,0.8197
2011-03-16,-0.813
2011-03-17,0.8197
2011-03-30,1.626
2011-04-07,0.8
2011-04-08,0.0
2011-04-14,0.0
2011-04-27,3.1746
2011-05-03,-3.0769
2011-05-18,-2.3810000000000002
2011-05-23,0.0
2011-05-25,1.626
2011-05-26,0.0
2011-06-07,0.8
2011-07-05,-0.7937
2011-07-06,-4.0
2011-07-14,1.6667
2011-07-19,0.0
2011-07-21,-0.1639
2011-07-25,0.0
2011-07-27,0.0
2011-08-10,-13.7931
2011-08-12,-0.9524
2011-08-16,0.0
