ticker,EMCF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,0.8264
2000-01-05,3.2787
2000-01-06,0.0
2000-01-10,-3.9683
2000-01-11,3.3058
2000-01-26,-3.2
2000-01-27,0.0
2000-02-03,2.4793
2000-02-07,-2.4194
2000-02-08,0.0
2000-02-10,0.0
2000-02-11,-0.8264
2000-02-15,0.0
2000-02-17,1.6667
2000-02-22,-1.6393
2000-02-23,3.3333
2000-02-28,0.0
2000-02-29,-3.2258
2000-03-01,1.6667
2000-03-06,-0.6623
2000-03-07,0.0
2000-03-08,0.0
2000-03-10,1.6667
2000-03-15,-4.0984
2000-03-16,0.0
2000-03-29,0.8547
2000-04-03,0.0
2000-04-05,-0.8475
2000-04-10,1.7094
2000-04-17,0.0
2000-04-25,0.8403
2000-05-10,1.6667
2000-05-11,1.6393
2000-05-17,-5.6452
2000-05-22,0.8547
2000-06-12,0.1712
2000-06-15,1.7094
2000-06-16,-1.6806999999999999
2000-06-22,1.7094
2000-06-23,2.521
2000-07-12,-4.0984
2000-07-13,5.9829
2000-07-14,-5.6452
2000-07-24,1.7094
2000-07-25,-1.6806999999999999
2000-07-26,4.2735
2000-08-04,-4.0984
2000-08-11,0.0
2000-08-14,0.8547
2000-08-17,-0.8475
2000-08-18,0.0
2000-08-22,3.8462
2000-08-30,1.3992
2000-08-31,-0.8197
2000-09-27,-2.4793
2000-10-02,3.3898
2000-10-03,-3.2787
2000-10-09,0.0
2000-10-17,0.8475
2000-10-18,2.521
2000-10-19,-2.459
2000-10-23,0.0
2000-11-01,2.521
2000-11-02,0.0
2000-11-03,1.6393
2000-11-06,0.0
2000-11-13,-4.0323
2000-11-29,1.1429
2000-12-04,0.0
2000-12-06,0.0
2000-12-19,-3.3613
2000-12-20,0.0
2000-12-22,0.8696
2000-12-26,-1.7241
2000-12-27,7.0175
2000-12-28,-1.6393
2001-01-03,-5.0
2001-01-04,4.386
2001-01-05,-2.521
2001-01-23,-2.5862
2001-02-01,0.0
2001-02-14,2.6549
2001-02-20,-3.4483
2001-02-22,0.4464
2001-02-23,-0.4444
2001-02-28,3.0369
2001-03-21,1.7544
2001-03-29,-3.4483
2001-03-30,0.0
2001-04-03,1.7856999999999998
2001-04-06,-1.7544
2001-04-20,-0.5714
2001-05-01,-1.2213
2001-05-03,0.0
2001-05-22,7.2727
2001-06-06,-3.9781
2001-06-15,-1.7856999999999998
2001-06-20,0.2909
2001-06-21,-12.9804
2001-06-22,5.0
2001-06-25,-0.7937
