ticker,DGDM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-12,0.0
2009-12-08,0.0
2009-12-09,1.0
2009-12-10,-18.8119
2009-12-11,21.9512
2009-12-15,-18.0
2009-12-21,9.7561
2009-12-22,12.2222
2009-12-24,-15.8416
2009-12-28,0.0
2009-12-29,11.7647
2009-12-31,-34.7368
2010-01-04,0.0
2010-01-07,53.2258
2010-01-08,-5.2632
2010-01-11,0.0
2010-01-12,-1.1111
2010-01-15,-8.9888
2010-01-19,-28.3951
2010-01-20,-12.069
2010-01-22,-33.3333
2010-01-25,-41.1765
2010-01-26,-40.0
2010-01-27,525.0
2010-01-28,-6.6667
2010-02-01,-85.7143
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,-10.0
2010-02-12,1.1111
2010-02-16,-1.0989
2010-02-23,66.6667
2010-02-24,100.0
2010-02-25,0.0
2010-02-26,-50.0
2010-03-01,-33.3333
2010-03-02,170.0
2010-03-03,29.6296
2010-03-04,-28.5714
2010-03-05,-16.0
2010-03-08,23.8095
2010-03-10,-3.8462
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,-37.6
2010-03-16,-23.0769
2010-03-17,25.0
2010-03-18,6.6667
2010-03-19,-6.25
2010-03-22,20.0
2010-03-24,-16.6667
2010-03-25,6.6667
2010-03-26,-5.625
2010-03-29,-0.6623
2010-03-31,0.0
2010-04-01,13.3333
2010-04-05,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,14.7059
2010-04-09,0.0
2010-04-12,2.5641
2010-04-13,-25.0
2010-04-14,0.0
2010-04-15,6.6667
2010-04-16,25.0
2010-04-20,25.0
2010-04-21,0.0
2010-04-23,0.0
2010-04-28,-20.0
2010-04-30,100.0
2010-05-03,-50.0
2010-05-04,25.0
2010-05-06,-4.0
2010-05-07,4.1667
2010-05-10,-12.0
2010-05-11,81.8182
2010-05-18,0.0
2010-05-19,-27.5
2010-05-20,0.0
2010-05-24,37.931
2010-05-28,0.0
2010-06-01,-25.0
2010-06-02,0.0
2010-06-07,16.6667
2010-06-08,2.8571
2010-06-09,-2.7778
2010-06-10,-14.2857
2010-06-11,0.0
2010-06-15,0.0
2010-06-16,-16.6667
2010-06-17,-16.0
2010-06-23,-4.7619
2010-06-24,-15.0
2010-06-25,-5.8824
2010-06-28,-6.25
2010-06-29,0.0
2010-06-30,20.0
2010-07-01,-16.6667
2010-07-02,20.0
2010-07-08,0.0
2010-07-09,-16.6667
2010-07-12,-20.0
2010-07-13,25.0
