ticker,SHMP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-27,7.5
2011-11-03,-13.9535
2014-06-06,-72.973
2015-03-11,8.0
2015-03-12,-2.7778
2015-03-13,0.0
2015-03-16,142.8571
2015-03-17,-3.9215999999999998
2015-03-20,0.0
2015-03-26,-2.0408
2015-04-08,8.3333
2015-04-09,-7.6923
2015-04-21,-16.6667
2015-04-28,-50.0
2015-04-29,50.0
2015-05-08,166.6667
2015-05-11,-75.0
2015-05-12,225.0
2015-05-13,0.0
2015-05-14,-10.7692
2015-05-18,-13.7931
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,-8.0
2015-05-22,-6.5217
2015-05-26,-6.9767
2015-05-27,0.0
2015-05-28,-5.0
2015-06-05,0.0
2015-06-08,-5.2632
2015-06-09,2.7778
2015-06-10,-8.1081
2015-06-11,2.9412000000000003
2015-06-12,1.7143000000000002
2015-06-15,-1.6854
2015-06-16,0.5714
2015-06-17,-2.2727
2015-06-18,4.6512
2015-06-19,0.0
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,-1.1111
2015-06-26,1.1236
2015-06-30,0.0
2015-07-01,11.1111
2015-07-02,-6.5
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,0.0
2015-07-09,6.9519
2015-07-10,-6.5
2015-07-13,-14.4385
2015-07-15,-18.125
2015-07-16,49.6183
2015-07-17,-0.5102
2015-07-24,-10.2564
2015-08-04,0.0
2015-08-07,0.0
2015-08-19,-2.8571
2015-08-21,4.7059
2015-08-31,-1.6854
2015-09-10,2.8571
2015-09-17,0.0
2015-09-18,9.4444
2015-09-24,-1.0152
2015-10-01,1.0256
2015-10-06,1.5228000000000002
2015-10-07,0.0
2015-10-08,0.0
2015-10-26,-85.0
2015-10-27,550.0
2015-11-02,-48.7179
2015-11-03,40.0
2015-11-05,-28.5714
2015-11-06,95.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-16,-5.1282
2015-11-17,5.4054
2015-11-18,-23.0769
2015-11-19,8.0
2015-11-20,-12.963
2015-11-23,-21.9858
2015-11-30,72.7273
2015-12-01,-38.9474
2015-12-02,33.6207
2015-12-04,-2.5806
2015-12-07,9.2715
2015-12-09,-17.5758
2015-12-10,5.1471
2015-12-14,-5.5944
2015-12-15,-11.1111
2015-12-16,0.0
2015-12-17,0.0
2015-12-22,-4.1667
2015-12-24,8.6957
2015-12-28,-12.0
2015-12-29,-40.0
2015-12-30,65.1515
