ticker,SRW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.4735
2000-01-04,-1.087
2000-01-05,0.5495
2000-01-06,0.5464
2000-01-07,1.9928
2000-01-10,0.0
2000-01-11,-1.2433
2000-01-12,0.1799
2000-01-13,0.5386
2000-01-14,-0.8929
2000-01-18,1.6216
2000-01-19,0.8865
2000-01-20,2.2847
2000-01-21,-1.0309
2000-01-24,-1.7361
2000-01-25,-0.7067
2000-01-26,0.3559
2000-01-27,-0.7092
2000-01-28,-0.5357
2000-01-31,1.9748999999999999
2000-02-01,-2.1127
2000-02-02,1.0791
2000-02-03,1.5657999999999999
2000-02-04,-0.5338
2000-02-07,0.0
2000-02-08,-0.1789
2000-02-09,0.8961
2000-02-10,0.1776
2000-02-11,0.1773
2000-02-14,-0.531
2000-02-15,-0.5338
2000-02-16,-0.1789
2000-02-17,0.7168
2000-02-18,-0.7117
2000-02-22,-0.8961
2000-02-23,1.085
2000-02-24,0.1789
2000-02-25,0.0
2000-02-28,-0.1786
2000-02-29,0.0
2000-03-01,0.1789
2000-03-02,-0.5357
2000-03-03,-0.3591
2000-03-06,0.7207
2000-03-07,-1.4311
2000-03-08,0.0
2000-03-09,1.4519
2000-03-10,-1.6099999999999999
2000-03-13,0.7273
2000-03-14,0.1805
2000-03-15,0.9009
2000-03-16,1.7856999999999998
2000-03-17,0.7018
2000-03-20,-2.2648
2000-03-21,0.1783
2000-03-22,0.1779
2000-03-23,1.0657
2000-03-24,0.3515
2000-03-27,1.5762
2000-03-28,-3.4483
2000-03-29,-0.7143
2000-03-30,0.7194
2000-03-31,3.2143
2000-04-03,-0.519
2000-04-04,1.913
2000-04-05,-0.3413
2000-04-06,1.7123
2000-04-07,0.3367
2000-04-10,-1.3423
2000-04-11,-2.8912
2000-04-12,2.2767
2000-04-13,1.1985999999999999
2000-04-14,-1.5228000000000002
2000-04-17,2.4055
2000-04-18,0.3356
2000-04-19,-0.1672
2000-04-20,0.5025
2000-04-24,-0.3333
2000-04-25,0.6689
2000-04-26,-0.6645
2000-04-27,1.505
2000-04-28,0.7908
2000-05-01,0.8292
2000-05-02,-0.1645
2000-05-03,-0.3295
2000-05-04,0.1653
2000-05-05,0.6601
2000-05-08,-1.6393
2000-05-09,0.8333
2000-05-10,0.9917
2000-05-11,-0.6547
2000-05-12,1.1532
2000-05-15,1.4658
2000-05-16,-1.4445999999999999
2000-05-17,-0.3257
2000-05-18,-0.4902
2000-05-19,-0.6568
2000-05-22,0.4959
