ticker,RFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.3529
2000-01-04,-0.5747
2000-01-05,-0.578
2000-01-06,2.907
2000-01-07,1.1299
2000-01-10,-0.5587
2000-01-11,0.0
2000-01-12,0.7191
2000-01-13,-0.5618
2000-01-14,-0.565
2000-01-18,-0.5682
2000-01-19,0.5714
2000-01-20,2.2727
2000-01-21,0.5556
2000-01-24,-2.7624
2000-01-25,-1.1364
2000-01-26,1.1494
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,1.7045
2000-02-01,-1.6760000000000002
2000-02-02,-1.1364
2000-02-03,1.1494
2000-02-04,-1.1364
2000-02-07,-0.5747
2000-02-08,-1.7341
2000-02-09,-1.1764999999999999
2000-02-10,2.3810000000000002
2000-02-11,-1.5814
2000-02-14,2.3810000000000002
2000-02-15,0.0
2000-02-16,1.7442
2000-02-17,-0.5714
2000-02-18,0.5747
2000-02-22,-1.7143000000000002
2000-02-23,0.5814
2000-02-24,-0.578
2000-02-25,-4.0698
2000-02-28,-1.8182
2000-02-29,1.2346
2000-03-01,-0.6098
2000-03-02,2.454
2000-03-03,-1.1976
2000-03-06,0.6061
2000-03-07,-1.2048
2000-03-08,1.2195
2000-03-09,-0.6024
2000-03-10,-0.6061
2000-03-13,1.3902
2000-03-14,-0.6061
2000-03-15,1.2195
2000-03-16,3.6145
2000-03-17,0.0
2000-03-20,-2.3256
2000-03-21,1.1905000000000001
2000-03-22,1.1764999999999999
2000-03-23,2.907
2000-03-24,-2.2599
2000-03-27,1.7341
2000-03-28,-1.1364
2000-03-29,1.1494
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,3.9773
2000-04-04,-6.0109
2000-04-05,1.1628
2000-04-06,2.2989
2000-04-07,1.1236
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,0.7111
2000-04-13,1.6667
2000-04-14,-2.7321999999999997
2000-04-17,-1.1236
2000-04-18,2.8409
2000-04-19,-2.2099
2000-04-20,-0.565
2000-04-24,2.2727
2000-04-25,2.2222
2000-04-26,-2.1739
2000-04-27,0.0
2000-04-28,-1.1111
2000-05-01,3.3708
2000-05-02,2.7174
2000-05-03,-0.5291
2000-05-04,-3.1915
2000-05-05,2.1978
2000-05-08,5.3763
2000-05-09,-5.102
2000-05-10,-1.6129
2000-05-11,0.153
2000-05-12,1.0989
2000-05-15,0.0
2000-05-16,-1.6303999999999998
2000-05-17,0.0
2000-05-18,3.3149
2000-05-19,0.5348
2000-05-22,-2.1277
