ticker,SIXFQ US Equity
2000-05-23,0.5063
2000-05-24,-8.0605
2000-05-25,1.0959
2000-05-26,0.0
2000-05-30,2.439
2000-05-31,0.7937
2000-06-01,-3.1496
2000-06-02,2.168
2000-06-05,-2.6525
2000-06-06,5.9946
2000-06-07,-3.599
2000-06-08,-0.2667
2000-06-09,0.2674
2000-06-12,-5.0667
2000-06-13,-0.5618
2000-06-14,9.322
2000-06-15,-2.3256
2000-06-16,1.3228
2000-06-19,0.2611
2000-06-20,-0.2604
2000-06-21,0.5222
2000-06-22,-0.7792
2000-06-23,-7.0681
2000-06-26,1.4085
2000-06-27,-1.9444
2000-06-28,2.2663
2000-06-29,-1.385
2000-06-30,2.2472
2000-07-03,0.0
2000-07-05,5.4945
2000-07-06,-4.6875
2000-07-07,-0.8197
2000-07-10,3.3058
2000-07-11,-1.3333
2000-07-12,-3.2432
2000-07-13,3.9106
2000-07-14,-2.6882
2000-07-17,-6.0773
2000-07-18,-1.4706000000000001
2000-07-19,-5.6716
2000-07-20,-4.4304
2000-07-21,-3.9735
2000-07-24,-10.6897
2000-07-25,-1.5444
2000-07-26,-5.4902
2000-07-27,2.4896
2000-07-28,3.2389
2000-07-31,-4.7059
2000-08-01,2.0576
2000-08-02,-3.629
2000-08-03,7.113
2000-08-04,2.3438
2000-08-07,-3.0534
2000-08-08,-1.5748
2000-08-09,-3.6
2000-08-10,-7.8838
2000-08-11,0.9009
2000-08-14,0.0
2000-08-15,-3.5714
2000-08-16,1.8519
2000-08-17,7.7273
2000-08-18,1.2658
2000-08-21,0.0
2000-08-22,1.6667
2000-08-23,-1.6393
2000-08-24,1.6667
2000-08-25,-1.2295
2000-08-28,-2.4896
2000-08-29,0.4255
2000-08-30,0.8475
2000-08-31,0.4202
2000-09-01,0.8368
2000-09-05,-2.0747
2000-09-06,0.4237
2000-09-07,2.1097
2000-09-08,-1.6529
2000-09-11,1.2605
2000-09-12,0.8299
2000-09-13,0.0
2000-09-14,3.7037
2000-09-15,-4.3651
2000-09-18,-0.4149
2000-09-19,-0.4167
2000-09-20,0.4184
2000-09-21,-0.8333
2000-09-22,-0.8403
2000-09-25,-1.2711999999999999
2000-09-26,0.4292
2000-09-27,0.4274
2000-09-28,1.7021
2000-09-29,3.7657
2000-10-02,-5.6452
2000-10-03,-1.2821
2000-10-04,-1.7316
2000-10-05,6.6079
2000-10-06,3.719
2000-10-09,-0.3984
2000-10-10,-6.4
2000-10-11,-1.2821
2000-10-12,0.0
2000-10-13,3.0303
2000-10-16,0.8403
2000-10-17,-3.3333
2000-10-18,-1.2931
2000-10-19,3.4934
2000-10-20,-0.4219
2000-10-23,-1.2711999999999999
2000-10-24,2.5751
2000-10-25,-2.0921
2000-10-26,3.8462
2000-10-27,-0.823
2000-10-30,3.7344
2000-10-31,0.0
2000-11-01,-0.8
2000-11-02,8.4677
2000-11-03,-1.1152
2000-11-06,0.7519
2000-11-07,-2.2388
2000-11-08,-0.3817
2000-11-09,-6.5134
2000-11-10,-1.2295
2000-11-13,-1.2448
2000-11-14,5.4622
2000-11-15,-1.992
2000-11-16,-2.0325
2000-11-17,-0.8299
2000-11-20,-3.7657
2000-11-21,1.7391
2000-11-22,-2.1368
2000-11-24,1.31
2000-11-27,0.431
2000-11-28,0.8584
2000-11-29,-1.7021
2000-11-30,-0.4329
2000-12-01,-0.4348
2000-12-04,0.4367
2000-12-05,0.4348
2000-12-06,-1.2987
2000-12-07,0.0
2000-12-08,3.0702
2000-12-11,3.4043
2000-12-12,-3.2922000000000002
2000-12-13,3.4043
2000-12-14,0.823
2000-12-15,-1.2245
2000-12-18,-1.6529
2000-12-19,-0.4202
2000-12-20,0.8439
2000-12-21,0.8368
2000-12-22,5.8091
2000-12-26,-1.9607999999999999
2000-12-27,1.2
2000-12-28,7.5099
2000-12-29,1.1029
2001-01-02,-4.7273
2001-01-03,4.5802
2001-01-04,5.1095
2001-01-05,2.0833
2001-01-08,2.3810000000000002
2001-01-09,-1.3289
2001-01-10,0.0
2001-01-11,-3.0303
2001-01-12,2.4306
2001-01-16,-8.1356
2001-01-17,2.583
2001-01-18,16.5468
2001-01-19,3.7037
2001-01-22,-3.2738
2001-01-23,-0.6154
2001-01-24,0.6192
2001-01-25,-1.2308
2001-01-26,0.9346
2001-01-29,4.4938
2001-01-30,1.1342
2001-01-31,-1.729
2001-02-01,-0.3804
2001-02-02,-3.58
2001-02-05,3.9109
2001-02-06,2.1439
2001-02-07,-0.7463
2001-02-08,-0.141
2001-02-09,-2.1176
2001-02-12,-0.0481
2001-02-13,-4.5214
2001-02-14,2.9219
2001-02-15,1.5663
2001-02-16,-0.5301
2001-02-20,3.4399
2001-02-21,5.3396
2001-02-22,-4.402
2001-02-23,-1.8605
2001-02-26,6.5877
2001-02-27,-0.3557
2001-02-28,-3.6591
2001-03-01,-2.7791
2001-03-02,3.6684
2001-03-05,0.4136
2001-03-06,1.7849
2001-03-07,3.0126
2001-03-08,-2.2261
2001-03-09,-0.5804
2001-03-12,-4.3556
2001-03-13,-4.9296
2001-03-14,-2.321
2001-03-15,0.7078
2001-03-16,-1.4558
2001-03-19,-2.7509
2001-03-20,8.4337
2001-03-21,-1.2077
2001-03-22,-2.2005
2001-03-23,0.5
2001-03-26,1.194
2001-03-27,0.4916
2001-03-28,-1.908
2001-03-29,-2.2444
2001-03-30,-1.2755
2001-04-02,1.8605
2001-04-03,-8.1177
2001-04-04,8.7245
2001-04-05,2.0823
2001-04-06,-1.5423
2001-04-09,1.0611
2001-04-10,1.9
2001-04-11,-0.4416
2001-04-12,-0.2464
2001-04-16,3.2609
2001-04-17,-0.5742
2001-04-18,2.3099
2001-04-19,-0.4704
2001-04-20,-2.0321
2001-04-23,-1.1577
2001-04-24,0.6833
2001-04-25,0.4847
2001-04-26,-1.1095
2001-04-27,4.878
2001-04-30,2.0465
2001-05-01,1.2306
2001-05-02,0.9905
2001-05-03,2.0062
2001-05-04,0.8304
2001-05-07,-0.7369
2001-05-08,-2.5328
2001-05-09,-2.1505
2001-05-10,5.3114
2001-05-11,-1.8696000000000002
2001-05-14,-3.8104
2001-05-15,2.1188
2001-05-16,1.4885
2001-05-17,3.2889
2001-05-18,-4.1738
2001-05-21,0.5837
2001-05-22,2.6786
2001-05-23,-0.3043
2001-05-24,1.3956
2001-05-25,-1.3763
2001-05-29,-0.0436
2001-05-30,-1.7452
2001-05-31,-0.0888
2001-06-01,1.9111
2001-06-04,-4.1867
2001-06-05,-2.5944000000000003
2001-06-06,-0.7944
2001-06-07,0.9892
2001-06-08,1.0261
2001-06-11,-2.5854
2001-06-12,-0.4265
2001-06-13,0.7139
2001-06-14,-3.4499
2001-06-15,-0.6363
2001-06-18,-0.1478
2001-06-19,-0.888
2001-06-20,-0.0498
2001-06-21,-0.8964
2001-06-22,-1.5577999999999999
2001-06-25,-8.2185
2001-06-26,3.8932
2001-06-27,5.7280999999999995
2001-06-28,1.3671
2001-06-29,5.0949
2001-07-02,-0.0475
2001-07-03,-0.6657
2001-07-05,-0.1915
2001-07-06,-3.5492
2001-07-09,-0.0497
2001-07-10,-3.3830999999999998
2001-07-11,-1.9567
2001-07-12,-2.8887
2001-07-13,0.0541
2001-07-16,1.0811
2001-07-17,3.7433
2001-07-18,0.2577
2001-07-19,-8.7918
2001-07-20,1.3529
2001-07-23,-1.5573000000000001
2001-07-24,-2.2599
2001-07-25,-0.1734
2001-07-26,3.9375
2001-07-27,-2.507
2001-07-30,-1.4285999999999999
2001-07-31,-0.9855
2001-08-01,0.9368
2001-08-02,-2.0302
2001-08-03,-2.4275
2001-08-06,0.182
2001-08-07,-2.7862
2001-08-08,-1.9938
2001-08-09,1.0172
2001-08-10,-1.3216
2001-08-13,0.7653
2001-08-14,-2.0253
2001-08-15,3.9406
2001-08-16,0.4351
2001-08-17,-0.9901
2001-08-20,6.875
2001-08-21,-1.2281
2001-08-22,-0.5329
2001-08-23,1.0119
2001-08-24,0.2357
2001-08-27,-1.2346
2001-08-28,-2.0238
2001-08-29,-1.5796000000000001
2001-08-30,-3.5802
2001-08-31,6.4661
2001-09-04,-0.5412
2001-09-05,-1.8742
2001-09-06,-6.4079
2001-09-07,-2.37
2001-09-10,1.0789
2001-09-17,-17.0113
2001-09-18,-5.3859
2001-09-19,-0.2549
2001-09-20,-3.322
2001-09-21,1.4097
2001-09-24,5.2129
2001-09-25,3.3856
2001-09-26,-3.2748
2001-09-27,-1.6515
2001-09-28,2.6868
2001-10-01,1.3900000000000001
2001-10-02,4.8387
2001-10-03,3.8462
2001-10-04,-1.7778
2001-10-05,1.4329
2001-10-08,-2.0818
2001-10-09,-0.0759
2001-10-10,-0.6079
2001-10-11,3.8991
2001-10-12,-2.1339
2001-10-15,-6.0902
2001-10-16,1.2810000000000001
2001-10-17,-3.6364
2001-10-18,-3.2814
2001-10-19,3.4775
2001-10-22,2.459
2001-10-23,-1.2
2001-10-24,-3.1579
2001-10-25,0.6689
2001-10-26,3.3223
2001-10-29,0.7235
2001-10-30,-4.6289
2001-10-31,-1.2551999999999999
2001-11-01,4.9153
2001-11-02,-1.454
2001-11-05,0.3279
2001-11-06,3.7582
2001-11-07,-1.9685000000000001
2001-11-08,4.498
2001-11-09,1.153
2001-11-12,-2.1277
2001-11-13,3.882
2001-11-14,1.3453
2001-11-15,5.4572
2001-11-16,3.2867
2001-11-19,1.5572
2001-11-20,-1.4667
2001-11-21,-2.7064
2001-11-23,1.4604
2001-11-26,1.4393
2001-11-27,-0.4054
2001-11-28,-1.5604
2001-11-29,-1.3784
2001-11-30,0.0699
2001-12-03,-1.1872
2001-12-04,0.7067
2001-12-05,1.6842000000000001
2001-12-06,0.8282
2001-12-07,-1.0267
2001-12-10,0.2075
2001-12-11,-0.8282
2001-12-12,-5.1496
2001-12-13,-2.4211
2001-12-14,1.203
2001-12-17,-0.8172
2001-12-18,-0.4494
2001-12-19,4.9661
2001-12-20,3.2258
2001-12-21,3.4722
2001-12-24,-1.9463
2001-12-26,1.5743
2001-12-27,2.8975999999999997
2001-12-28,3.0124
2001-12-31,-2.225
2002-01-02,0.6502
2002-01-03,-2.7778
2002-01-04,2.6578
2002-01-07,-0.9061
2002-01-08,-0.3919
2002-01-09,-1.9672
2002-01-10,-3.01
2002-01-11,0.069
2002-01-14,-1.1027
2002-01-15,-0.2787
2002-01-16,0.2795
2002-01-17,3.5540000000000003
2002-01-18,-0.1346
2002-01-22,1.4825
2002-01-23,4.3161
2002-01-24,0.8912
2002-01-25,1.4511
2002-01-28,1.7412999999999998
2002-01-29,-4.5844000000000005
2002-01-30,-2.8828
2002-01-31,-0.7916
2002-02-01,0.0665
2002-02-04,-4.9834
2002-02-05,-1.6783000000000001
2002-02-06,-2.1337
2002-02-07,-3.343
2002-02-08,-2.2556
2002-02-11,1.3077
2002-02-12,2.6576
2002-02-13,3.7721999999999998
2002-02-14,1.7819
2002-02-15,-4.0616
2002-02-19,-1.5328
2002-02-20,2.8169
2002-02-21,-0.4326
2002-02-22,-0.5069
2002-02-25,0.4367
2002-02-26,2.6812
2002-02-27,2.5406
2002-02-28,1.5141
2002-03-01,1.0169
2002-03-04,1.9463
2002-03-05,-1.3167
2002-03-06,2.4016
2002-03-07,2.6059
2002-03-08,-1.3333
2002-03-11,1.2227000000000001
2002-03-12,0.9536
2002-03-13,-2.3929
2002-03-14,-0.3226
2002-03-15,-0.7767
2002-03-18,0.4566
2002-03-19,0.4545
2002-03-20,9.5669
2002-03-21,1.8879000000000001
2002-03-22,-2.0266
2002-03-25,-2.1277
2002-03-26,2.7174
2002-03-27,3.7625
2002-03-28,1.1898
2002-04-01,-2.9115
2002-04-02,0.4037
2002-04-03,-3.7335000000000003
2002-04-04,3.4606
2002-04-05,0.0577
2002-04-08,-2.0173
2002-04-09,-0.4706
2002-04-10,4.1371
2002-04-11,-1.2486
2002-04-12,3.1609
2002-04-15,-1.8384
2002-04-16,0.3405
2002-04-17,1.9231
2002-04-18,-0.6659
2002-04-19,0.3352
2002-04-22,-3.0067
2002-04-23,0.4018
2002-04-24,3.1447
2002-04-25,-0.2772
2002-04-26,0.0556
2002-04-29,-0.1667
2002-04-30,1.8364
2002-05-01,-0.2732
2002-05-02,-1.3699
2002-05-03,0.4444
2002-05-06,-0.4978
2002-05-07,-1.2229
2002-05-08,0.7316
2002-05-09,-3.1285
2002-05-10,-3.0565
2002-05-13,0.7139
2002-05-14,3.7803
2002-05-15,2.5042999999999997
2002-05-16,-0.0555
2002-05-17,-2.2778
2002-05-20,-2.2172
2002-05-21,-2.6163
2002-05-22,-1.4925
2002-05-23,1.2121
2002-05-24,1.6766
2002-05-28,-2.4735
2002-05-29,-2.1739
2002-05-30,-1.1111
2002-05-31,0.2497
2002-06-03,-3.5492
2002-06-04,-2.776
2002-06-05,3.2537
2002-06-06,-2.701
2002-06-07,2.6438
2002-06-10,-0.3863
2002-06-11,-4.331
2002-06-12,-5.3378
2002-06-13,1.3562
2002-06-14,-2.3944
2002-06-17,2.9582
2002-06-18,0.7008
2002-06-19,-0.8351
2002-06-20,-2.0351
2002-06-21,0.3582
2002-06-24,-0.571
2002-06-25,-1.1486
2002-06-26,-1.3798
2002-06-27,0.5155
2002-06-28,5.8608
2002-07-01,-9.342600000000001
2002-07-02,-4.2748
2002-07-03,3.5088
2002-07-05,5.9322
2002-07-08,-1.8182
2002-07-09,0.0741
2002-07-10,-3.1828
2002-07-11,0.3058
2002-07-12,-1.1433
2002-07-15,-3.6237
2002-07-16,0.0
2002-07-17,-1.44
2002-07-18,1.8669
2002-07-19,3.9840999999999998
2002-07-22,-1.1494
2002-07-23,-6.5891
2002-07-24,7.8008
2002-07-25,2.8483
2002-07-26,1.5718999999999999
2002-07-29,6.927
2002-07-30,3.5837
2002-07-31,-0.0665
2002-08-01,-1.0652
2002-08-02,-15.2086
2002-08-05,-5.3175
2002-08-06,5.6161
2002-08-07,0.6349
2002-08-08,0.2366
2002-08-09,-3.7766
2002-08-12,-3.0253
2002-08-13,-57.3356
2002-08-14,1.1858
2002-08-15,-3.125
2002-08-16,-17.5403
2002-08-19,15.8924
2002-08-20,6.3291
2002-08-21,2.1825
2002-08-22,5.4369
2002-08-23,-3.4991
2002-08-26,5.5344
2002-08-27,-4.1591
2002-08-28,-3.5849
2002-08-29,1.9569
2002-08-30,-2.6871
2002-09-03,-1.9724
2002-09-04,-1.6097000000000001
2002-09-05,-4.2945
2002-09-06,-0.8547
2002-09-09,-1.0776
2002-09-10,3.7037
2002-09-11,0.8403
2002-09-12,0.2083
2002-09-13,1.2474
2002-09-16,2.4641
2002-09-17,-1.2024
2002-09-18,1.0142
2002-09-19,-12.6506
2002-09-20,6.8966
2002-09-23,-10.3226
2002-09-24,-6.4748
2002-09-25,1.2821
2002-09-26,-4.0506
2002-09-27,-0.7916
2002-09-30,-6.383
2002-10-01,-5.9658999999999995
2002-10-02,2.4169
2002-10-03,-3.2448
2002-10-04,8.8415
2002-10-07,1.1204
2002-10-08,1.108
2002-10-09,-4.9315
2002-10-10,-5.1873
2002-10-11,0.304
2002-10-14,2.4242
2002-10-15,3.8462
2002-10-16,0.8547
2002-10-17,-1.6949
2002-10-18,-1.7241
2002-10-21,5.848
2002-10-22,13.5359
2002-10-23,4.1363
2002-10-24,6.3084
2002-10-25,1.0989
2002-10-28,-2.8261
2002-10-29,1.1186
2002-10-30,-0.4425
2002-10-31,1.5556
2002-11-01,2.8446
2002-11-04,2.1277
2002-11-05,3.75
2002-11-06,-4.2169
2002-11-07,7.7568
2002-11-08,-0.3891
2002-11-11,-0.7813
2002-11-12,5.315
2002-11-13,-3.5514
2002-11-14,-1.1628
2002-11-15,7.8431
2002-11-18,0.0
2002-11-19,1.4545
2002-11-20,1.2545
2002-11-21,1.7699
2002-11-22,4.6957
2002-11-25,3.4884
2002-11-26,6.4205
2002-11-27,5.4299
2002-11-29,3.4335
2002-12-02,-4.9793
2002-12-03,-1.7467000000000001
2002-12-04,-1.1852
2002-12-05,-1.0495
2002-12-06,1.3636
2002-12-09,-4.3347999999999995
2002-12-10,1.875
2002-12-11,0.4601
2002-12-12,-1.2214
2002-12-13,-5.7187
2002-12-16,-2.1311
2002-12-17,-1.005
2002-12-18,-6.9374
2002-12-19,4.1818
2002-12-20,-0.8726
2002-12-23,-3.5211
2002-12-24,-2.0073
2002-12-26,5.2142
2002-12-27,-2.6549
2002-12-30,-0.5455
2002-12-31,4.3876
2003-01-02,7.5306
2003-01-03,-3.0945
2003-01-06,1.1764999999999999
2003-01-07,2.6578
2003-01-08,-3.2362
2003-01-09,-0.1672
2003-01-10,3.6851000000000003
2003-01-13,0.8078
2003-01-14,6.0897
2003-01-15,3.6254
2003-01-16,-3.7901
2003-01-17,-0.4545
2003-01-21,-4.414
2003-01-22,-4.2994
2003-01-23,-0.4992
2003-01-24,-3.3445
2003-01-27,-1.0381
2003-01-28,1.3986
2003-01-29,-0.8621
2003-01-30,-1.913
2003-01-31,-4.4326
2003-02-03,4.2672
2003-02-04,-3.2028
2003-02-05,2.9412000000000003
2003-02-06,-3.5714
2003-02-07,-1.6667
2003-02-10,-0.565
2003-02-11,2.4621
2003-02-12,-0.5545
2003-02-13,-5.0186
2003-02-14,-2.7397
2003-02-18,4.2254
2003-02-19,-0.3861
2003-02-20,9.1085
2003-02-21,1.9538
2003-02-24,-6.6202
2003-02-25,-2.7984999999999998
2003-02-26,-1.1516
2003-02-27,6.0194
2003-02-28,-1.0989
2003-03-03,-1.2963
2003-03-04,-0.5629
2003-03-05,-2.2641999999999998
2003-03-06,-0.9653
2003-03-07,3.8986
2003-03-10,-4.1276
2003-03-11,-0.3914
2003-03-12,-3.3399
2003-03-13,3.0488
2003-03-14,-4.3393
2003-03-17,2.6804
2003-03-18,-1.6064
2003-03-19,1.4285999999999999
2003-03-20,0.0
2003-03-21,10.664
2003-03-24,-4.3636
2003-03-25,7.6046
2003-03-26,1.5901
2003-03-27,-2.4348
2003-03-28,2.4955
2003-03-31,-2.6087
2003-04-01,0.0
2003-04-02,5.3571
2003-04-03,0.339
2003-04-04,-1.6892
2003-04-07,1.2027
2003-04-08,-1.6978
2003-04-09,-5.3541
2003-04-10,2.3723
2003-04-11,-0.713
2003-04-14,3.2316
2003-04-15,-1.5652
2003-04-16,-2.2968
2003-04-17,1.2658
2003-04-21,2.8571
2003-04-22,-1.5625
2003-04-23,1.4109
2003-04-24,2.9565
2003-04-25,-4.5608
2003-04-28,1.4159
2003-04-29,1.5707
2003-04-30,1.0309
2003-05-01,3.7415000000000003
2003-05-02,8.8525
2003-05-05,7.6807
2003-05-06,2.3776
2003-05-07,1.3660999999999999
2003-05-08,-4.3126999999999995
2003-05-09,4.507
2003-05-12,2.965
2003-05-13,0.1309
2003-05-14,-1.8300999999999998
2003-05-15,12.5166
2003-05-16,6.5089
2003-05-19,-8.3333
2003-05-20,-3.0303
2003-05-21,0.75
2003-05-22,-0.9926
2003-05-23,-1.1278
2003-05-27,1.1407
2003-05-28,-4.5113
2003-05-29,3.6745
2003-05-30,-4.6835
2003-06-02,5.4449
2003-06-03,-0.6297
2003-06-04,-1.3942
2003-06-05,0.2571
2003-06-06,-3.9744
2003-06-09,-5.2069
2003-06-10,2.1127
2003-06-11,0.6897
2003-06-12,-0.9589
2003-06-13,0.0
2003-06-16,1.6598000000000002
2003-06-17,-1.7687
2003-06-18,2.0776
2003-06-19,-9.0909
2003-06-20,1.9403000000000001
2003-06-23,-4.246
2003-06-24,0.9174
2003-06-25,0.6061
2003-06-26,0.3012
2003-06-27,-0.4505
2003-06-30,2.2624
2003-07-01,-0.1475
2003-07-02,3.8405
2003-07-03,-3.8407
2003-07-07,0.5917
2003-07-08,2.9412000000000003
2003-07-09,0.2857
2003-07-10,-4.1311
2003-07-11,0.5944
2003-07-14,1.9202
2003-07-15,-2.1739
2003-07-16,-5.6296
2003-07-17,-2.1978
2003-07-18,-18.2986
2003-07-21,-0.1965
2003-07-22,-0.1969
2003-07-23,-3.3531
2003-07-24,-1.6327
2003-07-25,2.6971
2003-07-28,-1.6162
2003-07-29,-2.2587
2003-07-30,-0.2101
2003-07-31,0.0
2003-08-01,-2.1053
2003-08-04,-2.1505
2003-08-05,-3.2967
2003-08-06,7.2727
2003-08-07,-2.7542
2003-08-08,-0.6536
2003-08-11,-1.0965
2003-08-12,-2.439
2003-08-13,0.9091
2003-08-14,4.955
2003-08-15,0.2146
2003-08-18,0.0
2003-08-19,2.7837
2003-08-20,-0.625
2003-08-21,3.1447
2003-08-22,0.0
2003-08-25,0.4065
2003-08-26,3.2389
2003-08-27,3.1373
2003-08-28,3.8023
2003-08-29,-2.0147
2003-09-02,1.3084
2003-09-03,5.5351
2003-09-04,4.5455
2003-09-05,-2.1739
2003-09-08,-1.8803
2003-09-09,-2.439
2003-09-10,1.4285999999999999
2003-09-11,-0.5282
2003-09-12,-2.6549
2003-09-15,0.0
2003-09-16,2.1818
2003-09-17,-2.1352
2003-09-18,0.9091
2003-09-19,-1.982
2003-09-22,1.1029
2003-09-23,-1.8182
2003-09-24,-3.7037
2003-09-25,0.3846
2003-09-26,-3.8314
2003-09-29,4.7809
2003-09-30,0.0
2003-10-01,3.6122
2003-10-02,0.7339
2003-10-03,5.8288
2003-10-06,-0.1721
2003-10-07,1.2069
2003-10-08,-0.1704
2003-10-09,-0.5119
2003-10-10,1.0292
2003-10-13,1.8676
2003-10-14,2.5
2003-10-15,0.9756
2003-10-16,-0.4831
2003-10-17,-3.7217000000000002
2003-10-20,2.8571
2003-10-21,-3.5948
2003-10-22,-1.6949
2003-10-23,1.7241
2003-10-24,-1.1864
2003-10-27,0.8576
2003-10-28,1.3605
2003-10-29,1.6779
2003-10-30,-1.8152
2003-10-31,-0.8403
2003-11-03,3.3898
2003-11-04,4.5902
2003-11-05,1.8809
2003-11-06,0.0
2003-11-07,-1.8462
2003-11-10,0.3135
2003-11-11,1.5625
2003-11-12,2.3077
2003-11-13,3.7594
2003-11-14,-3.6231999999999998
2003-11-17,-2.8571
2003-11-18,3.7152
2003-11-19,-0.7463
2003-11-20,-0.6015
2003-11-21,-1.2103
2003-11-24,0.3063
2003-11-25,3.0534
2003-11-26,1.3333
2003-11-28,-1.3158
2003-12-01,1.4815
2003-12-02,-0.7299
2003-12-03,-1.3235000000000001
2003-12-04,0.7452
2003-12-05,-1.6272
2003-12-08,2.2556
2003-12-09,-2.7941000000000003
2003-12-10,1.3616
2003-12-11,2.9851
2003-12-12,-0.2899
2003-12-15,-4.2151
2003-12-16,3.9454000000000002
2003-12-17,0.7299
2003-12-18,1.4493
2003-12-19,4.2857
2003-12-22,0.411
2003-12-23,2.3192
2003-12-24,0.5333
2003-12-26,-0.9284
2003-12-29,4.6854
2003-12-30,0.3836
2003-12-31,-4.2038
2004-01-02,2.6596
2004-01-05,-0.9067
2004-01-06,0.5229
2004-01-07,2.7308
2004-01-08,-0.6329
2004-01-09,0.0
2004-01-12,-1.4013
2004-01-13,0.1292
2004-01-14,0.0
2004-01-15,0.0
2004-01-16,-0.7742
2004-01-20,4.0312
2004-01-21,-1.75
2004-01-22,0.2545
2004-01-23,1.3959
2004-01-26,-1.1264
2004-01-27,-3.038
2004-01-28,-4.6997
2004-01-29,0.8219
2004-01-30,-1.6303999999999998
2004-02-02,-1.2431
2004-02-03,1.2587
2004-02-04,-4.2818
2004-02-05,1.2987
2004-02-06,3.5613
2004-02-09,-0.8253
2004-02-10,3.7448
2004-02-11,0.4011
2004-02-12,-3.4621
2004-02-13,-1.6552
2004-02-17,4.0673
2004-02-18,0.6739
2004-02-19,1.071
2004-02-20,-1.7219
2004-02-23,-2.2911
2004-02-24,-1.931
2004-02-25,0.9845
2004-02-26,3.7603999999999997
2004-02-27,-0.5369
2004-03-01,3.3738
2004-03-02,0.2611
2004-03-03,1.8229
2004-03-04,-1.5345
2004-03-05,1.6883
2004-03-08,-1.9157
2004-03-09,-0.7813
2004-03-10,7.6115
2004-03-11,-3.7805
2004-03-12,5.0697
2004-03-15,-5.0663
2004-03-16,-1.1436
2004-03-17,2.1851
2004-03-18,-2.0126
2004-03-19,-1.1553
2004-03-22,-1.2987
2004-03-23,-0.6579
2004-03-24,-1.7219
2004-03-25,5.1213
2004-03-26,-0.7692
2004-03-29,0.646
2004-03-30,0.2567
2004-03-31,0.5122
2004-04-01,0.3822
2004-04-02,2.665
2004-04-05,2.3486000000000002
2004-04-06,-0.7246
2004-04-07,-1.7032
2004-04-08,-1.7327
2004-04-12,-0.8816
2004-04-13,-1.5248
2004-04-14,-2.4516
2004-04-15,0.6614
2004-04-16,-0.1314
2004-04-19,0.0
2004-04-20,-0.6579
2004-04-21,1.9868000000000001
2004-04-22,2.5974
2004-04-23,1.8987
2004-04-26,-0.1242
2004-04-27,-0.4975
2004-04-28,-0.125
2004-04-29,-4.2553
2004-04-30,-2.8758
2004-05-03,-0.8075
2004-05-04,-0.9498
2004-05-05,-1.5068000000000001
2004-05-06,4.3115
2004-05-07,-3.8667
2004-05-10,-2.4965
2004-05-11,2.4182
2004-05-12,-2.6389
2004-05-13,0.5706
2004-05-14,0.5674
2004-05-17,-3.385
2004-05-18,2.1898
2004-05-19,-2.5714
2004-05-20,-1.6129
2004-05-21,1.3413
2004-05-24,1.7647
