ticker,MCS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.3256
2000-01-04,-3.6364
2000-01-05,-0.9434
2000-01-06,0.4762
2000-01-07,2.3697
2000-01-10,-5.5556
2000-01-11,-0.4902
2000-01-12,-2.4631
2000-01-13,-2.5253
2000-01-14,5.6995000000000005
2000-01-18,-2.451
2000-01-19,-3.0151
2000-01-20,1.0363
2000-01-21,-5.7026
2000-01-24,1.6393
2000-01-25,2.6882
2000-01-26,-0.5236
2000-01-27,-2.6316
2000-01-28,-2.7027
2000-01-31,-1.1111
2000-02-01,-0.5618
2000-02-02,1.1299
2000-02-03,-5.0279
2000-02-04,-5.2941
2000-02-07,4.3478
2000-02-08,-1.7856999999999998
2000-02-09,-1.2121
2000-02-10,-1.8405
2000-02-11,0.625
2000-02-14,-1.8634
2000-02-15,-1.2658
2000-02-16,1.2821
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,-3.1646
2000-02-24,-0.6536
2000-02-25,3.9474
2000-02-28,-0.6329
2000-02-29,6.3694
2000-03-01,-7.7844
2000-03-02,0.6494
2000-03-03,-1.2903
2000-03-06,-0.6536
2000-03-07,0.6579
2000-03-08,-0.6536
2000-03-09,-1.3158
2000-03-10,-4.6667
2000-03-13,-4.8951
2000-03-14,-1.4706000000000001
2000-03-15,5.2239
2000-03-16,1.4184
2000-03-17,10.4895
2000-03-20,-2.5316
2000-03-21,7.7922
2000-03-22,3.012
2000-03-23,-1.7544
2000-03-24,-0.5952
2000-03-27,4.1916
2000-03-28,-3.4483
2000-03-29,2.9762
2000-03-30,4.0462
2000-03-31,15.0
2000-04-03,-3.8647
2000-04-04,-4.0201
2000-04-05,-10.9948
2000-04-06,-2.3529
2000-04-07,1.8072
2000-04-10,4.7337
2000-04-11,-3.9548
2000-04-12,-3.5294
2000-04-13,1.8293
2000-04-14,0.5988
2000-04-17,2.3810000000000002
2000-04-18,4.6512
2000-04-19,-1.6667
2000-04-20,-2.8927
2000-04-24,-3.5088
2000-04-25,0.6061
2000-04-26,2.4096
2000-04-27,-0.5882
2000-04-28,1.1834
2000-05-01,2.3392
2000-05-02,-1.7143000000000002
2000-05-03,-1.1628
2000-05-04,0.0
2000-05-05,5.8824
2000-05-08,-6.1111
2000-05-09,-1.1834
2000-05-10,-1.7964
2000-05-11,1.8293
2000-05-12,2.9939999999999998
2000-05-15,-2.3256
2000-05-16,3.5714
2000-05-17,0.0
2000-05-18,-4.5977
2000-05-19,5.4217
