ticker,PEO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.1628
2000-01-04,-0.9804
2000-01-05,1.3860999999999999
2000-01-06,2.1484
2000-01-07,1.7208
2000-01-10,-1.6917
2000-01-11,0.7648
2000-01-12,0.9488
2000-01-13,1.5038
2000-01-14,-0.1852
2000-01-18,3.154
2000-01-19,-1.9784000000000002
2000-01-20,-0.9174
2000-01-21,2.2222
2000-01-24,-1.4493
2000-01-25,-1.8382
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,-0.9363
2000-01-31,0.0
2000-02-01,0.189
2000-02-02,-0.7547
2000-02-03,0.3802
2000-02-04,-1.1364
2000-02-07,0.5747
2000-02-08,-0.5714
2000-02-09,-1.9157
2000-02-10,1.3672
2000-02-11,-1.3487
2000-02-14,-0.3906
2000-02-15,2.7451
2000-02-16,1.9466
2000-02-17,0.1883
2000-02-18,-3.7594
2000-02-22,0.1953
2000-02-23,-0.1949
2000-02-24,-0.7812
2000-02-25,0.7874
2000-02-28,-0.7812
2000-02-29,1.3780000000000001
2000-03-01,0.5825
2000-03-02,1.9304999999999999
2000-03-03,-0.5682
2000-03-06,-0.381
2000-03-07,5.7361
2000-03-08,-1.8083
2000-03-09,-2.0258
2000-03-10,-1.5038
2000-03-13,0.0
2000-03-14,0.7634
2000-03-15,0.0
2000-03-16,1.5152
2000-03-17,-0.7463
2000-03-20,-0.3759
2000-03-21,1.6981000000000002
2000-03-22,0.0
2000-03-23,0.1855
2000-03-24,-0.1852
2000-03-27,-0.1855
2000-03-28,0.1859
2000-03-29,3.7106
2000-03-30,1.4311
2000-03-31,1.5873
2000-04-03,-0.3472
2000-04-04,-2.439
2000-04-05,-0.5357
2000-04-06,0.5386
2000-04-07,-1.0714
2000-04-10,-0.722
2000-04-11,1.6364
2000-04-12,0.1789
2000-04-13,-1.25
2000-04-14,-3.0741
2000-04-17,-0.3731
2000-04-18,0.3745
2000-04-19,1.1194
2000-04-20,1.476
2000-04-24,-0.5455
2000-04-25,1.2797
2000-04-26,0.0
2000-04-27,0.722
2000-04-28,-0.1792
2000-05-01,0.7181
2000-05-02,1.6042999999999998
2000-05-03,-1.0526
2000-05-04,0.8865
2000-05-05,1.2302
2000-05-08,1.0417
2000-05-09,0.1718
2000-05-10,0.8576
2000-05-11,2.0408
2000-05-12,0.1667
2000-05-15,1.4975
2000-05-16,0.0
2000-05-17,-0.9508
2000-05-18,0.8319
2000-05-19,-0.33
2000-05-22,0.6623
2000-05-23,-0.9868
