ticker,IAL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.266
2000-01-05,0.0
2000-01-07,-0.7958
2000-01-10,-1.0695000000000001
2000-01-11,-0.5405
2000-01-12,0.2717
2000-01-13,0.0
2000-01-14,-1.084
2000-01-18,-0.8219
2000-01-19,1.105
2000-01-20,0.0
2000-01-21,-0.5464
2000-01-24,0.5495
2000-01-25,0.5464
2000-01-26,-0.5435
2000-01-27,0.0
2000-01-28,-0.2732
2000-02-02,0.274
2000-02-03,0.5464
2000-02-07,-1.087
2000-02-08,0.0
2000-02-09,-0.5495
2000-02-10,-1.9337
2000-02-11,-0.8451
2000-02-14,-2.2727
2000-02-15,-7.5581
2000-02-16,-2.8302
2000-02-17,0.9709
2000-02-18,0.0
2000-02-22,-0.641
2000-02-23,1.9355
2000-02-24,0.0
2000-02-25,-1.2658
2000-02-28,-2.5641
2000-02-29,-0.6579
2000-03-01,0.0
2000-03-02,-1.3245
2000-03-03,-12.0805
2000-03-06,6.1068999999999996
2000-03-07,3.5971
2000-03-08,-4.8611
2000-03-09,-0.7299
2000-03-10,-4.4118
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,-3.0769
2000-03-16,2.6984
2000-03-17,-1.5748
2000-03-20,2.0
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,-1.9607999999999999
2000-03-27,1.2
2000-03-28,0.3953
2000-03-29,0.3937
2000-03-30,-1.5686
2000-03-31,-0.3984
2000-04-03,0.0
2000-04-04,0.8
2000-04-05,0.0
2000-04-06,-0.3968
2000-04-07,-1.1952
2000-04-10,-2.0161
2000-04-11,-2.0576
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,0.0
2000-04-17,0.8403
2000-04-18,0.8333
2000-04-19,0.0
2000-04-20,4.1322
2000-04-24,1.1905000000000001
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,0.0
2000-05-01,0.3922
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,-0.7813
2000-05-09,0.7874
2000-05-10,-1.5625
2000-05-11,1.5873
2000-05-12,-3.125
2000-05-15,-2.4194
2000-05-16,-1.2397
2000-05-17,1.6736
2000-05-18,0.0
2000-05-19,0.4115
2000-05-22,-0.4098
2000-05-23,0.4115
2000-05-24,-2.0492
2000-05-25,-0.4184
2000-05-26,-2.521
2000-05-30,0.431
2000-05-31,0.0
2000-06-01,-0.4292
2000-06-02,-1.7241
