ticker,OMN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.0323
2000-01-04,0.8403
2000-01-05,0.0
2000-01-06,0.8333
2000-01-07,0.8264
2000-01-10,-1.6393
2000-01-11,1.6667
2000-01-12,-1.6393
2000-01-13,5.0
2000-01-14,-1.5873
2000-01-18,-3.2258
2000-01-19,3.3333
2000-01-20,-4.0323
2000-01-21,5.042
2000-01-24,-4.0
2000-01-25,-0.8333
2000-01-26,0.8403
2000-01-27,0.0
2000-01-28,0.8333
2000-01-31,-0.8264
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,1.6667
2000-02-04,-5.7377
2000-02-07,-9.5652
2000-02-08,0.9615
2000-02-09,-0.9524
2000-02-10,3.6538
2000-02-11,-2.8037
2000-02-14,6.7308
2000-02-15,1.8018
2000-02-16,1.7699
2000-02-17,2.6087
2000-02-18,1.6949
2000-02-22,-0.8333
2000-02-23,-8.4034
2000-02-24,-7.3394
2000-02-25,0.0
2000-02-28,0.9901
2000-02-29,2.9412000000000003
2000-03-01,-9.5238
2000-03-02,-6.3158
2000-03-03,2.2472
2000-03-06,1.0989
2000-03-07,-3.2609
2000-03-08,-1.1236
2000-03-09,1.1364
2000-03-10,-2.2472
2000-03-13,-6.8966
2000-03-14,4.9383
2000-03-15,1.1764999999999999
2000-03-16,0.0
2000-03-17,4.6512
2000-03-20,-2.2222
2000-03-21,-1.1364
2000-03-22,1.1494
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,4.5455
2000-03-28,0.0
2000-03-29,2.1739
2000-03-30,2.1277
2000-03-31,-6.25
2000-04-03,6.6667
2000-04-04,6.25
2000-04-05,-6.8627
2000-04-06,-1.0526
2000-04-07,3.1915
2000-04-10,-2.0619
2000-04-11,1.0526
2000-04-12,-2.0833
2000-04-13,-2.1277
2000-04-14,1.087
2000-04-17,2.1505
2000-04-18,0.0
2000-04-19,-3.1579
2000-04-20,-1.087
2000-04-24,4.3956
2000-04-25,5.2632
2000-04-26,5.0
2000-04-27,-4.9524
2000-04-28,-3.0303
2000-05-01,-1.0417
2000-05-02,0.0
2000-05-03,2.1053
2000-05-04,3.0928
2000-05-05,2.0
2000-05-08,-2.9412000000000003
2000-05-09,3.0303
2000-05-10,-0.9804
2000-05-11,-2.9703
2000-05-12,2.0408
2000-05-15,2.0
2000-05-16,-4.902
2000-05-17,4.1237
2000-05-18,-2.9703
2000-05-19,1.0204
2000-05-22,3.0303
2000-05-23,0.0
2000-05-24,3.9215999999999998
