ticker,KCS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-13,-7.6923
2000-01-14,0.0
2000-01-18,16.6667
2000-01-19,21.4286
2000-01-20,-11.7647
2000-01-21,-6.6667
2000-01-24,7.1429
2000-01-25,6.6667
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,-12.5
2000-02-01,0.0
2000-02-02,7.1429
2000-02-03,0.0
2000-02-04,-6.6667
2000-02-07,7.1429
2000-02-08,-6.6667
2000-02-09,0.0
2000-02-10,-7.1429
2000-02-11,-7.6923
2000-02-14,16.6667
2000-02-15,7.1429
2000-02-16,-6.6667
2000-02-17,7.1429
2000-02-18,6.6667
2000-02-22,25.0
2000-02-23,20.0
2000-02-24,-4.1667
2000-02-25,-8.6957
2000-02-28,-4.7619
2000-02-29,10.0
2000-03-01,4.5455
2000-03-02,13.0435
2000-03-03,23.0769
2000-03-06,3.125
2000-03-07,3.0303
2000-03-08,-8.8235
2000-03-09,-12.9032
2000-03-10,7.4074
2000-03-13,-3.4483
2000-03-14,3.5714
2000-03-15,-3.4483
2000-03-16,-3.5714
2000-03-17,-11.1111
2000-03-20,-4.1667
2000-03-21,-4.3478
2000-03-22,18.1818
2000-03-23,-15.3846
2000-03-24,-4.5455
2000-03-27,9.5238
2000-03-28,8.6957
2000-03-29,-12.0
2000-03-30,-4.5455
2000-03-31,4.7619
2000-04-03,-4.5455
2000-04-04,-4.7619
2000-04-05,0.0
2000-04-06,-5.0
2000-04-07,0.0
2000-04-10,-5.2632
2000-04-11,11.1111
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-15.0
2000-04-17,-5.8824
2000-04-18,0.0
2000-04-19,12.5
2000-04-20,-5.5556
2000-04-24,-5.8824
2000-04-25,-12.5
2000-04-26,0.0
2000-04-27,-14.2857
2000-04-28,0.0
2000-05-01,8.3333
2000-05-02,15.3846
2000-05-03,-6.6667
2000-05-04,0.0
2000-05-05,-7.1429
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,7.6923
2000-05-12,14.2857
2000-05-15,-6.25
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,13.3333
2000-05-24,5.8824
2000-05-25,0.0
2000-05-26,-5.5556
2000-05-30,23.5294
2000-05-31,-14.2857
2000-06-01,11.1111
2000-06-02,-5.0
2000-06-05,0.0
2000-06-06,-5.2632
2000-06-07,0.0
2000-06-08,0.0
2000-06-09,-5.5556
