ticker,IPX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.521
2000-01-04,0.0
2000-01-05,-2.459
2000-01-06,5.8824
2000-01-07,-1.5873
2000-01-10,-2.4194
2000-01-11,5.7851
2000-01-12,-2.3438
2000-01-13,-0.8
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,1.6129
2000-01-20,-11.1111
2000-01-21,3.5714
2000-01-24,2.5862
2000-01-25,-7.563
2000-01-26,0.9091
2000-01-27,-6.3063
2000-01-28,0.9615
2000-01-31,9.5238
2000-02-01,-2.6087
2000-02-02,-0.8929
2000-02-03,0.9009
2000-02-04,-0.8929
2000-02-07,0.9009
2000-02-08,-5.3571
2000-02-09,4.717
2000-02-10,0.9009
2000-02-11,-0.8929
2000-02-14,0.9009
2000-02-15,13.392900000000001
2000-02-16,-7.0866
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-5.0847
2000-02-23,-1.7856999999999998
2000-02-24,1.8182
2000-02-25,0.0
2000-02-28,-8.9286
2000-02-29,3.9215999999999998
2000-03-01,2.8302
2000-03-02,1.8349
2000-03-03,0.0
2000-03-06,-2.7027
2000-03-07,-4.6296
2000-03-08,0.0
2000-03-09,-0.9709
2000-03-10,-1.9607999999999999
2000-03-13,-8.0
2000-03-14,8.6957
2000-03-15,3.0
2000-03-16,5.8252
2000-03-17,2.7523
2000-03-20,-5.3571
2000-03-21,-1.8868
2000-03-22,4.8077
2000-03-23,-2.7523
2000-03-24,-5.6604
2000-03-27,-4.0
2000-03-28,11.4583
2000-03-29,-0.9346
2000-03-30,-3.2075
2000-03-31,2.9412000000000003
2000-04-03,4.7619
2000-04-04,-10.0
2000-04-05,-5.0505
2000-04-06,-1.0638
2000-04-07,0.0
2000-04-10,-2.1505
2000-04-11,-2.1978
2000-04-12,-1.1236
2000-04-13,9.0909
2000-04-14,-5.2083
2000-04-17,3.2967
2000-04-18,8.5106
2000-04-19,0.0
2000-04-20,14.7059
2000-04-24,-0.8547
2000-04-25,0.8621
2000-04-26,0.8547
2000-04-27,5.9322
2000-04-28,-6.4
2000-05-01,0.8547
2000-05-02,4.2373
2000-05-03,-0.813
2000-05-04,-0.8197
2000-05-05,-0.8264
2000-05-08,-1.6667
2000-05-09,1.6949
2000-05-10,4.1667
2000-05-11,5.6
2000-05-12,3.0303
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,2.2059
2000-05-18,0.0
2000-05-19,-1.4388
2000-05-22,-2.9196999999999997
2000-05-23,-0.7519
