ticker,YNR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.1484
2000-01-04,-1.6979
2000-01-05,-8.3636
2000-01-06,0.7937
2000-01-07,-2.7559
2000-01-10,0.8097
2000-01-11,-1.8072
2000-01-12,-4.8057
2000-01-13,0.8593
2000-01-14,2.1299
2000-01-18,-1.5641
2000-01-19,2.4364
2000-01-20,-4.2399000000000004
2000-01-21,-0.432
2000-01-24,-1.7354
2000-01-25,-0.9934
2000-01-26,0.3344
2000-01-27,-2.2222
2000-01-28,-3.1818
2000-01-31,1.1737
2000-02-01,4.1763
2000-02-02,-2.4499
2000-02-03,2.1689
2000-02-04,-2.7933
2000-02-07,-0.8046
2000-02-08,-1.854
2000-02-09,1.5348000000000002
2000-02-10,2.3256
2000-02-11,-1.4773
2000-02-14,-0.8074
2000-02-15,-0.5814
2000-02-16,-3.5088
2000-02-17,-9.3333
2000-02-18,7.8877
2000-02-22,1.6109
2000-02-23,3.7805
2000-02-24,2.9377
2000-02-25,-3.1963
2000-02-28,-3.1368
2000-02-29,-1.5834000000000001
2000-03-01,-0.8663
2000-03-02,4.3695
2000-03-03,1.0766
2000-03-06,-5.3254
2000-03-07,-9.75
2000-03-08,-1.385
2000-03-09,-9.5506
2000-03-10,3.4161
2000-03-13,0.0
2000-03-14,-6.3063
2000-03-15,7.6923
2000-03-16,5.506
2000-03-17,-3.2439999999999998
2000-03-20,1.1662
2000-03-21,8.5014
2000-03-22,-1.8592
2000-03-23,1.2179
2000-03-24,5.3476
2000-03-27,8.2487
2000-03-28,-7.6202
2000-03-29,1.0152
2000-03-30,-5.9045
2000-03-31,0.4005
2000-04-03,-4.1223
2000-04-04,-9.154
2000-04-05,-2.9008000000000003
2000-04-06,2.044
2000-04-07,-0.4622
2000-04-10,1.0836
2000-04-11,1.5314
2000-04-12,0.7541
2000-04-13,-0.5988
2000-04-14,-7.2289
2000-04-17,3.2468
2000-04-18,10.0629
2000-04-19,1.7143000000000002
2000-04-20,7.8652
2000-04-24,-11.1979
2000-04-25,21.9941
2000-04-26,-4.0865
2000-04-27,6.015
2000-04-28,5.3191
2000-05-01,-10.101
2000-05-02,-3.1211
2000-05-03,-4.1237
2000-05-04,6.7204
2000-05-05,9.068
2000-05-08,-7.9677
2000-05-09,-7.2773
2000-05-10,0.1353
2000-05-11,4.5946
2000-05-12,-4.0052
2000-05-15,1.2113
2000-05-16,0.5319
2000-05-17,0.0
2000-05-18,-0.1653
2000-05-19,-3.5442
2000-05-22,0.9615
2000-05-23,-2.7211
2000-05-24,0.1399
2000-05-25,-0.5587
2000-05-26,0.8427
2000-05-30,5.6267
2000-05-31,0.7916
2000-06-01,2.6178
2000-06-02,8.1633
2000-06-05,2.8302
2000-06-06,0.4587
2000-06-07,-1.5411000000000001
2000-06-08,0.6377
2000-06-09,-3.5714
2000-06-12,-0.3584
2000-06-13,1.9184999999999999
2000-06-14,2.3529
2000-06-15,1.8391
2000-06-16,5.5305
2000-06-19,0.107
2000-06-20,2.5641
2000-06-21,0.1042
2000-06-22,-3.3299
2000-06-23,-2.4758
2000-06-26,-0.883
2000-06-27,-0.4454
2000-06-28,0.0
2000-06-29,2.4609
2000-06-30,-0.1092
2000-07-03,1.4208
2000-07-05,0.431
2000-07-06,1.5021
2000-07-07,-2.0085
2000-07-10,-2.0496
2000-07-11,-1.9824000000000002
2000-07-12,3.3708
2000-07-13,0.1087
2000-07-14,-0.9772
2000-07-17,-0.1096
2000-07-18,0.5488
2000-07-19,-1.5284
2000-07-20,1.4412
2000-07-21,1.6393
2000-07-24,-0.6452
2000-07-25,-1.0823
2000-07-26,-2.1882
2000-07-27,-1.5659999999999998
2000-07-28,1.5909
2000-07-31,1.1186
2000-08-01,-0.4425
2000-08-02,-1.3333
2000-08-03,-1.0135
2000-08-04,1.7065000000000001
2000-08-07,-0.4474
2000-08-08,1.573
2000-08-09,-0.885
2000-08-10,-0.7813
2000-08-11,-0.1125
2000-08-14,0.6757
2000-08-15,-1.6779
2000-08-16,0.0
2000-08-17,-1.2514
2000-08-18,-2.3041
2000-08-21,0.0
2000-08-22,-3.6557
2000-08-23,2.0808
2000-08-24,0.3597
2000-08-25,3.1288
2000-08-28,-0.7169
2000-08-29,0.5834
2000-08-30,2.8306
2000-08-31,5.6787
2000-09-01,3.5978
2000-09-05,-4.2268
2000-09-06,-1.1841
2000-09-07,-0.4357
2000-09-08,-1.9694
2000-09-11,0.3348
2000-09-12,-5.673
2000-09-13,-0.2358
2000-09-14,1.182
2000-09-15,-0.5841
2000-09-18,-4.3478
2000-09-19,2.2113
2000-09-20,-2.7644
2000-09-21,-2.843
2000-09-22,1.2723
2000-09-25,0.2513
2000-09-26,1.0025
2000-09-27,1.2407
2000-09-28,-2.3284000000000002
2000-09-29,-0.6274
2000-10-02,-1.7677
2000-10-03,-1.1568
