ticker,CPB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.7157
2000-01-04,-3.6913
2000-01-05,-0.2439
2000-01-06,2.109
2000-01-07,1.8933
2000-01-10,-3.2095
2000-01-11,1.0471
2000-01-12,-1.209
2000-01-13,1.7483
2000-01-14,-2.9210000000000003
2000-01-18,-0.531
2000-01-19,-4.6263
2000-01-20,-3.9179
2000-01-21,2.7184
2000-01-24,-5.482
2000-01-25,-2.6
2000-01-26,1.8479999999999999
2000-01-27,-1.2097
2000-01-28,-3.4694
2000-01-31,6.3425
2000-02-01,-6.3618
2000-02-02,-2.1231
2000-02-03,1.7354
2000-02-04,-3.838
2000-02-07,-1.3304
2000-02-08,2.0225
2000-02-09,-2.4229
2000-02-10,-4.9661
2000-02-11,-1.9002
2000-02-14,0.4843
2000-02-15,5.7831
2000-02-16,0.0
2000-02-17,7.0615
2000-02-18,-0.4255
2000-02-22,1.0684
2000-02-23,-2.3256
2000-02-24,-3.8961
2000-02-25,0.0
2000-02-28,1.8018
2000-02-29,0.4425
2000-03-01,1.9824000000000002
2000-03-02,-1.2959
2000-03-03,1.5316999999999998
2000-03-06,0.0
2000-03-07,-4.9569
2000-03-08,9.9773
2000-03-09,-0.4124
2000-03-10,-4.1408
2000-03-13,-2.1598
2000-03-14,-0.883
2000-03-15,6.0134
2000-03-16,14.2857
2000-03-17,-6.25
2000-03-20,6.0784
2000-03-21,-7.2089
2000-03-22,-5.3785
2000-03-23,1.2631999999999999
2000-03-24,1.4553
2000-03-27,-4.3033
2000-03-28,-0.6424
2000-03-29,3.2328
2000-03-30,3.9666
2000-03-31,-1.2048
2000-04-03,-0.2033
2000-04-04,3.666
2000-04-05,-0.8644
2000-04-06,-3.7923999999999998
2000-04-07,-6.639
2000-04-10,3.1111
2000-04-11,-1.5086
2000-04-12,3.2823
2000-04-13,4.8729
2000-04-14,-5.4545
2000-04-17,2.5641
2000-04-18,-5.4167
2000-04-19,-1.1013
2000-04-20,0.0
2000-04-24,0.2227
2000-04-25,3.1111
2000-04-26,-5.3879
2000-04-27,-2.7335000000000003
2000-04-28,-2.5761
2000-05-01,0.2404
2000-05-02,1.6787
2000-05-03,11.5566
2000-05-04,-3.3827
2000-05-05,-0.6565
2000-05-08,3.9648
2000-05-09,-1.4830999999999999
2000-05-10,-1.0753
2000-05-11,1.7391
2000-05-12,-0.4274
2000-05-15,2.5751
2000-05-16,1.8828
2000-05-17,-3.9013999999999998
2000-05-18,-2.5641
2000-05-19,-1.0965
