ticker,RPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.495
2000-01-04,2.9851
2000-01-05,-1.9324
2000-01-06,-1.4778
2000-01-07,1.0
2000-01-10,-0.9901
2000-01-11,0.0
2000-01-12,8.0
2000-01-13,0.0
2000-01-14,0.9259
2000-01-18,0.4587
2000-01-19,-1.3699
2000-01-20,2.3148
2000-01-21,-0.4525
2000-01-24,-0.9091
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,-0.4587
2000-01-28,-1.3825
2000-01-31,0.9346
2000-02-01,0.463
2000-02-02,0.0
2000-02-03,-0.4608
2000-02-04,-0.9259
2000-02-07,-1.4019
2000-02-08,0.9479
2000-02-09,-2.3474
2000-02-10,1.4423
2000-02-11,-0.4739
2000-02-14,0.4762
2000-02-15,1.8957000000000002
2000-02-16,0.4651
2000-02-17,0.463
2000-02-18,0.9217
2000-02-22,-0.4566
2000-02-23,-0.9174
2000-02-24,-0.463
2000-02-25,-0.9302
2000-02-28,-1.4085
2000-02-29,0.0
2000-03-01,5.7143
2000-03-02,1.8018
2000-03-03,0.0
2000-03-06,-0.885
2000-03-07,-0.8929
2000-03-08,1.3514
2000-03-09,0.4444
2000-03-10,-1.7699
2000-03-13,3.1532
2000-03-14,0.0
2000-03-15,-0.4367
2000-03-16,0.0
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,-0.8772
2000-03-22,0.885
2000-03-23,2.193
2000-03-24,-3.0043
2000-03-27,0.885
2000-03-28,4.386
2000-03-29,-0.958
2000-03-30,0.4367
2000-03-31,-0.8696
2000-04-03,0.4386
2000-04-04,-4.8035
2000-04-05,0.9174
2000-04-06,1.8182
2000-04-07,-2.2321
2000-04-10,1.3699
2000-04-11,-0.9009
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,1.8182
2000-04-17,-0.8929
2000-04-18,-0.9009
2000-04-19,0.0
2000-04-20,1.8182
2000-04-24,2.2321
2000-04-25,3.0568
2000-04-26,-2.1186
2000-04-27,-1.2987
2000-04-28,0.0
2000-05-01,0.8772
2000-05-02,2.1739
2000-05-03,-1.2766
2000-05-04,-0.431
2000-05-05,3.0303
2000-05-08,0.0
2000-05-09,-2.521
2000-05-10,-0.8621
2000-05-11,2.6087
2000-05-12,0.8475
2000-05-15,6.7227
2000-05-16,-1.9685000000000001
2000-05-17,-0.4016
2000-05-18,-1.6129
2000-05-19,1.6393
2000-05-23,-2.0161
2000-05-24,-0.823
2000-05-25,1.2448
2000-05-26,-1.2295
