ticker,CNJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,12.5
2000-01-05,5.5556
2000-01-06,8.4211
2000-01-07,7.767
2000-01-10,-0.9009
2000-01-11,-9.0909
2000-01-12,-1.0
2000-01-13,0.0
2000-01-14,5.0505
2000-01-18,1.9231
2000-01-19,5.6604
2000-01-20,1.7856999999999998
2000-01-21,0.0
2000-01-24,-1.7544
2000-01-25,-4.4643
2000-01-26,0.9346
2000-01-27,-3.7037
2000-01-28,-0.9615
2000-01-31,0.0
2000-02-01,0.9709
2000-02-02,0.0
2000-02-03,-0.9615
2000-02-04,0.9709
2000-02-07,-1.9231
2000-02-08,-3.9215999999999998
2000-02-09,-2.0408
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,6.25
2000-02-15,-0.9804
2000-02-16,0.9901
2000-02-17,0.9804
2000-02-18,-1.9417
2000-02-22,0.0
2000-02-23,-0.9901
2000-02-24,3.0
2000-02-25,0.0
2000-02-28,-2.9126
2000-02-29,1.0
2000-03-01,3.9604
2000-03-02,0.9524
2000-03-03,0.0
2000-03-06,1.8868
2000-03-07,3.7037
2000-03-08,-0.8929
2000-03-09,-6.3063
2000-03-10,0.9615
2000-03-13,-3.8095
2000-03-14,0.0
2000-03-15,0.9901
2000-03-16,-0.9804
2000-03-17,4.9505
2000-03-20,-0.9434
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,-0.9524
2000-03-24,0.9615
2000-03-27,-0.9524
2000-03-28,0.9615
2000-03-29,2.8571
2000-03-30,9.2593
2000-03-31,10.1695
2000-04-03,-13.0769
2000-04-04,-14.1593
2000-04-05,13.4021
2000-04-06,-4.5455
2000-04-07,0.0
2000-04-10,-1.9048
2000-04-11,1.9417
2000-04-12,-2.8571
2000-04-13,1.9607999999999999
2000-04-14,-0.9615
2000-04-17,-5.8252
2000-04-18,3.0928
2000-04-19,1.0
2000-04-20,-0.9901
2000-04-24,0.0
2000-04-25,-1.0
2000-04-26,0.0
2000-04-27,2.0202
2000-04-28,-3.9604
2000-05-01,-1.0309
2000-05-02,-3.125
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,1.0753
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,1.0638
2000-05-11,-3.1579
2000-05-12,-2.1739
2000-05-15,2.2222
2000-05-16,-2.1739
2000-05-17,2.2222
2000-05-18,0.0
2000-05-19,2.1739
2000-05-22,0.0
2000-05-23,10.6383
2000-05-24,5.7692
2000-05-25,0.9091
