ticker,TUP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.059
2000-01-04,0.0
2000-01-05,1.9231
2000-01-06,1.1320999999999999
2000-01-07,-1.8657
2000-01-10,0.7605
2000-01-11,-0.7547
2000-01-12,-0.3802
2000-01-13,-0.7634
2000-01-14,-1.1538
2000-01-18,-2.3346
2000-01-19,0.7968
2000-01-20,7.5099
2000-01-21,-7.7206
2000-01-24,-3.1873
2000-01-25,0.0
2000-01-26,4.5267
2000-01-27,3.5433
2000-01-28,-3.4221
2000-01-31,2.7559
2000-02-01,-3.0651
2000-02-02,7.5099
2000-02-03,-1.1029
2000-02-04,0.0
2000-02-07,6.3197
2000-02-08,0.3497
2000-02-09,-2.7875
2000-02-10,1.7921
2000-02-11,1.4085
2000-02-14,1.3889
2000-02-15,1.3699
2000-02-16,0.0
2000-02-17,-2.7027
2000-02-18,-4.8611
2000-02-22,6.5693
2000-02-23,-5.4795
2000-02-24,-3.6231999999999998
2000-02-25,-0.7519
2000-02-28,2.2727
2000-02-29,1.8519
2000-03-01,2.1818
2000-03-02,-5.694
2000-03-03,-1.1320999999999999
2000-03-06,-0.3817
2000-03-07,-3.0651
2000-03-08,-0.3953
2000-03-09,10.7143
2000-03-10,-6.8100000000000005
2000-03-13,-4.6154
2000-03-14,-1.6129
2000-03-15,7.7869
2000-03-16,9.8859
2000-03-17,-5.5363
2000-03-20,-1.8315000000000001
2000-03-21,-0.7463
2000-03-22,-3.188
2000-03-23,3.1496
2000-03-24,-8.0153
2000-03-27,-2.9046
2000-03-28,7.265
2000-03-29,4.3825
2000-03-30,-2.6718
2000-03-31,-0.7843
2000-04-03,0.7905
2000-04-04,0.0
2000-04-05,0.3922
2000-04-06,4.2969
2000-04-07,0.3745
2000-04-10,1.4925
2000-04-11,-2.5735
2000-04-12,3.0189
2000-04-13,1.0989
2000-04-14,-5.0725
2000-04-17,5.7252
2000-04-18,2.5271
2000-04-19,-3.169
2000-04-20,3.2727
2000-04-24,4.5775
2000-04-25,-4.0404
2000-04-26,1.4035
2000-04-27,2.7682
2000-04-28,1.6835
2000-05-01,5.9603
2000-05-02,-2.8125
2000-05-03,-0.6431
2000-05-04,-5.5016
2000-05-05,1.0274
2000-05-08,0.678
2000-05-09,-4.7138
2000-05-10,1.4134
2000-05-11,2.7875
2000-05-12,-2.0339
2000-05-15,-3.1142
2000-05-16,0.0
2000-05-17,-1.4285999999999999
2000-05-18,1.087
2000-05-19,2.8674
2000-05-22,10.453
