ticker,FTO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.7037
2000-01-04,5.3571
2000-01-05,-8.4746
2000-01-06,-2.7778
2000-01-07,-4.7619
2000-01-10,7.0
2000-01-11,2.8037
2000-01-12,1.8182
2000-01-13,-0.8929
2000-01-14,0.9009
2000-01-18,12.5
2000-01-19,3.9683
2000-01-20,-9.1603
2000-01-21,9.2437
2000-01-24,0.0
2000-01-25,-2.3077
2000-01-26,-1.5748
2000-01-27,0.8
2000-01-28,-0.7937
2000-01-31,-2.4
2000-02-01,-7.377
2000-02-02,-1.7699
2000-02-03,-2.7027
2000-02-04,0.9259
2000-02-07,-1.8349
2000-02-08,0.0
2000-02-09,-0.9346
2000-02-10,0.0
2000-02-11,-2.8302
2000-02-14,0.9709
2000-02-15,0.0
2000-02-16,1.9231
2000-02-17,-0.9434
2000-02-18,-3.8095
2000-02-22,-4.9505
2000-02-23,0.0
2000-02-24,8.3333
2000-02-25,-1.9231
2000-02-28,-4.902
2000-02-29,3.0928
2000-03-01,12.0
2000-03-02,4.4643
2000-03-03,0.8547
2000-03-06,5.9322
2000-03-07,0.8
2000-03-08,0.7937
2000-03-09,-8.6614
2000-03-10,0.0
2000-03-13,5.1724
2000-03-14,0.0
2000-03-15,1.6393
2000-03-16,1.6129
2000-03-17,-4.7619
2000-03-20,1.6667
2000-03-21,-4.918
2000-03-22,-2.5862
2000-03-23,-4.4248
2000-03-24,0.0
2000-03-27,-0.9259
2000-03-28,0.9346
2000-03-29,3.7037
2000-03-30,0.8929
2000-03-31,6.1947
2000-04-03,-1.6667
2000-04-04,-5.0847
2000-04-05,0.0
2000-04-06,-7.1429
2000-04-07,3.8462
2000-04-10,1.8519
2000-04-11,0.0
2000-04-12,-0.9091
2000-04-13,0.0
2000-04-14,-5.5046
2000-04-17,-4.8544
2000-04-18,-1.0204
2000-04-19,4.1237
2000-04-20,6.9307
2000-04-24,-1.8519
2000-04-25,-2.8302
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,-0.9709
2000-05-01,-0.9804
2000-05-02,0.0
2000-05-03,-4.9505
2000-05-04,1.0417
2000-05-05,-1.0309
2000-05-08,-2.0833
2000-05-09,7.4468
2000-05-10,0.0
2000-05-11,0.9901
2000-05-12,0.9804
2000-05-15,2.9126
2000-05-16,-7.5472
2000-05-17,8.1633
2000-05-18,-0.9434
2000-05-19,10.4762
2000-05-22,1.7241
2000-05-23,-1.6949
2000-05-24,-4.3103
2000-05-25,-1.8018
