ticker,UDS US Equity
2000-05-23,7.3494
2000-05-24,-0.1122
2000-05-25,-3.1461
2000-05-26,-0.232
2000-05-30,-0.4651
2000-05-31,-3.0374
2000-06-01,2.1687
2000-06-02,-1.1792
2000-06-05,-0.9547
2000-06-06,2.1687
2000-06-07,-0.2358
2000-06-08,-1.182
2000-06-09,-0.1196
2000-06-12,1.4072
2000-06-13,-0.3248
2000-06-14,0.5924
2000-06-15,-2.8269
2000-06-16,5.697
2000-06-19,-1.3761
2000-06-20,-1.7442
2000-06-21,2.6036
2000-06-22,-0.4614
2000-06-23,-1.6221999999999999
2000-06-26,-2.3557
2000-06-27,0.6031
2000-06-28,-0.4796
2000-06-29,-0.4819
2000-06-30,-3.8741
2000-07-03,2.7708
2000-07-05,-4.1667
2000-07-06,-0.5115
2000-07-07,5.3985
2000-07-10,-0.2439
2000-07-11,3.0562
2000-07-12,-3.0842
2000-07-13,0.0
2000-07-14,0.2448
2000-07-17,1.3431
2000-07-18,-0.241
2000-07-19,-0.9662
2000-07-20,-1.9512
2000-07-21,-1.7412999999999998
2000-07-24,-3.038
2000-07-25,-3.6554
2000-07-26,-4.336
2000-07-27,2.8329
2000-07-28,0.8264
2000-07-31,0.0
2000-08-01,-0.5464
2000-08-02,4.1209
2000-08-03,0.6596
2000-08-04,-0.5242
2000-08-07,1.2516
2000-08-08,-1.3663
2000-08-09,0.5277
2000-08-10,1.8373
2000-08-11,1.5464
2000-08-14,0.5076
2000-08-15,1.6162
2000-08-16,0.2513
2000-08-17,1.7544
2000-08-18,-2.5707
2000-08-21,-1.1535
2000-08-22,-1.023
2000-08-23,2.584
2000-08-24,-2.7708
2000-08-25,-0.7772
2000-08-28,-0.2611
2000-08-29,-0.5236
2000-08-30,-0.5263
2000-08-31,-0.6614
2000-09-01,4.261
2000-09-05,0.1277
2000-09-06,2.4234999999999998
2000-09-07,1.6189
2000-09-08,2.0833
2000-09-11,4.6819
2000-09-12,-1.3761
2000-09-13,-0.4651
2000-09-14,-3.5047
2000-09-15,6.7797
2000-09-18,-0.6803
2000-09-19,-1.3699
2000-09-20,-1.8519
2000-09-21,-4.2453
2000-09-22,-0.4926
2000-09-25,-2.7228
2000-09-26,2.2901
2000-09-27,0.7463
2000-09-28,-0.2469
2000-09-29,0.495
2000-10-02,0.4926
2000-10-03,0.7353
2000-10-04,0.7299
2000-10-05,-1.4493
2000-10-06,-0.4902
2000-10-09,2.2167
2000-10-10,1.6867
2000-10-11,-1.1848
2000-10-12,0.9592
2000-10-13,-0.9501
2000-10-16,1.9184999999999999
2000-10-17,-1.1764999999999999
2000-10-18,-0.2381
2000-10-19,2.148
2000-10-20,0.2336
2000-10-23,-0.6993
2000-10-24,-3.5211
2000-10-25,-0.2433
2000-10-26,0.2439
2000-10-27,-1.4599
2000-10-30,2.4691
2000-10-31,1.2048
2000-11-01,3.3333
2000-11-02,-1.1521
2000-11-03,1.6317
2000-11-06,0.2294
2000-11-07,0.2288
2000-11-08,-2.5114
2000-11-09,2.1077
2000-11-10,-0.2294
2000-11-13,-1.8391
2000-11-14,1.4052
2000-11-15,4.8499
2000-11-16,-1.7621
2000-11-17,0.5381
2000-11-20,-0.4505
2000-11-21,1.5836999999999999
2000-11-22,-0.2227
2000-11-24,0.8929
2000-11-27,0.6637
2000-11-28,-0.8791
2000-11-29,-1.5521
2000-11-30,-0.6757
2000-12-01,1.3605
2000-12-04,-1.7896999999999998
2000-12-05,-1.3667
2000-12-06,0.0
2000-12-07,1.6166
2000-12-08,2.7273
2000-12-11,2.2124
2000-12-12,-1.0823
2000-12-13,-1.7505
2000-12-14,-0.8909
2000-12-15,1.573
2000-12-18,3.5398
2000-12-19,0.2137
2000-12-20,0.4264
2000-12-21,0.8493
2000-12-22,1.0526
2000-12-26,1.4583
2000-12-27,1.8479999999999999
2000-12-28,1.6129
2000-12-29,-1.9841
2001-01-02,1.0121
2001-01-03,-5.4108
2001-01-04,-2.5423999999999998
2001-01-05,-0.4348
2001-01-08,2.4017
2001-01-09,-1.4925
2001-01-10,2.1645
2001-01-11,-0.8475
2001-01-12,0.8547
2001-01-16,3.178
2001-01-17,-2.6694
2001-01-18,-1.4768
2001-01-19,-1.2848
2001-01-22,0.0
2001-01-23,2.82
2001-01-24,-0.8439
2001-01-25,2.5532
2001-01-26,-0.6224
2001-01-29,-0.7933
2001-01-30,-0.4377
2001-01-31,-3.348
2001-02-01,4.9685
2001-02-02,2.9667
2001-02-05,6.248
2001-02-06,-0.3352
2001-02-07,-1.284
2001-02-08,4.6764
2001-02-09,3.9349
2001-02-12,2.505
2001-02-13,-0.3888
2001-02-14,-1.0454
2001-02-15,-1.732
2001-02-16,-0.0289
2001-02-20,1.0405
2001-02-21,1.1442
2001-02-22,0.4525
2001-02-23,1.4077
2001-02-26,3.1927
2001-02-27,0.1076
2001-02-28,-2.1768
2001-03-01,-0.1648
2001-03-02,2.3665
2001-03-05,1.6129
2001-03-06,0.3968
2001-03-07,0.448
2001-03-08,0.6034
2001-03-09,0.339
2001-03-12,-0.3378
2001-03-13,-0.8344
2001-03-14,-4.2861
2001-03-15,-2.0055
2001-03-16,-2.6071999999999997
2001-03-19,3.6269
2001-03-20,0.8611
2001-03-21,-1.8728
2001-03-22,-3.9573
2001-03-23,1.1105
2001-03-26,0.5491
2001-03-27,0.6611
2001-03-28,1.2279
2001-03-29,0.3949
2001-03-30,1.6578
2001-04-02,1.5755
2001-04-03,-0.5714
2001-04-04,1.0673
2001-04-05,2.8974
2001-04-06,-2.6316
2001-04-09,6.7027
2001-04-10,-1.3931
2001-04-11,0.7706
2001-04-12,1.0196
2001-04-16,2.8261
2001-04-17,1.1779
2001-04-18,1.8676
2001-04-19,0.5952
2001-04-20,0.2367
2001-04-23,2.6919
2001-04-24,1.0807
2001-04-25,-1.2739
2001-04-26,2.1889
2001-04-27,2.4352
2001-04-30,-0.7044
2001-05-01,-1.5074
2001-05-02,-7.1798
2001-05-03,-0.5577
2001-05-04,4.1453
2001-05-07,18.2393
2001-05-08,1.9423
2001-05-09,4.8739
2001-05-10,0.6668
2001-05-11,0.552
2001-05-14,-0.9149
2001-05-15,0.9788
2001-05-16,-0.6492
2001-05-17,1.476
2001-05-18,1.0545
2001-05-21,0.7557
2001-05-22,-1.4285999999999999
2001-05-23,-3.0797
2001-05-24,-0.5607
2001-05-25,-0.9398
2001-05-29,-0.3795
2001-05-30,-2.0381
2001-05-31,-2.4888
2001-06-01,2.0937
2001-06-04,2.5586
2001-06-05,0.2095
2001-06-06,-2.2805
2001-06-07,-0.8168
2001-06-08,0.0
2001-06-11,-0.4902
2001-06-12,1.3793
2001-06-13,-2.4295
2001-06-14,-1.0558
2001-06-15,-2.3555
2001-06-18,-1.0309
2001-06-19,0.5208
2001-06-20,-0.1658
2001-06-21,-2.2836
2001-06-22,2.6131
2001-06-25,-0.352
2001-06-26,-0.8311
2001-06-27,-1.6341999999999999
2001-06-28,-0.426
2001-06-29,1.0695000000000001
2001-07-02,0.1693
2001-07-03,0.993
2001-07-05,1.841
2001-07-06,-0.2671
2001-07-09,-1.0299
2001-07-10,-1.6233
2001-07-11,-0.7827
2001-07-12,0.6183
2001-07-13,-1.5681
2001-07-16,-1.8298999999999999
2001-07-17,0.5044
2001-07-18,1.3528
2001-07-19,-0.9688
2001-07-20,2.0652
2001-07-23,-1.278
2001-07-24,-1.5102
2001-07-25,0.7667
2001-07-26,0.8696
2001-07-27,0.5603
2001-07-30,0.2786
2001-07-31,0.9831
2001-08-01,1.4815
2001-08-02,-0.4171
2001-08-03,-0.2932
2001-08-06,0.084
2001-08-07,0.1469
2001-08-08,-0.4191
2001-08-09,-0.5682
2001-08-10,-0.1058
2001-08-13,0.4237
2001-08-14,0.2954
2001-08-15,0.915
2001-08-16,0.3135
2001-08-17,0.375
2001-08-20,-0.0415
2001-08-21,0.7267
2001-08-22,1.6284999999999998
2001-08-23,-0.2028
2001-08-24,0.813
2001-08-27,0.1008
2001-08-28,0.4632
2001-08-29,3.8893
2001-08-30,-1.0421
2001-08-31,0.702
2001-09-04,0.5035
2001-09-05,1.0597
2001-09-06,1.0486
2001-09-07,-0.4906
2001-09-10,0.1517
2001-09-17,-4.6763
2001-09-18,-2.3635
2001-09-19,-4.0887
2001-09-20,-0.3181
2001-09-21,1.0638
2001-09-24,-0.2105
2001-09-25,-0.4219
2001-09-26,-1.4830999999999999
2001-09-27,1.5053999999999998
2001-09-28,1.5678
2001-10-01,0.9595
2001-10-02,2.0661
2001-10-03,-0.2227
2001-10-04,-0.3855
2001-10-05,-0.2037
2001-10-08,0.3061
2001-10-09,0.9156
2001-10-10,0.6048
2001-10-11,0.4008
2001-10-12,-0.5988
2001-10-15,0.2008
2001-10-16,-0.02
2001-10-17,-0.0802
2001-10-18,-1.1836
2001-10-19,0.0812
2001-10-22,0.6288
2001-10-23,2.2979
2001-10-24,-2.0493
2001-10-25,1.2875
2001-10-26,2.006
2001-10-29,-0.7788
2001-10-30,-1.0989
2001-10-31,-0.6944
2001-11-01,0.3996
2001-11-02,-0.2587
2001-11-05,-0.6385
2001-11-06,1.2048
2001-11-07,-0.1984
2001-11-08,-0.3181
2001-11-09,0.0199
2001-11-12,-0.3988
2001-11-13,1.3614
2001-11-14,-2.1134
2001-11-15,-2.2397
2001-11-16,0.3096
2001-11-19,-1.4918
2001-11-20,1.5916000000000001
2001-11-21,-1.7728000000000002
2001-11-23,1.0283
2001-11-26,0.7478
2001-11-27,1.3402
2001-11-28,-2.7467
2001-11-29,1.046
2001-11-30,-0.6211
2001-12-03,3.2292
2001-12-04,2.1393
2001-12-05,0.7508
2001-12-06,-0.1177
2001-12-07,0.5498
2001-12-10,-0.7616
2001-12-11,-1.4561
2001-12-12,-1.857
2001-12-13,-0.6104
2001-12-14,-0.7165
2001-12-17,-0.5361
2001-12-18,0.4561
2001-12-19,1.7334
2001-12-20,0.3043
2001-12-21,0.8696
2001-12-24,-0.1604
2001-12-26,0.1807
2001-12-27,-0.6815
2001-12-28,0.0
2001-12-31,-0.1413
