ticker,UDS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.2342
2000-01-04,-2.6163
2000-01-05,0.0
2000-01-06,1.791
2000-01-07,0.0
2000-01-10,-1.4663
2000-01-11,3.5714
2000-01-12,-3.4483
2000-01-13,0.2976
2000-01-14,1.7804
2000-01-18,-0.2915
2000-01-19,1.1696
2000-01-20,0.8671
2000-01-21,5.1576
2000-01-24,-2.9973
2000-01-25,-2.809
2000-01-26,0.578
2000-01-27,2.2989
2000-01-28,-1.1236
2000-01-31,-0.5682
2000-02-01,1.4285999999999999
2000-02-02,1.9718
2000-02-03,1.105
2000-02-04,0.5464
2000-02-07,1.3587
2000-02-08,-2.681
2000-02-09,-0.551
2000-02-10,3.0471
2000-02-11,-1.6129
2000-02-14,-2.1858
2000-02-15,-0.1676
2000-02-16,7.0822
2000-02-17,-1.3228
2000-02-18,-3.7534
2000-02-22,4.7354
2000-02-23,-3.1915
2000-02-24,-2.1978
2000-02-25,-1.9663
2000-02-28,0.5731
2000-02-29,-1.1396
2000-03-01,1.4409
2000-03-02,6.25
2000-03-03,-1.6042999999999998
2000-03-06,-1.9022000000000001
2000-03-07,7.4792
2000-03-08,1.5464
2000-03-09,-3.5533
2000-03-10,2.1053
2000-03-13,-1.5464
2000-03-14,-2.356
2000-03-15,0.8043
2000-03-16,4.2553
2000-03-17,-3.0612
2000-03-20,-2.8947000000000003
2000-03-21,2.168
2000-03-22,1.8568
2000-03-23,-0.7813
2000-03-24,-2.0997
2000-03-27,-0.8043
2000-03-28,-0.5405
2000-03-29,2.1739
2000-03-30,3.4574
2000-03-31,4.3702
2000-04-03,0.9852
2000-04-04,-3.1707
2000-04-05,-2.7708
2000-04-06,-0.5181
2000-04-07,3.9063
2000-04-10,-4.01
2000-04-11,0.0
2000-04-12,3.6554
2000-04-13,0.2519
2000-04-14,-6.2814
2000-04-17,6.9705
2000-04-18,4.2607
2000-04-19,1.4423
2000-04-20,-3.3175
2000-04-24,-1.4706000000000001
2000-04-25,1.7412999999999998
2000-04-26,-2.445
2000-04-27,-3.7594
2000-04-28,3.125
2000-05-01,2.7778
2000-05-02,2.2113
2000-05-03,-3.8462
2000-05-04,3.5
2000-05-05,-0.2415
2000-05-08,-0.2421
2000-05-09,0.7282
2000-05-10,-1.2048
2000-05-11,2.1951
2000-05-12,1.432
2000-05-15,0.4706
2000-05-16,-0.3747
2000-05-17,2.6128
2000-05-18,-1.1574
2000-05-19,-2.1077
2000-05-22,-0.7177
