ticker,UIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.6803
2000-01-04,-4.0541
2000-01-05,0.0
2000-01-06,0.7042
2000-01-07,0.0
2000-01-10,-2.0979
2000-01-11,2.8571
2000-01-12,-3.4722
2000-01-13,1.4388
2000-01-14,-2.8369
2000-01-18,3.6496
2000-01-19,-2.1127
2000-01-20,0.0
2000-01-21,-2.8777
2000-01-24,3.7037
2000-01-25,-1.4285999999999999
2000-01-26,0.7246
2000-01-27,0.0
2000-01-28,2.1583
2000-01-31,-5.9155
2000-02-01,1.5152
2000-02-02,-0.7463
2000-02-03,0.7519
2000-02-04,1.4925
2000-02-07,-1.4706000000000001
2000-02-08,0.7463
2000-02-09,-0.7407
2000-02-10,1.4925
2000-02-11,1.4706000000000001
2000-02-14,-0.7246
2000-02-15,0.7299
2000-02-16,-2.1739
2000-02-17,-0.7407
2000-02-18,0.7463
2000-02-22,1.4815
2000-02-23,2.1898
2000-02-24,0.0
2000-02-25,-2.1429
2000-02-28,1.4599
2000-02-29,-1.4388
2000-03-01,2.1898
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,1.4285999999999999
2000-03-08,-2.1127
2000-03-09,0.7194
2000-03-10,4.2857
2000-03-13,-1.3699
2000-03-14,13.8889
2000-03-15,-1.8293
2000-03-16,-4.3478
2000-03-17,-2.5974
2000-03-20,0.0
2000-03-21,4.6667
2000-03-22,0.6369
2000-03-23,1.8987
2000-03-24,-1.8634
2000-03-27,2.5316
2000-03-28,-6.1728
2000-03-29,5.2632
2000-03-30,-1.875
2000-03-31,1.9108
2000-04-03,-3.75
2000-04-04,-2.5974
2000-04-05,2.6667
2000-04-06,-1.2987
2000-04-07,3.2895
2000-04-10,-4.4586
2000-04-11,-0.6667
2000-04-12,1.3423
2000-04-13,-7.2848
2000-04-14,-1.4285999999999999
2000-04-17,-2.8986
2000-04-18,5.9701
2000-04-19,0.0
2000-04-20,1.4085
2000-04-24,-1.3889
2000-04-25,2.8169
2000-04-26,-2.7397
2000-04-27,1.4085
2000-04-28,-0.6944
2000-05-01,0.6993
2000-05-02,-1.3889
2000-05-03,0.7042
2000-05-04,-0.6993
2000-05-05,0.0
2000-05-08,0.7042
2000-05-09,-0.979
2000-05-10,-2.1429
2000-05-11,0.7299
2000-05-12,-0.7246
2000-05-15,2.1898
2000-05-16,-1.4285999999999999
2000-05-17,4.3478
2000-05-18,-0.6944
2000-05-19,-2.0979
2000-05-22,-1.4285999999999999
