ticker,TNO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.6573
2000-01-04,-1.4368
2000-01-05,-2.3324
2000-01-06,0.8955
2000-01-07,5.9172
2000-01-10,3.0726
2000-01-11,-3.523
2000-01-12,0.1404
2000-01-13,1.5428
2000-01-14,1.3812
2000-01-18,-0.6812
2000-01-19,2.1948
2000-01-20,-3.4899
2000-01-21,0.4172
2000-01-24,3.0471
2000-01-25,-1.3441
2000-01-26,-3.2698
2000-01-27,-0.9859
2000-01-28,-3.4139
2000-01-31,-2.0619
2000-02-01,3.4586
2000-02-02,0.0
2000-02-03,-0.1453
2000-02-04,-1.8923
2000-02-07,-1.6320000000000001
2000-02-08,0.6033
2000-02-09,-0.7496
2000-02-10,-0.1511
2000-02-11,-1.6641
2000-02-14,3.2308
2000-02-15,1.1923
2000-02-16,-1.0309
2000-02-17,-2.8274
2000-02-18,-0.3063
2000-02-22,-0.768
2000-02-23,-1.0836
2000-02-24,-3.1299
2000-02-25,-5.4927
2000-02-28,-3.4188
2000-02-29,4.7788
2000-03-01,0.0
2000-03-02,-2.5338000000000003
2000-03-03,8.1456
2000-03-06,3.0449
2000-03-07,-1.3997
2000-03-08,-1.4196
2000-03-09,2.24
2000-03-10,0.1565
2000-03-13,-5.3125
2000-03-14,1.1551
2000-03-15,-0.261
2000-03-16,7.3892
2000-03-17,-3.6696999999999997
2000-03-20,6.9841
2000-03-21,-4.0059
2000-03-22,3.864
2000-03-23,-1.3393
2000-03-24,1.3575
2000-03-27,-0.4464
2000-03-28,-0.7474
2000-03-29,-3.3133
2000-03-30,-1.7134
2000-03-31,-0.317
2000-04-03,2.7027
2000-04-04,-1.548
2000-04-05,0.9434
2000-04-06,3.1153
2000-04-07,-1.5106000000000002
2000-04-10,-0.3067
2000-04-11,-4.0
2000-04-12,-1.1218
2000-04-13,-0.8104
2000-04-14,-5.5556
2000-04-17,-1.7301
2000-04-18,4.0493
2000-04-19,1.692
2000-04-20,4.6589
2000-04-24,-0.6359
2000-04-25,4.64
2000-04-26,-1.3761
2000-04-27,0.3101
2000-04-28,1.8547
2000-05-01,1.8209
2000-05-02,1.0432
2000-05-03,-4.1298
2000-05-04,3.5385
2000-05-05,3.7147
2000-05-08,-2.149
2000-05-09,-1.0249
2000-05-10,-2.5148
2000-05-11,1.9727000000000001
2000-05-12,-0.744
2000-05-15,1.3493
2000-05-16,2.3669000000000002
2000-05-17,-0.7225
2000-05-18,-2.329
2000-05-19,-1.1923
