ticker,TNO US Equity
2000-05-22,1.0558
2000-05-23,0.1493
2000-05-24,0.7452
2000-05-25,1.7751000000000001
2000-05-26,-2.3256
2000-05-30,4.4643
2000-05-31,-0.4274
2000-06-01,0.2861
2000-06-02,2.4251
2000-06-05,-0.6964
2000-06-06,-0.9818
2000-06-07,0.2833
2000-06-08,-2.9661
2000-06-09,0.7278
2000-06-12,-6.0694
2000-06-13,1.3846
2000-06-14,2.0334
2000-06-15,0.2985
2000-06-16,0.8929
2000-06-19,-1.9174
2000-06-20,1.9548999999999999
2000-06-21,6.4897
2000-06-22,-0.554
2000-06-23,-3.6212
2000-06-26,-2.6012
2000-06-27,-3.2641
2000-06-28,5.5215
2000-06-29,-3.0523
2000-06-30,5.3036
2000-07-03,-1.4771
2000-07-05,1.1561
2000-07-06,-0.7143
2000-07-07,0.1439
2000-07-10,0.1437
2000-07-11,1.1478
2000-07-12,1.7021
2000-07-13,0.8368
2000-07-14,2.213
2000-07-17,0.406
2000-07-18,-1.6173
2000-07-19,2.1918
2000-07-20,1.7426
2000-07-21,-3.2938
2000-07-24,-1.0899
2000-07-25,1.6529
2000-07-26,6.3686
2000-07-27,2.0382
2000-07-28,-1.4981
2000-07-31,-1.0139
2000-08-01,-0.5122
2000-08-02,1.6731
2000-08-03,-0.2532
2000-08-04,0.6345
2000-08-07,0.8827
2000-08-08,2.875
2000-08-09,1.2151
2000-08-10,-0.6002
2000-08-11,1.6907999999999999
2000-08-14,-7.1259
2000-08-15,1.2788
2000-08-16,-2.5253
2000-08-17,-1.0363
2000-08-18,0.5236
2000-08-21,1.0417
2000-08-22,-2.7062
2000-08-23,0.2649
2000-08-24,-0.5284
2000-08-25,-2.1248
2000-08-28,1.6282
2000-08-29,-1.7356
2000-08-30,0.2717
2000-08-31,0.542
2000-09-01,-1.6173
2000-09-05,-2.8767
2000-09-06,-0.7052
2000-09-07,-14.7727
2000-09-08,4.3333
2000-09-11,3.5144
2000-09-12,-1.3889
2000-09-13,-0.5634
2000-09-14,0.158
2000-09-15,0.1577
2000-09-18,-1.6535
2000-09-19,1.201
2000-09-20,-3.1646
2000-09-21,-1.9607999999999999
2000-09-22,-2.0
2000-09-25,1.3605
2000-09-26,0.1678
2000-09-27,-1.5074999999999998
2000-09-28,3.7415000000000003
2000-09-29,-6.3934
2000-10-02,12.0841
2000-10-03,-4.8438
2000-10-04,-0.4926
2000-10-05,-2.3102
2000-10-06,-2.027
2000-10-09,-2.4138
2000-10-10,1.4134
2000-10-11,-3.1359
2000-10-12,-2.8777
2000-10-13,5.1852
2000-10-16,0.5282
2000-10-17,-4.3783
2000-10-18,-0.5495
2000-10-19,4.4199
2000-10-20,1.5873
2000-10-23,-2.2569
2000-10-24,1.7762
2000-10-25,2.0942
2000-10-26,1.0256
2000-10-27,-1.3536000000000001
2000-10-30,1.5436999999999999
2000-10-31,1.8580999999999999
2000-11-01,-0.1658
2000-11-02,-0.4983
2000-11-03,-1.1686
2000-11-06,8.1081
2000-11-07,-2.1875
2000-11-08,-2.2364
2000-11-09,1.7974
2000-11-10,-1.2841
2000-11-13,-1.626
2000-11-14,2.1488
2000-11-15,-1.4563
2000-11-16,-2.9557
2000-11-17,0.1692
2000-11-20,-1.8580999999999999
2000-11-21,3.6145
2000-11-22,-4.9834
2000-11-24,1.7483
2000-11-27,2.2337
2000-11-28,-3.6975
2000-11-29,1.0471
2000-11-30,-1.3817
2000-12-01,2.2767
2000-12-04,-0.5137
2000-12-05,2.926
2000-12-06,-1.505
2000-12-07,-0.8489
2000-12-08,3.7671
2000-12-11,-3.7954
2000-12-12,1.3721999999999999
2000-12-13,1.5905
2000-12-14,0.0
2000-12-15,0.3344
2000-12-18,5.0
2000-12-19,-1.746
2000-12-20,-3.7157
2000-12-21,4.5302
2000-12-22,1.6051
2000-12-26,1.2638
2000-12-27,7.3323
2000-12-28,1.5988
2000-12-29,-2.7182
2001-01-02,-7.7941
2001-01-03,7.0175
2001-01-04,-1.0432
2001-01-05,-0.9036
2001-01-08,-2.7356
2001-01-09,0.0
2001-01-10,0.1562
2001-01-11,4.6802
2001-01-12,-1.4903
2001-01-16,-0.6051
2001-01-17,0.9132
2001-01-18,-1.81
2001-01-19,-1.0753
2001-01-22,-5.4348
2001-01-23,5.4187
2001-01-24,0.9346
2001-01-25,0.7716
2001-01-26,-1.8377
2001-01-29,3.0889
2001-01-30,-1.7191
2001-01-31,0.5913
2001-02-01,-0.5143
2001-02-02,-1.4771
2001-02-05,-0.3748
2001-02-06,0.928
2001-02-07,-0.2237
2001-02-08,1.6189
2001-02-09,-0.1225
2001-02-12,-2.6994
2001-02-13,0.1009
2001-02-14,1.159
2001-02-15,0.3736
2001-02-16,-0.3722
2001-02-20,-1.2453
2001-02-21,-4.2119
2001-02-22,-0.4739
2001-02-23,-0.9259
2001-02-26,2.3498
2001-02-27,-0.0783
2001-02-28,0.5222
2001-03-01,-5.2208
2001-03-02,2.7679
2001-03-05,2.0
2001-03-06,1.8300999999999998
2001-03-07,0.8986
2001-03-08,-3.2824
2001-03-09,0.342
2001-03-12,-1.5469
2001-03-13,-0.0799
2001-03-14,-0.0533
2001-03-15,0.1333
2001-03-16,5.107
2001-03-19,-3.0272
2001-03-20,0.6034
2001-03-21,-0.2608
2001-03-22,-3.0065
2001-03-23,-0.3235
2001-03-26,-1.0546
2001-03-27,6.3132
2001-03-28,-1.4139
2001-03-29,-0.5476
2001-03-30,-1.0225
2001-04-02,0.7947
2001-04-03,0.1314
2001-04-04,-0.2625
2001-04-05,3.9474
2001-04-06,-3.1899
2001-04-09,2.7458
2001-04-10,0.1527
2001-04-11,0.6353
2001-04-12,0.303
2001-04-16,0.4532
2001-04-17,1.8797000000000001
2001-04-18,3.936
2001-04-19,1.4201
2001-04-20,-0.4667
2001-04-23,-2.4619
2001-04-24,-2.1635
2001-04-25,1.0811
2001-04-26,-1.0209
2001-04-27,-5.943
2001-04-30,-0.2611
2001-05-01,-0.0262
2001-05-02,0.3404
2001-05-03,-0.0522
2001-05-04,1.8277
2001-05-07,1.0256
2001-05-08,0.7614
2001-05-09,1.5617
2001-05-10,0.4464
2001-05-11,0.1235
2001-05-14,-0.0493
2001-05-15,-0.6908
2001-05-16,3.4783
2001-05-17,1.6566999999999998
2001-05-18,2.1493
2001-05-21,0.3468
2001-05-22,0.6912
2001-05-23,-0.2517
2001-05-24,0.3671
2001-05-25,0.0229
2001-05-29,0.1371
2001-05-30,-1.9398
2001-05-31,-3.0827
2001-06-01,0.5301
2001-06-04,1.7737
2001-06-05,1.9783
2001-06-06,-1.1316
2001-06-07,-2.1023
2001-06-08,-0.2147
2001-06-11,-1.5543
2001-06-12,1.0444
2001-06-13,0.9615
2001-06-14,-2.8095
2001-06-15,-14.8947
2001-06-18,-3.5694
2001-06-19,-0.9552
2001-06-20,-3.1043
2001-06-21,-0.4355
2001-06-22,0.7498
