ticker,TKF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.7042
2000-01-04,5.2448
2000-01-05,-0.9967
2000-01-06,-3.0201
2000-01-07,0.0
2000-01-10,1.7301
2000-01-11,-0.3401
2000-01-12,2.0478
2000-01-13,4.3478
2000-01-14,8.9744
2000-01-18,2.0588
2000-01-19,-5.4755
2000-01-20,-0.6098
2000-01-21,-5.5215
2000-01-24,-1.2987
2000-01-25,-2.9605
2000-01-26,2.3729
2000-01-27,2.3179
2000-01-28,-0.3236
2000-01-31,-3.8961
2000-02-01,-1.0135
2000-02-02,-4.0956
2000-02-03,-1.4235
2000-02-04,5.4152000000000005
2000-02-07,-1.0274
2000-02-08,1.0381
2000-02-09,-5.4795
2000-02-10,3.9855
2000-02-11,-2.0906
2000-02-14,-1.7793999999999999
2000-02-15,2.5362
2000-02-16,2.1201
2000-02-17,-1.7301
2000-02-18,-1.4085
2000-02-22,-8.5714
2000-02-23,-3.5156
2000-02-24,6.8826
2000-02-25,8.3333
2000-02-28,-2.0979
2000-02-29,2.8571
2000-03-01,6.25
2000-03-02,-0.6536
2000-03-03,-2.6316
2000-03-06,-1.6892
2000-03-07,3.0928
2000-03-08,-1.3333
2000-03-09,6.7568
2000-03-10,-2.5316
2000-03-13,-4.5455
2000-03-14,2.7211
2000-03-15,0.0
2000-03-16,1.6556
2000-03-17,0.3257
2000-03-20,-0.974
2000-03-21,0.3279
2000-03-22,-1.3072
2000-03-23,0.0
2000-03-24,-1.3245
2000-03-27,-0.6711
2000-03-28,-1.6892
2000-03-29,-4.4674
2000-03-30,-5.3957
2000-03-31,6.4639
2000-04-03,-0.7143
2000-04-04,0.0
2000-04-05,-5.036
2000-04-06,6.4394
2000-04-07,2.4911
2000-04-10,-2.0833
2000-04-11,-3.5461
2000-04-12,1.4706000000000001
2000-04-13,6.5217
2000-04-14,-1.7006999999999999
2000-04-17,-5.1903
2000-04-18,0.7299
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,-0.7246
2000-04-25,8.7591
2000-04-26,1.0067
2000-04-27,-1.6611
2000-04-28,1.6892
2000-05-01,0.3322
2000-05-02,0.9934
2000-05-03,-1.9672
2000-05-04,-3.6789
2000-05-05,1.7361
2000-05-08,-3.0717
2000-05-09,0.3521
2000-05-10,-1.7544
2000-05-11,1.4285999999999999
2000-05-12,-1.0563
2000-05-15,-2.4911
2000-05-16,2.1898
2000-05-17,-0.3571
2000-05-18,-3.9427
2000-05-19,-2.9851
2000-05-22,-3.0769
