ticker,NHL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.6944
2000-01-04,-1.1494
2000-01-05,-0.4651
2000-01-06,2.3364
2000-01-07,1.3699
2000-01-10,1.1261
2000-01-11,-0.6682
2000-01-12,-1.3453
2000-01-13,0.0
2000-01-14,-0.2273
2000-01-18,0.6834
2000-01-19,1.81
2000-01-20,0.6667
2000-01-21,-0.6623
2000-01-24,-1.7778
2000-01-25,1.5836999999999999
2000-01-26,1.1136
2000-01-27,-0.2203
2000-01-28,-1.1038000000000001
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,-0.4018
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,2.0501
2000-02-08,0.2232
2000-02-09,-0.6682
2000-02-10,0.2242
2000-02-11,0.4474
2000-02-14,0.0
2000-02-15,-0.4454
2000-02-16,-0.4474
2000-02-17,1.573
2000-02-18,-0.6637
2000-02-22,-0.2227
2000-02-23,0.0
2000-02-24,-0.8929
2000-02-25,0.4505
2000-02-28,0.2242
2000-02-29,0.8949
2000-03-01,0.4435
2000-03-02,-2.8698
2000-03-03,0.0
2000-03-06,-0.2273
2000-03-07,0.2278
2000-03-08,-0.2273
2000-03-09,0.2278
2000-03-10,0.0
2000-03-13,-0.9091
2000-03-14,0.6881
2000-03-15,0.2278
2000-03-16,0.4545
2000-03-17,-0.2262
2000-03-20,0.4535
2000-03-21,-0.2257
2000-03-22,0.4525
2000-03-23,1.5766
2000-03-24,-0.2217
2000-03-27,0.8889
2000-03-28,-0.2203
2000-03-29,-1.5453000000000001
2000-03-30,0.2242
2000-03-31,1.1186
2000-04-03,-1.3274
2000-04-04,-0.8969
2000-04-05,-0.905
2000-04-06,0.0
2000-04-07,0.2283
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,1.3667
2000-04-13,-0.8989
2000-04-14,-3.4013999999999998
2000-04-17,0.2347
2000-04-18,0.2342
2000-04-19,-1.4019
2000-04-20,1.4218
2000-04-24,-0.4673
2000-04-25,0.939
2000-04-26,-0.9302
2000-04-27,1.4085
2000-04-28,0.0
2000-05-01,3.4722
2000-05-02,-1.5659999999999998
2000-05-03,1.8182
2000-05-04,1.5625
2000-05-05,0.4396
2000-05-08,0.0
2000-05-09,0.2188
2000-05-10,-1.5284
2000-05-11,-1.7738
2000-05-12,1.1287
2000-05-15,-0.6696
2000-05-16,0.8989
2000-05-17,0.6682
2000-05-18,0.0
2000-05-19,-1.3274
2000-05-22,-1.1211
2000-05-23,0.907
2000-05-24,0.0
