ticker,FDO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.9808
2000-01-04,5.2419
2000-01-05,9.1954
2000-01-06,1.7544
2000-01-07,-1.0345
2000-01-10,-2.0906
2000-01-11,0.0
2000-01-12,-1.4235
2000-01-13,0.0
2000-01-14,-1.8051
2000-01-18,-0.3676
2000-01-19,3.69
2000-01-20,1.7793999999999999
2000-01-21,-3.8462
2000-01-24,-4.3636
2000-01-25,1.5209000000000001
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,-1.8727
2000-01-31,-1.9083999999999999
2000-02-01,1.5564
2000-02-02,-0.3831
2000-02-03,17.6923
2000-02-04,-1.9607999999999999
2000-02-07,-1.6667
2000-02-08,3.3898
2000-02-09,-2.623
2000-02-10,-4.7138
2000-02-11,-3.8869
2000-02-14,-1.8382
2000-02-15,5.2434
2000-02-16,0.3559
2000-02-17,-5.3191
2000-02-18,-3.3708
2000-02-22,0.7752
2000-02-23,0.7692
2000-02-24,-3.8167999999999997
2000-02-25,3.9683
2000-02-28,5.7252
2000-02-29,0.361
2000-03-01,5.7554
2000-03-02,-7.483
2000-03-03,-1.8382
2000-03-06,-0.7491
2000-03-07,-1.5093999999999999
2000-03-08,-4.5977
2000-03-09,1.6064
2000-03-10,1.9763
2000-03-13,-0.8217
2000-03-14,0.0
2000-03-15,8.2353
2000-03-16,15.942
2000-03-17,1.875
2000-03-20,1.8405
2000-03-21,2.4096
2000-03-22,-1.1764999999999999
2000-03-23,-5.9524
2000-03-24,0.3165
2000-03-27,-2.5237
2000-03-28,-1.2945
2000-03-29,4.2623
2000-03-30,3.1447
2000-03-31,1.5244
2000-04-03,-2.4024
2000-04-04,-2.7692
2000-04-05,2.5316
2000-04-06,-0.3086
2000-04-07,4.3344
2000-04-10,1.4837
2000-04-11,2.924
2000-04-12,-1.7045
2000-04-13,-3.4682
2000-04-14,-3.2934
2000-04-17,-8.3591
2000-04-18,0.0
2000-04-19,-3.3784
2000-04-20,6.6434
2000-04-24,0.0
2000-04-25,1.6393
2000-04-26,1.6129
2000-04-27,0.9524
2000-04-28,-4.0881
2000-05-01,3.9344
2000-05-02,2.8391
2000-05-03,-4.2945
2000-05-04,6.7308
2000-05-05,4.5045
2000-05-08,-4.3103
2000-05-09,4.5045
2000-05-10,-2.8736
2000-05-11,2.3669000000000002
2000-05-12,0.0
2000-05-15,1.7341
2000-05-16,-2.5568
2000-05-17,-4.9563
2000-05-18,-1.227
2000-05-19,-1.5528
2000-05-22,0.0
