ticker,ZD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.3715
2000-01-04,-1.2146
2000-01-05,3.6885
2000-01-06,1.1858
2000-01-07,2.3438
2000-01-10,5.3435
2000-01-11,0.7246
2000-01-12,-4.6763
2000-01-13,2.6414999999999997
2000-01-14,0.7353
2000-01-18,6.2044
2000-01-19,-1.7182
2000-01-20,0.3497
2000-01-21,0.3484
2000-01-24,1.7361
2000-01-25,0.6826
2000-01-26,3.0508
2000-01-27,-0.9868
2000-01-28,-4.9834
2000-01-31,-2.7972
2000-02-01,3.2374
2000-02-02,1.0453
2000-02-03,0.6897
2000-02-04,1.3699
2000-02-07,2.7027
2000-02-08,4.6053
2000-02-09,3.1447
2000-02-10,-2.7439
2000-02-11,-2.5078
2000-02-14,1.9293
2000-02-15,0.3155
2000-02-16,0.2752
2000-02-17,-0.588
2000-02-18,-4.7318999999999996
2000-02-22,-2.649
2000-02-23,-2.0408
2000-02-24,0.3472
2000-02-25,3.4602
2000-02-28,0.0
2000-02-29,1.6722000000000001
2000-03-01,-1.3158
2000-03-02,0.3333
2000-03-03,-1.6611
2000-03-06,-1.6892
2000-03-07,-0.3436
2000-03-08,2.7586
2000-03-09,-1.0067
2000-03-10,-1.3559
2000-03-13,-2.0619
2000-03-14,-1.7544
2000-03-15,-2.8571
2000-03-16,0.3676
2000-03-17,1.0989
2000-03-20,-2.1739
2000-03-21,2.5926
2000-03-22,-1.8051
2000-03-23,1.4706000000000001
2000-03-24,-1.4493
2000-03-27,-2.5735
2000-03-28,-3.0189
2000-03-29,-2.7237
2000-03-30,-0.8
2000-03-31,0.8065
2000-04-03,-7.6
2000-04-04,-2.5974
2000-04-05,3.5556
2000-04-06,-5.5794
2000-04-07,1.3636
2000-04-10,-4.4843
2000-04-11,0.0
2000-04-12,-6.1033
2000-04-13,-8.0
2000-04-14,-12.5
2000-04-17,-11.1801
2000-04-18,7.6923
2000-04-19,2.5974
2000-04-20,-2.5316
2000-04-24,-4.5455
2000-04-25,3.4013999999999998
2000-04-26,-3.2895
2000-04-27,-0.6803
2000-04-28,7.5342
2000-05-01,8.9172
2000-05-02,1.1696
2000-05-03,-1.7341
2000-05-04,2.9412000000000003
2000-05-05,0.5714
2000-05-08,-2.8409
2000-05-09,-0.5848
2000-05-10,-2.9412000000000003
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,-6.0606
2000-05-16,1.9355
2000-05-17,1.2658
2000-05-18,-1.25
2000-05-19,0.0
2000-05-22,-2.5316
2000-05-23,-5.8442
2000-05-24,-4.8276
2000-05-25,3.6231999999999998
2000-05-26,2.0979
2000-05-30,2.0548
2000-05-31,-9.396
2000-06-01,5.1852
2000-06-02,9.1549
2000-06-05,0.6452
2000-06-06,-0.641
2000-06-07,0.0
2000-06-08,8.3871
2000-06-09,8.3333
2000-06-12,-4.9451
2000-06-13,-1.1561
2000-06-14,1.1696
2000-06-15,0.578
2000-06-16,-8.6207
2000-06-19,3.1447
2000-06-20,-0.6098
2000-06-21,-0.6135
2000-06-22,-4.9383
2000-06-23,-1.2987
2000-06-26,-0.6579
2000-06-27,-4.6358
2000-06-28,6.25
2000-06-29,-6.5359
2000-06-30,0.6993
2000-07-03,2.0833
2000-07-05,0.6803
2000-07-06,8.1081
2000-07-07,1.25
2000-07-10,7.4074
2000-07-11,4.5977
2000-07-12,1.0989
2000-07-13,-1.087
2000-07-14,7.1429
2000-07-17,-4.7113
2000-07-18,-2.0521
2000-07-19,16.4835
2000-07-20,8.4906
2000-07-21,-3.4783
2000-07-24,1.3514
2000-07-25,-0.8889
2000-07-26,-0.8969
2000-07-27,-0.905
2000-07-28,-1.3699
2000-07-31,5.5556
2000-08-01,0.0
2000-08-02,-1.3158
2000-08-03,-2.2222
2000-08-04,1.8182
2000-08-07,-1.7856999999999998
2000-08-08,0.9377
2000-08-09,-2.0265
2000-08-10,-0.3447
2000-08-11,-2.6811
2000-08-14,4.7393
2000-08-15,2.2624
2000-08-16,2.2124
2000-08-17,0.4329
2000-08-18,2.5862
2000-08-21,2.1534
2000-08-22,10.4093
2000-08-23,1.8182
2000-08-24,1.1905000000000001
2000-08-25,0.4047
2000-08-28,1.9404
2000-08-29,1.1494
2000-08-30,4.5455
2000-08-31,-4.3478
2000-09-01,1.7045
2000-09-05,-5.3073
2000-09-06,-4.7562999999999995
2000-09-07,2.2064
2000-09-08,-1.8182
2000-09-11,-2.4691
2000-09-12,-1.2658
2000-09-13,0.641
2000-09-14,1.9108
2000-09-15,-0.625
2000-09-18,-5.6604
2000-09-19,-1.3333
2000-09-20,6.7568
2000-09-21,-3.1646
2000-09-22,0.0
2000-09-25,1.3072
2000-09-26,0.6452
2000-09-27,-9.6154
2000-09-28,0.0
2000-09-29,-7.8014
2000-10-02,4.6154
2000-10-03,-3.6765
2000-10-04,3.0534
2000-10-05,-1.4815
2000-10-06,-6.7669
2000-10-09,8.0645
2000-10-10,3.7313
2000-10-11,-11.5108
2000-10-12,-4.878
2000-10-13,-11.9658
2000-10-16,0.9709
2000-10-17,-2.8846
