ticker,TLB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.2213
2000-01-04,-6.8017
2000-01-05,0.4658
2000-01-06,6.0278
2000-01-07,2.0408
2000-01-10,1.1429
2000-01-11,-2.6836
2000-01-12,0.2903
2000-01-13,-0.8683
2000-01-14,1.6058
2000-01-18,-6.1782
2000-01-19,-9.8009
2000-01-20,-7.6401
2000-01-21,-1.2868
2000-01-24,-2.0484
2000-01-25,8.9354
2000-01-26,1.2216
2000-01-27,2.069
2000-01-28,-6.7568
2000-01-31,2.7174
2000-02-01,0.8818
2000-02-02,4.3706
2000-02-03,-13.5678
2000-02-04,-0.1938
2000-02-07,-2.3301
2000-02-08,1.3917
2000-02-09,-3.1373
2000-02-10,0.4049
2000-02-11,0.6048
2000-02-14,-1.002
2000-02-15,0.4049
2000-02-16,-5.2419
2000-02-17,-3.8298
2000-02-18,11.2832
2000-02-22,6.5606
2000-02-23,-1.8657
2000-02-24,-3.4221
2000-02-25,-0.7874
2000-02-28,6.746
2000-02-29,7.6208
2000-03-01,-3.6269
2000-03-02,11.4695
2000-03-03,0.9646
2000-03-06,-5.414
2000-03-07,-4.8822
2000-03-08,6.5487
2000-03-09,1.3155999999999999
2000-03-10,5.5921
2000-03-13,-4.3614
2000-03-14,6.3518
2000-03-15,15.3139
2000-03-16,8.8977
2000-03-17,-1.2195
2000-03-20,1.358
2000-03-21,5.2375
2000-03-22,4.5139
2000-03-23,-0.6645
2000-03-24,4.1249
2000-03-27,-0.4283
2000-03-28,-3.2258
2000-03-29,5.8889
2000-03-30,4.617
2000-03-31,-5.5165
2000-04-03,4.1401
2000-04-04,-4.0775
2000-04-05,-1.5939999999999999
2000-04-06,3.7797
2000-04-07,0.9365
2000-04-10,-10.1031
2000-04-11,3.6696999999999997
2000-04-12,-0.4425
2000-04-13,-6.8889
2000-04-14,-5.7279
2000-04-17,-1.1392
2000-04-18,9.6031
2000-04-19,2.1028000000000002
2000-04-20,-4.8055
2000-04-24,1.4423
2000-04-25,4.5024
2000-04-26,-3.7415000000000003
2000-04-27,-2.2379
2000-04-28,-2.5301
2000-05-01,0.9889
2000-05-02,-9.9143
2000-05-03,-7.8804
2000-05-04,15.0442
2000-05-05,0.2564
2000-05-08,0.7673
2000-05-09,-2.665
2000-05-10,1.4342
2000-05-11,4.1131
2000-05-12,1.358
2000-05-15,2.3143000000000002
2000-05-16,0.4762
2000-05-17,1.6588
2000-05-18,-2.2145
2000-05-19,-1.7877999999999998
