ticker,CNL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.0936
2000-01-04,-1.0163
2000-01-05,3.6961
2000-01-06,0.198
2000-01-07,1.1858
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.7813
2000-01-13,-0.5814
2000-01-14,-0.7797
2000-01-18,-0.3929
2000-01-19,0.789
2000-01-20,3.3268
2000-01-21,0.947
2000-01-24,0.1876
2000-01-25,-1.8727
2000-01-26,1.5267
2000-01-27,-1.1278
2000-01-28,-1.3308
2000-01-31,3.6609
2000-02-01,-0.9294
2000-02-02,0.1201
2000-02-03,2.6565
2000-02-04,-1.1091
2000-02-07,-0.7477
2000-02-08,0.3766
2000-02-09,-0.1876
2000-02-10,-0.9398
2000-02-11,-0.1898
2000-02-14,0.1901
2000-02-15,0.0
2000-02-16,0.759
2000-02-17,1.1299
2000-02-18,-1.4898
2000-02-22,-1.5123
2000-02-23,-0.5758
2000-02-24,-2.3166
2000-02-25,-1.581
2000-02-28,1.8072
2000-02-29,0.9862
2000-03-01,-2.5391
2000-03-02,-0.2004
2000-03-03,-0.2008
2000-03-06,-1.8109
2000-03-07,1.2295
2000-03-08,2.0243
2000-03-09,-1.9841
2000-03-10,2.2267
2000-03-13,1.1881
2000-03-14,-0.9785
2000-03-15,2.5692
2000-03-16,4.6243
2000-03-17,-0.7366
2000-03-20,-1.1132
2000-03-21,-1.5009000000000001
2000-03-22,-0.7619
2000-03-23,0.0
2000-03-24,-0.1919
2000-03-27,1.1538
2000-03-28,-1.7109999999999999
2000-03-29,1.7408000000000001
2000-03-30,0.5703
2000-03-31,0.5671
2000-04-03,-0.188
2000-04-04,0.0
2000-04-05,1.8832
2000-04-06,-0.7394
2000-04-07,-1.1173
2000-04-10,-0.9416
2000-04-11,0.9506
2000-04-12,0.0
2000-04-13,1.6949
2000-04-14,-1.8519
2000-04-17,1.1320999999999999
2000-04-18,-1.4925
2000-04-19,-0.3788
2000-04-20,0.7605
2000-04-24,0.1887
2000-04-25,2.8249
2000-04-26,2.3810000000000002
2000-04-27,0.0
2000-04-28,-1.4311
2000-05-01,-0.726
2000-05-02,-1.3163
2000-05-03,-1.1257
2000-05-04,2.8463000000000003
2000-05-05,-0.738
2000-05-08,0.7435
2000-05-09,-0.369
2000-05-10,0.5556
2000-05-11,1.2891
2000-05-12,0.1818
2000-05-15,1.6334
2000-05-16,-0.7143
2000-05-17,-2.8777
2000-05-18,0.1852
2000-05-19,0.7394
2000-05-22,0.7339
