ticker,NAV US Equity
2000-05-22,-2.952
2000-05-23,3.6122
2000-05-24,1.1009
2000-05-25,-1.2704
2000-05-26,-4.0441
2000-05-30,-0.1916
2000-05-31,-1.3436
2000-06-01,2.9183
2000-06-02,0.0
2000-06-05,0.0
2000-06-06,-1.5123
2000-06-07,-2.1113
2000-06-08,-1.1764999999999999
2000-06-09,-1.9841
2000-06-12,1.0121
2000-06-13,-0.6012
2000-06-14,6.4516
2000-06-15,-1.3258
2000-06-16,-1.3436
2000-06-19,-0.1946
2000-06-20,2.3392
2000-06-21,-4.1905
2000-06-22,-3.1809
2000-06-23,0.4107
2000-06-26,3.0675
2000-06-27,7.5397
2000-06-28,-1.3952
2000-06-29,-1.3917
2000-06-30,-5.6926
2000-07-03,4.4266
2000-07-05,3.8536
2000-07-06,-3.525
2000-07-07,-1.7308
2000-07-10,1.9569
2000-07-11,-0.9597
2000-07-12,1.1628
2000-07-13,-1.7241
2000-07-14,-0.5848
2000-07-17,-0.2941
2000-07-18,5.6047
2000-07-19,-1.3035
2000-07-20,-3.3962
2000-07-21,-0.5859
2000-07-24,11.3949
2000-07-25,-1.5873
2000-07-26,-2.1505
2000-07-27,2.7473
2000-07-28,-1.0695000000000001
2000-07-31,2.8829000000000002
2000-08-01,1.9264000000000001
2000-08-02,-0.5155
2000-08-03,-0.3454
2000-08-04,3.1196
2000-08-07,1.3445
2000-08-08,1.4925
2000-08-09,3.9215999999999998
2000-08-10,-0.7862
2000-08-11,0.0
2000-08-14,-0.9509
2000-08-15,-4.96
2000-08-16,2.3569
2000-08-17,3.4539
2000-08-18,0.4769
2000-08-21,-2.2152
2000-08-22,0.4854
2000-08-23,-1.7713
2000-08-24,1.6393
2000-08-25,0.0
2000-08-28,-0.8065
2000-08-29,-0.3252
2000-08-30,-0.8157
2000-08-31,-1.3158
2000-09-01,0.1667
2000-09-05,1.9967000000000001
2000-09-06,0.9788
2000-09-07,-1.6155
2000-09-08,-2.6273
2000-09-11,-2.3609
2000-09-12,-2.0725
2000-09-13,2.1164
2000-09-14,-2.2453
2000-09-15,-3.1802
2000-09-18,-2.5547
2000-09-19,2.0599
2000-09-20,-3.6696999999999997
2000-09-21,-1.9048
2000-09-22,-0.3883
2000-09-25,-1.1696
2000-09-26,-2.9586
2000-09-27,-0.813
2000-09-28,-0.6148
2000-09-29,-1.2371
2000-10-02,21.9207
2000-10-03,4.7945
2000-10-04,3.1046
2000-10-05,-3.0111
2000-10-06,-2.1242
2000-10-09,-0.5008
2000-10-10,-2.1812
2000-10-11,-1.2006999999999999
2000-10-12,-2.2569
2000-10-13,-0.7105
2000-10-16,0.1789
2000-10-17,-4.8214
2000-10-18,1.3133
2000-10-19,1.1111
2000-10-20,-0.3663
2000-10-23,1.2868
2000-10-24,2.3593
2000-10-25,-1.2411
2000-10-26,-0.1795
2000-10-27,-0.5396
2000-10-30,-3.255
2000-10-31,-1.1215
2000-11-01,0.0
2000-11-02,1.8904
2000-11-03,-0.7421
2000-11-06,3.9252000000000002
2000-11-07,-0.1799
2000-11-08,-0.3604
2000-11-09,-1.6275
2000-11-10,-3.3088
2000-11-13,-0.9506
2000-11-14,1.1516
2000-11-15,0.9488
2000-11-16,-0.188
2000-11-17,-0.3766
2000-11-20,-2.8355
2000-11-21,-0.9728
2000-11-22,-3.5362999999999998
2000-11-24,1.833
2000-11-27,5.0
2000-11-28,-2.8571
2000-11-29,0.3922
2000-11-30,1.5625
2000-12-01,0.0
2000-12-04,3.0769
2000-12-05,-32.2761
2000-12-06,-11.5702
2000-12-07,-6.2305
2000-12-08,2.6578
2000-12-11,4.8544
2000-12-12,6.7901
2000-12-13,-2.0231
2000-12-14,-0.295
2000-12-15,-2.3669000000000002
2000-12-18,3.9394
2000-12-19,2.6239
2000-12-20,0.2841
2000-12-21,2.8329
2000-12-22,6.8871
2000-12-26,1.2887
2000-12-27,0.5089
2000-12-28,1.5190000000000001
2000-12-29,4.4888
2001-01-02,0.4773
2001-01-03,5.2257
2001-01-04,3.1603
2001-01-05,-0.6565
2001-01-08,-1.9824000000000002
2001-01-09,0.2247
2001-01-10,1.1211
2001-01-11,-0.2217
2001-01-12,0.8889
2001-01-16,2.2026
2001-01-17,-4.0948
2001-01-18,-3.8202
2001-01-19,-2.3364
2001-01-22,2.1531000000000002
2001-01-23,6.089
2001-01-24,-1.3245
2001-01-25,-1.7896999999999998
2001-01-26,-0.9112
2001-01-29,0.5977
2001-01-30,0.3291
2001-01-31,1.2026
2001-02-01,0.8642
2001-02-02,4.1771
2001-02-05,4.4894
2001-02-06,-2.9518
2001-02-07,0.2704
2001-02-08,-1.2471
2001-02-09,-5.3925
2001-02-12,-3.1025
2001-02-13,-1.8243
2001-02-14,-0.7964
2001-02-15,-2.1789
2001-02-16,0.0391
2001-02-20,-2.1875
2001-02-21,-1.9569
2001-02-22,-1.3442
2001-02-23,-0.1239
2001-02-26,6.2422
2001-02-27,-1.1673
2001-02-28,-1.4961
2001-03-01,0.7594
2001-03-02,4.5617
2001-03-05,3.6419
2001-03-06,-0.2196
2001-03-07,2.7513
2001-03-08,0.3213
2001-03-09,-1.4235
2001-03-12,-3.1408
2001-03-13,-1.4909
2001-03-14,-4.2754
2001-03-15,-2.2925
2001-03-16,-4.2071
2001-03-19,3.674
2001-03-20,-2.2403
2001-03-21,-4.4583
2001-03-22,-4.0558
2001-03-23,2.1364
2001-03-26,1.6021
2001-03-27,0.5694
2001-03-28,-2.0906
2001-03-29,0.4448
2001-03-30,0.9743
2001-04-02,0.1754
2001-04-03,-3.9842
2001-04-04,2.1888
2001-04-05,1.4726
2001-04-06,-2.0668
2001-04-09,1.6614
2001-04-10,6.1396
2001-04-11,-2.5385
2001-04-12,1.8359999999999999
2001-04-16,-0.5031
2001-04-17,0.59
2001-04-18,12.61
2001-04-19,-2.4926
2001-04-20,-0.8012
2001-04-23,-2.1154
2001-04-24,-1.5716999999999999
2001-04-25,1.3972
2001-04-26,0.6299
2001-04-27,0.8607
2001-04-30,0.1164
2001-05-01,2.2084
2001-05-02,3.1084
2001-05-03,-0.7353
2001-05-04,1.0
2001-05-07,0.6967
2001-05-08,-2.7677
2001-05-09,-0.412
2001-05-10,2.1813
2001-05-11,0.9937
2001-05-14,-1.4942
2001-05-15,-0.037
2001-05-16,1.9615
2001-05-17,-0.0726
2001-05-18,0.3632
2001-05-21,4.5965
2001-05-22,-1.3841
2001-05-23,-1.1228
2001-05-24,1.1356
2001-05-25,0.0
2001-05-29,0.8772
2001-05-30,1.7739
2001-05-31,-0.581
2001-06-01,0.1031
2001-06-04,-0.6525
2001-06-05,-0.2074
2001-06-06,0.8313
2001-06-07,0.4466
2001-06-08,-0.1368
2001-06-11,-1.3014000000000001
2001-06-12,-1.5614
2001-06-13,-2.1502
2001-06-14,-2.2334
2001-06-15,-0.5527
2001-06-18,-0.0371
2001-06-19,0.8154
2001-06-20,1.5809
2001-06-21,1.1219999999999999
2001-06-22,-2.398
2001-06-25,0.44
2001-06-26,1.3143
2001-06-27,0.5766
2001-06-28,-0.0717
2001-06-29,0.8605
2001-07-02,3.0928
2001-07-03,-0.5517
2001-07-05,0.4854
2001-07-06,-1.0007
2001-07-09,4.0432
2001-07-10,0.67
2001-07-11,6.589
2001-07-12,3.0284
2001-07-13,-0.7576
2001-07-16,-2.5954
2001-07-17,5.3292
2001-07-18,-1.3988
2001-07-19,1.8412
2001-07-20,-1.0966
2001-07-23,-0.929
2001-07-24,-5.2329
2001-07-25,2.1385
2001-07-26,0.2813
2001-07-27,-1.2153
2001-07-30,1.1041
2001-07-31,0.1872
2001-08-01,1.0277
2001-08-02,-0.1541
2001-08-03,0.4322
2001-08-06,1.1374
2001-08-07,0.3951
2001-08-08,0.2119
2001-08-09,0.9063
2001-08-10,1.7964
2001-08-13,-0.1471
2001-08-14,3.5052
2001-08-15,3.4434
2001-08-16,1.9257
2001-08-17,-3.9946
2001-08-20,-2.9238
2001-08-21,-2.7223
2001-08-22,1.429
2001-08-23,1.2328000000000001
2001-08-24,2.4645
2001-08-27,-1.2732999999999999
2001-08-28,-0.9745
2001-08-29,0.0289
2001-08-30,-1.6493
2001-08-31,0.8238
2001-09-04,2.1593
2001-09-05,0.7426
2001-09-06,-0.7655
2001-09-07,-2.7143
2001-09-10,-0.1175
2001-09-17,-13.6136
2001-09-18,0.919
2001-09-19,-5.5649
2001-09-20,-8.1786
2001-09-21,0.8168
2001-09-24,9.1435
2001-09-25,-0.5656
2001-09-26,-4.728
2001-09-27,1.6791
2001-09-28,3.6696999999999997
2001-10-01,-0.2124
2001-10-02,3.7247
2001-10-03,6.3611
2001-10-04,-0.4502
2001-10-05,-0.0646
2001-10-08,-2.4887
2001-10-09,-0.5635
2001-10-10,6.1
2001-10-11,1.4766
2001-10-12,-0.5263
2001-10-15,0.6225
2001-10-16,-2.258
2001-10-17,-5.443
2001-10-18,0.6359
2001-10-19,-1.696
2001-10-22,6.9689
2001-10-23,1.1701
2001-10-24,-2.282
2001-10-25,-0.864
2001-10-26,-0.1937
2001-10-29,-3.8486000000000002
2001-10-30,0.9418
2001-10-31,-0.0333
2001-11-01,3.2333
2001-11-02,10.1388
2001-11-05,2.316
2001-11-06,2.149
2001-11-07,1.4586000000000001
2001-11-08,-2.5159000000000002
2001-11-09,-1.1628
2001-11-12,0.7747
2001-11-13,4.4989
2001-11-14,1.5531000000000001
2001-11-15,0.8854
2001-11-16,-1.5957
2001-11-19,-3.5404999999999998
2001-11-20,-1.0087
2001-11-21,-0.2264
2001-11-23,0.5674
2001-11-26,2.031
2001-11-27,-0.6359
2001-11-28,1.8086
2001-11-29,-1.5305
2001-11-30,1.5543
2001-12-03,0.6013
2001-12-04,3.423
2001-12-05,2.9682
2001-12-06,1.7856999999999998
2001-12-07,-2.8571
2001-12-10,-0.7224
2001-12-11,-1.1175
2001-12-12,-0.9198
2001-12-13,1.6446
2001-12-14,0.3914
2001-12-17,1.3777
2001-12-18,2.5385
2001-12-19,0.8002
2001-12-20,-0.8931
2001-12-21,-0.2753
2001-12-24,-0.1004
2001-12-26,2.0352
2001-12-27,-0.6156
2001-12-28,0.9663
2001-12-31,-3.0675
2002-01-02,-0.962
2002-01-03,0.4601
2002-01-04,0.3562
2002-01-07,1.141
2002-01-08,-1.1532
2002-01-09,-1.1666
2002-01-10,-3.1306
2002-01-11,-1.9603000000000002
2002-01-14,-1.4591
2002-01-15,-1.4807000000000001
2002-01-16,-1.0576
2002-01-17,0.9283
2002-01-18,-0.9197
2002-01-22,0.1688
2002-01-23,1.1794
2002-01-24,2.0538
2002-01-25,1.3054000000000001
2002-01-28,3.1678
2002-01-29,-1.5613000000000001
2002-01-30,0.0793
2002-01-31,3.0375
2002-02-01,-3.2556
2002-02-04,1.5368
2002-02-05,2.4269
2002-02-06,-0.7643
2002-02-07,-0.2054
2002-02-08,-1.1063
2002-02-11,1.9771
2002-02-12,0.6378
2002-02-13,1.7237
2002-02-14,-1.3207
2002-02-15,-4.7222
2002-02-19,-1.0337
2002-02-20,2.9459
2002-02-21,1.1967
2002-02-22,-0.1028
2002-02-25,5.7643
2002-02-26,2.6277
2002-02-27,-0.3793
2002-02-28,1.1899
2002-03-01,3.6218
2002-03-04,6.65
2002-03-05,-4.1711
2002-03-06,2.8648
2002-03-07,-1.2522
2002-03-08,0.1312
2002-03-11,-1.5721
2002-03-12,0.0
2002-03-13,-2.3292
2002-03-14,0.0454
2002-03-15,-2.4972
2002-03-18,-0.1863
2002-03-19,2.9858000000000002
2002-03-20,-1.4496
2002-03-21,-1.1721
2002-03-22,-0.4651
2002-03-25,-2.7804
2002-03-26,1.7063000000000001
2002-03-27,2.7174
2002-03-28,1.9094
2002-04-01,0.0903
2002-04-02,-1.1502
2002-04-03,-1.4374
2002-04-04,3.3102
2002-04-05,1.7029
2002-04-08,-2.3794
2002-04-09,2.5051
2002-04-10,2.2677
2002-04-11,-2.9494
2002-04-12,-0.3993
2002-04-15,-3.2739
2002-04-16,1.3815
2002-04-17,-2.0895
2002-04-18,0.0232
2002-04-19,-2.4814
2002-04-22,-2.3543
2002-04-23,0.6819
2002-04-24,-2.7092
2002-04-25,-0.7956
2002-04-26,-0.1253
2002-04-29,-3.3124000000000002
2002-04-30,3.5557
2002-05-01,-0.3759
2002-05-02,-0.3774
2002-05-03,-1.7929
2002-05-06,-1.4142000000000001
2002-05-07,1.5389
2002-05-08,1.3871
2002-05-09,-1.2161
2002-05-10,-2.3852
2002-05-13,-2.0757
2002-05-14,2.4148
2002-05-15,4.7943
2002-05-16,-2.65
2002-05-17,-3.5182
2002-05-20,-0.3726
2002-05-21,-2.8052
2002-05-22,1.8142
2002-05-23,-0.324
2002-05-24,0.2979
2002-05-28,-1.2422
2002-05-29,-2.7345
2002-05-30,-3.711
2002-05-31,3.6788
2002-06-03,-3.3512
2002-06-04,-2.972
2002-06-05,1.7417
2002-06-06,-0.2361
2002-06-07,3.1953
2002-06-10,0.8314
2002-06-11,-3.5826000000000002
2002-06-12,-0.1769
2002-06-13,-1.6839
2002-06-14,-3.3654
2002-06-17,1.8657
2002-06-18,2.3810000000000002
2002-06-19,-0.8646
2002-06-20,-6.015
2002-06-21,-2.08
2002-06-24,-0.8497
2002-06-25,3.263
2002-06-26,-1.2767
2002-06-27,1.1962
2002-06-28,2.2364
2002-07-01,-2.0938
2002-07-02,-0.5745
2002-07-03,-0.61
2002-07-05,4.5866
2002-07-08,-1.2353
2002-07-09,0.0
2002-07-10,-4.3465
2002-07-11,-0.8826
2002-07-12,-0.8575
2002-07-15,-1.5635
2002-07-16,-5.1031
2002-07-17,-1.9586999999999999
2002-07-18,-3.4871
2002-07-19,-4.4411
2002-07-22,-3.0721
2002-07-23,-2.5193
2002-07-24,10.7128
2002-07-25,-2.8991
2002-07-26,-2.0551
2002-07-29,6.4925
2002-07-30,-0.9294
2002-07-31,-3.227
2002-08-01,-2.0938
2002-08-02,-6.1386
2002-08-05,-5.9494
2002-08-06,7.537
2002-08-07,2.7952
2002-08-08,3.0438
2002-08-09,-1.3391
2002-08-12,-0.3194
2002-08-13,-1.2415
2002-08-14,-0.7299
2002-08-15,2.451
2002-08-16,-8.5327
2002-08-19,4.6207
2002-08-20,-0.0833
2002-08-21,5.588
2002-08-22,-0.079
2002-08-23,-1.8972
2002-08-26,2.8606
2002-08-27,-1.1359
2002-08-28,-2.2979
2002-08-29,0.6083
2002-08-30,0.7658
2002-09-03,-4.96
2002-09-04,1.0101
2002-09-05,-1.7917
2002-09-06,3.9881
2002-09-09,1.9992
2002-09-10,1.48
2002-09-11,0.2365
2002-09-12,-1.8875
2002-09-13,-2.5651
2002-09-16,0.3291
2002-09-17,-1.517
2002-09-18,-6.786
2002-09-19,-2.3670999999999998
2002-09-20,2.333
2002-09-23,-2.5481
2002-09-24,-5.3211
2002-09-25,5.3779
2002-09-26,6.069
2002-09-27,-3.6844
2002-09-30,-2.4302
2002-10-01,-0.1845
2002-10-02,-6.6081
2002-10-03,-2.6719
2002-10-04,-4.9314
2002-10-07,-4.0107
2002-10-08,-5.1811
2002-10-09,-8.6369
2002-10-10,-1.2862
2002-10-11,10.228
2002-10-14,0.2955
2002-10-15,7.2481
2002-10-16,-8.7912
2002-10-17,7.3494
2002-10-18,4.2649
2002-10-21,5.436
2002-10-22,4.4921
2002-10-23,3.4196
2002-10-24,-4.7709
2002-10-25,4.1667
2002-10-28,3.0952
2002-10-29,-8.776
2002-10-30,6.0759
2002-10-31,7.0167
2002-11-01,3.2560000000000002
2002-11-04,1.7279
2002-11-05,-1.6985000000000001
2002-11-06,7.7322
2002-11-07,-4.6913
2002-11-08,-2.3138
2002-11-11,-3.4022
2002-11-12,2.0508
2002-11-13,2.4028
2002-11-14,2.9863
2002-11-15,1.8227
2002-11-18,1.9935
2002-11-19,-1.2365
2002-11-20,6.8255
2002-11-21,3.7807
2002-11-22,-1.6758
2002-11-25,5.5947
2002-11-26,0.9474
2002-11-27,4.0667
2002-11-29,3.0728
2002-12-02,-4.245
2002-12-03,-12.0135
2002-12-04,7.3077
2002-12-05,-0.0717
2002-12-06,-2.3314
2002-12-09,-2.6809
2002-12-10,0.7547
2002-12-11,-6.4045
2002-12-12,-3.3213
2002-12-13,-2.7318
2002-12-16,4.0426
2002-12-17,-0.7362
2002-12-18,-1.8953
2002-12-19,-2.6459
2002-12-20,4.616
2002-12-23,0.2062
2002-12-24,-0.0412
2002-12-26,0.3294
2002-12-27,-1.4772
2002-12-30,-0.2499
2002-12-31,1.5030999999999999
2003-01-02,3.7433
2003-01-03,1.0309
2003-01-06,1.8838
2003-01-07,0.3467
2003-01-08,-1.4971
2003-01-09,1.6368
2003-01-10,1.4571
2003-01-13,1.2094
2003-01-14,-2.2405
2003-01-15,0.6494
2003-01-16,-1.9355
2003-01-17,0.8901
2003-01-21,-2.57
2003-01-22,-5.1181
2003-01-23,3.112
2003-01-24,-3.4205
2003-01-27,-1.2083
2003-01-28,1.4762
2003-01-29,1.8288
2003-01-30,-4.3673
2003-01-31,2.7315
2003-02-03,3.0328
2003-02-04,1.8952
2003-02-05,-0.0791
2003-02-06,-1.2277
2003-02-07,-1.6038000000000001
2003-02-10,0.8557
2003-02-11,-4.0
2003-02-12,-2.9882
2003-02-13,-4.8156
2003-02-14,7.7028
2003-02-18,1.5657999999999999
2003-02-19,0.2083
2003-02-20,1.8711
2003-02-21,1.2245
2003-02-24,-2.5403000000000002
2003-02-25,1.4067
2003-02-26,-3.5904
2003-02-27,1.9043999999999999
2003-02-28,-1.8688
2003-03-03,1.3965
2003-03-04,-4.0902
2003-03-05,-0.4352
2003-03-06,0.3934
2003-03-07,-1.3496000000000001
2003-03-10,-2.9126
2003-03-11,-5.0909
2003-03-12,2.0594
2003-03-13,8.6814
2003-03-14,0.8204
2003-03-17,9.207699999999999
2003-03-18,-0.9412
2003-03-19,0.9501
2003-03-20,-0.1569
2003-03-21,8.0518
2003-03-24,-5.7434
2003-03-25,0.5399
2003-03-26,-2.57
2003-03-27,-0.9055
2003-03-28,-1.3905
2003-03-31,-0.8461
2003-04-01,1.5847
2003-04-02,5.72
2003-04-03,-1.4378
2003-04-04,0.691
2003-04-07,1.4487
2003-04-08,-0.5261
2003-04-09,-0.1889
2003-04-10,-0.3407
2003-04-11,-0.9875
2003-04-14,2.8769
2003-04-15,2.7218
2003-04-16,-2.6134
2003-04-17,2.4972
2003-04-21,0.0
2003-04-22,5.2
2003-04-23,0.2074
2003-04-24,-3.0355
2003-04-25,0.498
2003-04-28,1.9468999999999999
2003-04-29,-2.7778
2003-04-30,-0.3571
2003-05-01,-1.1828
2003-05-02,1.6684999999999999
2003-05-05,-1.1773
2003-05-06,1.4079
2003-05-07,-1.7444
2003-05-08,-0.9058
2003-05-09,2.0475
2003-05-12,2.9379999999999997
2003-05-13,-3.4111000000000002
2003-05-14,-0.4685
2003-05-15,5.9739
2003-05-16,-0.5808
2003-05-19,-4.0893
2003-05-20,0.3225
2003-05-21,-0.4643
2003-05-22,4.521
2003-05-23,-0.3433
2003-05-27,4.4437
2003-05-28,-0.066
2003-05-29,-1.2541
2003-05-30,3.008
2003-06-02,3.0175
2003-06-03,-0.0315
2003-06-04,8.3491
2003-06-05,3.3731
2003-06-06,-2.391
2003-06-09,-4.2651
2003-06-10,1.0536
2003-06-11,4.3491
2003-06-12,1.7128
2003-06-13,-4.0135
2003-06-16,1.5205
2003-06-17,1.3825
2003-06-18,-1.392
2003-06-19,-4.4656
2003-06-20,0.1206
2003-06-23,-3.2229
2003-06-24,1.2761
2003-06-25,-0.6761
2003-06-26,2.104
2003-06-27,-1.8788
2003-06-30,0.7721
2003-07-01,-0.5516
2003-07-02,2.9892
2003-07-03,3.082
2003-07-07,2.0029
2003-07-08,1.9351
2003-07-09,2.8754999999999997
2003-07-10,-0.4613
2003-07-11,1.6085
2003-07-14,0.4025
2003-07-15,-2.2448
2003-07-16,-1.6402
2003-07-17,2.418
2003-07-18,-1.3026
2003-07-21,-0.6874
2003-07-22,0.5814
2003-07-23,0.6331
2003-07-24,-1.9967000000000001
2003-07-25,7.4519
2003-07-28,-0.5714
2003-07-29,-0.1306
2003-07-30,-0.7586
2003-07-31,2.8466
2003-08-01,4.0236
2003-08-04,-1.084
2003-08-05,-2.4907
2003-08-06,-0.3831
2003-08-07,2.5385
2003-08-08,-1.0003
2003-08-11,-0.2273
2003-08-12,2.5316
2003-08-13,2.6914
2003-08-14,0.0962
2003-08-15,0.5044
2003-08-18,3.4178
2003-08-19,0.1156
2003-08-20,1.916
2003-08-21,1.4043
2003-08-22,-0.8711
2003-08-25,-2.1857
2003-08-26,-0.668
2003-08-27,1.4842
2003-08-28,0.3428
2003-08-29,1.8675000000000002
2003-09-02,-0.0671
2003-09-03,-2.9754
2003-09-04,1.222
2003-09-05,-1.4579
2003-09-08,-0.6704
2003-09-09,-2.1875999999999998
2003-09-10,-3.331
2003-09-11,-0.7384
2003-09-12,1.6613
2003-09-15,-0.3171
2003-09-16,0.7096
2003-09-17,-0.3401
2003-09-18,1.1945000000000001
2003-09-19,-0.1686
2003-09-22,-2.2683
2003-09-23,0.8642
2003-09-24,-4.1126
2003-09-25,-3.8805
2003-09-26,-2.0717
2003-09-29,-0.5967
2003-09-30,1.7189999999999999
2003-10-01,3.5676
2003-10-02,0.9065
2003-10-03,2.4127
2003-10-06,0.8521
2003-10-07,-0.0746
2003-10-08,-0.2487
2003-10-09,0.2992
2003-10-10,-0.6711
2003-10-13,0.8759
2003-10-14,1.0419
2003-10-15,2.4797000000000002
2003-10-16,-0.575
2003-10-17,-0.3614
2003-10-20,-0.1209
2003-10-21,-1.4285999999999999
2003-10-22,-3.2179
2003-10-23,-1.0914
2003-10-24,0.4106
2003-10-27,1.0222
2003-10-28,1.3660999999999999
2003-10-29,1.123
2003-10-30,-0.074
2003-10-31,-0.1482
2003-11-03,2.4487
2003-11-04,0.4346
2003-11-05,-0.5529
2003-11-06,1.0394
2003-11-07,-1.1722
2003-11-10,-2.9533
2003-11-11,0.0249
2003-11-12,2.3192
2003-11-13,0.9262
2003-11-14,-0.9177
2003-11-17,-1.901
2003-11-18,-0.4224
2003-11-19,1.0729
2003-11-20,-1.2343
2003-11-21,0.15
2003-11-24,6.2141
2003-11-25,-0.0235
2003-11-26,0.3525
2003-11-28,0.9368
2003-12-01,0.8121
2003-12-02,-1.2658
2003-12-03,-0.8159
2003-12-04,-0.4465
2003-12-05,-1.2511999999999999
2003-12-08,1.7691
2003-12-09,0.094
2003-12-10,-0.751
2003-12-11,2.0572
2003-12-12,1.4365
2003-12-15,1.6903000000000001
2003-12-16,-0.2022
2003-12-17,1.5305
2003-12-18,2.239
2003-12-19,3.8811999999999998
2003-12-22,0.1044
2003-12-23,-0.2502
2003-12-24,-0.1672
2003-12-26,0.7328
2003-12-29,1.1224
2003-12-30,-0.3905
2003-12-31,-1.1762
2004-01-02,-1.1693
2004-01-05,0.5493
2004-01-06,2.0382
2004-01-07,2.9654
2004-01-08,0.16
2004-01-09,-0.5791
2004-01-12,1.0243
2004-01-13,-0.4175
2004-01-14,1.2178
2004-01-15,-0.7495
2004-01-16,0.5763
2004-01-20,-1.067
2004-01-21,2.0771
2004-01-22,3.2088
2004-01-23,-1.3649
2004-01-26,-0.3652
2004-01-27,-1.4853
2004-01-28,-1.821
2004-01-29,-3.8891
2004-01-30,-1.3281
2004-02-02,-1.0515
2004-02-03,0.1063
2004-02-04,-0.8705
2004-02-05,2.1204
2004-02-06,3.0831
2004-02-09,-0.8749
2004-02-10,-1.4778
2004-02-11,3.0833
2004-02-12,-0.8084
2004-02-13,-2.1801
2004-02-17,2.4787
2004-02-18,-1.4228
2004-02-19,0.1856
2004-02-20,-1.9140000000000001
2004-02-23,-1.3848
2004-02-24,-1.2128
2004-02-25,2.3045
2004-02-26,0.1684
2004-02-27,-2.0597
2004-03-01,1.7811
2004-03-02,2.1084
2004-03-03,-0.1239
2004-03-04,-0.4962
2004-03-05,1.2258
2004-03-08,-3.0378
2004-03-09,-1.5876000000000001
2004-03-10,-4.7107
2004-03-11,-1.8961999999999999
2004-03-12,2.9222
2004-03-15,-2.7498
2004-03-16,2.3448
2004-03-17,2.8750999999999998
2004-03-18,0.4585
2004-03-19,-2.0213
2004-03-22,-3.2387
2004-03-23,-0.619
2004-03-24,0.8997
2004-03-25,2.1948
2004-03-26,-1.1409
2004-03-29,1.9461
2004-03-30,1.1099
2004-03-31,0.6586
2004-04-01,-0.8942
2004-04-02,2.8388999999999998
2004-04-05,2.0116
2004-04-06,4.4682
2004-04-07,-0.9438
2004-04-08,-1.1555
2004-04-12,0.7793
2004-04-13,-2.9915000000000003
2004-04-14,-0.2937
2004-04-15,0.9468
2004-04-16,1.1463
2004-04-19,-0.4121
2004-04-20,-1.0966
2004-04-21,1.6736
2004-04-22,2.1399
2004-04-23,-2.5383
2004-04-26,-0.4341
2004-04-27,-0.1246
2004-04-28,-2.5774
2004-04-29,-3.7337
2004-04-30,0.0665
2004-05-03,0.9967
2004-05-04,1.3158
2004-05-05,-0.6277
2004-05-06,-2.4178
2004-05-07,-2.3438
2004-05-10,-8.2743
2004-05-11,2.168
2004-05-12,-0.3171
2004-05-13,1.1989
2004-05-14,-0.2418
2004-05-17,-2.5933
